Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-05-08 00:00:00,14182.67,24994.18,85.92
2023-05-08 01:00:00,13790.08,23889.06,83.93
2023-05-08 02:00:00,13575.45,23295.43,83.78
2023-05-08 03:00:00,13495.43,22660.02,83.13
2023-05-08 04:00:00,13556.33,22079.14,84.09
2023-05-08 05:00:00,13939.56,22459.46,90.91
2023-05-08 06:00:00,15442.95,23005.76,104.12
2023-05-08 07:00:00,16058.1,25221.83,119.45
2023-05-08 08:00:00,15795.16,29863.26,110.97
2023-05-08 09:00:00,15832.81,35715.36,100.01
2023-05-08 10:00:00,15905.86,40792.68,91.83
2023-05-08 11:00:00,15834.64,43590.81,81.64
2023-05-08 12:00:00,16094.2,44509.58,80.41
2023-05-08 13:00:00,16191.43,44002.13,74.32
2023-05-08 14:00:00,15541.56,42184.83,74.09
2023-05-08 15:00:00,15540.28,40221.32,78
2023-05-08 16:00:00,15193.5,36171.36,84.01
2023-05-08 17:00:00,16320.77,31655.14,97.05
2023-05-08 18:00:00,17392.46,26289.05,110.04
2023-05-08 19:00:00,17879.63,21683.58,132.9
2023-05-08 20:00:00,18042.61,20396.94,128.41
2023-05-08 21:00:00,17758.33,23028.97,121.99
2023-05-08 22:00:00,17212.68,25565.04,112.56
2023-05-08 23:00:00,16908.04,26753.04,99.38
2023-05-09 00:00:00,15747.98,25528.01,95.96
2023-05-09 01:00:00,14410.33,25801.53,87.52
2023-05-09 02:00:00,14111.28,25275.37,84.6
2023-05-09 03:00:00,14030.54,24850.76,84.17
2023-05-09 04:00:00,14459.95,24895.07,85.25
2023-05-09 05:00:00,15384.95,25113.53,92.45
2023-05-09 06:00:00,16552.41,26296.98,111.58
2023-05-09 07:00:00,16859.2,29100.78,121
2023-05-09 08:00:00,17197.54,34510.41,117.88
2023-05-09 09:00:00,17113.49,40804.98,104.96
2023-05-09 10:00:00,16358.56,46066.3,88.84
2023-05-09 11:00:00,15990.36,50479.18,70.95
2023-05-09 12:00:00,15537.34,52257.47,65.76
2023-05-09 13:00:00,15412.33,52585.92,61.91
2023-05-09 14:00:00,14957.65,51534.69,68.29
2023-05-09 15:00:00,15636.53,47326.48,80.8
2023-05-09 16:00:00,16672.09,41845.2,84.44
2023-05-09 17:00:00,17296.13,36135.46,100.06
2023-05-09 18:00:00,17022.1,29457.01,116.34
2023-05-09 19:00:00,17464.07,25815.82,121.93
2023-05-09 20:00:00,17133.14,25184.23,121.05
2023-05-09 21:00:00,16169.7,26911.06,110.97
2023-05-09 22:00:00,15512.8,26732.51,104.67
2023-05-09 23:00:00,15204.54,26350.4,89.93
2023-05-10 00:00:00,15206.94,25568.24,94.79
2023-05-10 01:00:00,14942.26,24660.22,90.05
2023-05-10 02:00:00,14671.62,24162.02,88.38
2023-05-10 03:00:00,14692.01,24359.45,86.19
2023-05-10 04:00:00,14798.81,24136.08,88.39
