Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-05-30 00:00:00,20285.73,11529.87,203.9
2022-05-30 01:00:00,20222.83,11039.58,194.72
2022-05-30 02:00:00,20074.83,10606.26,192.65
2022-05-30 03:00:00,20040.63,10364.89,184.5
2022-05-30 04:00:00,20080.46,10060.63,182.92
2022-05-30 05:00:00,20748.2,10301.71,195.74
2022-05-30 06:00:00,21550.46,11988.63,230.68
2022-05-30 07:00:00,22178.95,15981.38,257.95
2022-05-30 08:00:00,22401.92,21927.3,260.27
2022-05-30 09:00:00,22755.29,27965.75,232.92
2022-05-30 10:00:00,22870.75,30970.43,230
2022-05-30 11:00:00,23152.72,31913.27,229.77
2022-05-30 12:00:00,23189.77,32655.72,215
2022-05-30 13:00:00,23094.84,33639.96,207.5
2022-05-30 14:00:00,23038.9,33374.94,201.28
2022-05-30 15:00:00,22789.11,31759.06,202.29
2022-05-30 16:00:00,22925.85,28916.31,210.9
2022-05-30 17:00:00,23183.46,24891.66,225.7
2022-05-30 18:00:00,23441,19396.05,241.36
2022-05-30 19:00:00,23643.6,13793.46,291.14
2022-05-30 20:00:00,23894.91,10449.19,295
2022-05-30 21:00:00,24101.57,9616.03,266.46
2022-05-30 22:00:00,24246.23,9934.68,243.68
2022-05-30 23:00:00,24180.77,10306.42,227.5
2022-05-31 00:00:00,30149.65,10607.63,200.91
2022-05-31 01:00:00,27909.74,10860.26,183
2022-05-31 02:00:00,27095.75,10764.4,179.62
2022-05-31 03:00:00,27060.89,10604.02,177.02
2022-05-31 04:00:00,27426.75,10359.36,180.01
2022-05-31 05:00:00,28735.43,10670.77,195.99
2022-05-31 06:00:00,31128.45,13227.79,228.68
2022-05-31 07:00:00,31495.45,17567.67,247.77
2022-05-31 08:00:00,31478.06,23789.69,243.14
2022-05-31 09:00:00,31276.66,30425.04,225.9
2022-05-31 10:00:00,28863.31,35039,200.63
2022-05-31 11:00:00,27543.8,37879.58,193.91
2022-05-31 12:00:00,27016.23,37899.97,192.27
2022-05-31 13:00:00,27690.1,35794.82,184.07
2022-05-31 14:00:00,28942.74,32670.79,182.54
2022-05-31 15:00:00,29092.21,29058.18,182.08
2022-05-31 16:00:00,30217.84,25067.21,182.38
2022-05-31 17:00:00,32431.4,21162.41,200
2022-05-31 18:00:00,33115.72,17741.56,234.97
2022-05-31 19:00:00,33316.57,14513.04,255.02
2022-05-31 20:00:00,33325.31,11837.62,258.67
2022-05-31 21:00:00,33418.94,10930.39,247.51
2022-05-31 22:00:00,33376.18,10515.15,240.01
2022-05-31 23:00:00,32980.07,9906.28,227.98
2022-06-01 00:00:00,25237.23,9675.88,220
2022-06-01 01:00:00,24944.56,9989.38,207.45
2022-06-01 02:00:00,23972.41,10211.52,199.09
