Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-10-16 00:00:00,15651.43,28126.09,103.62
2023-10-16 01:00:00,15401.49,26247.44,97.03
2023-10-16 02:00:00,15556.3,25194.19,98.37
2023-10-16 03:00:00,15562.95,24926.05,96.63
2023-10-16 04:00:00,16054.11,24514.71,94.43
2023-10-16 05:00:00,18922.18,24289.26,98.27
2023-10-16 06:00:00,24699.94,23853.47,139.56
2023-10-16 07:00:00,28613.63,22718.07,159.37
2023-10-16 08:00:00,29534.56,23883.58,165.72
2023-10-16 09:00:00,28945.93,27372.82,154.49
2023-10-16 10:00:00,27047.22,30958.44,121.96
2023-10-16 11:00:00,25075.44,34536.75,116.82
2023-10-16 12:00:00,24636.02,36153.1,113.79
2023-10-16 13:00:00,24398.7,35867.3,106.25
2023-10-16 14:00:00,24545.67,32500,109.49
2023-10-16 15:00:00,28118.79,27301.24,116.75
2023-10-16 16:00:00,31257.93,20084.93,138.96
2023-10-16 17:00:00,33866.7,12768.86,166.83
2023-10-16 18:00:00,35147.48,10065.92,211.06
2023-10-16 19:00:00,35413.73,10434.34,240
2023-10-16 20:00:00,34500.36,10464.95,159.94
2023-10-16 21:00:00,33383.68,10461.71,145.01
2023-10-16 22:00:00,31493.32,10198.91,135.2
2023-10-16 23:00:00,29099.4,10025.71,119.22
2023-10-17 00:00:00,28005.45,9835.51,127.58
2023-10-17 01:00:00,27195.6,10063.45,114.04
2023-10-17 02:00:00,26678.31,10037.34,108.38
2023-10-17 03:00:00,26279.89,10153.58,105.5
2023-10-17 04:00:00,26857.14,10346.18,110.57
2023-10-17 05:00:00,29128.47,10674.07,121.96
2023-10-17 06:00:00,32523.92,10901.92,150.25
2023-10-17 07:00:00,34047.65,11319.85,165
2023-10-17 08:00:00,34155.55,13703.42,191.08
2023-10-17 09:00:00,33478.06,17924.29,159.4
2023-10-17 10:00:00,32262.85,22190.6,134.98
2023-10-17 11:00:00,29643.64,25825.34,113.67
2023-10-17 12:00:00,27968.09,28531.5,108.91
2023-10-17 13:00:00,26379.2,28440.98,100.08
2023-10-17 14:00:00,26622.48,26929.82,98.4
2023-10-17 15:00:00,28297.61,24206.18,107.95
2023-10-17 16:00:00,30716.88,19441.14,128.42
2023-10-17 17:00:00,33315.88,13384.05,153.12
2023-10-17 18:00:00,33991.91,12123.57,165.92
2023-10-17 19:00:00,33845.39,14380.08,164.45
2023-10-17 20:00:00,32763.91,15981.33,129.97
2023-10-17 21:00:00,30270.51,17026.75,132.9
2023-10-17 22:00:00,27608.1,17362.25,126.03
2023-10-17 23:00:00,23910.89,17457.26,104.42
2023-10-18 00:00:00,19898.67,17601.12,89.58
2023-10-18 01:00:00,18490.66,17376.68,89.06
2023-10-18 02:00:00,18137.55,17315.27,88.36
2023-10-18 03:00:00,18514.9,17379.75,89.48
2023-10-18 04:00:00,20083.11,17837.54,91.99
2023-10-18 05:00:00,22631.02,18444.62,97.56
2023-10-18 06:00:00,25806.41,19886.7,134
2023-10-18 07:00:00,26509.22,21416.67,166.91
2023-10-18 08:00:00,26469.31,25063.21,159.14
2023-10-18 09:00:00,25694.36,31028.43,123.41
