Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-04-03 00:00:00,18297.11,22727.91,108.53
2023-04-03 01:00:00,18173.69,21585.96,107.68
2023-04-03 02:00:00,18514.01,20762.94,108.04
2023-04-03 03:00:00,20009.71,20400.73,103.9
2023-04-03 04:00:00,21450.15,20058.67,100.43
2023-04-03 05:00:00,23764.24,20264.09,110.07
2023-04-03 06:00:00,25775.16,20335.4,139.22
2023-04-03 07:00:00,26702.71,21121.38,167.54
2023-04-03 08:00:00,26365.55,24477.95,163.79
2023-04-03 09:00:00,25406.65,31516.72,128.38
2023-04-03 10:00:00,22725.96,39824.19,103.8
2023-04-03 11:00:00,20377.96,44638.77,88.76
2023-04-03 12:00:00,19033.01,46240.79,80.98
2023-04-03 13:00:00,17857.86,45139.28,74.9
2023-04-03 14:00:00,18305.25,43280.68,71.66
2023-04-03 15:00:00,18764.37,40596.3,78.91
2023-04-03 16:00:00,19837.15,35866.76,82
2023-04-03 17:00:00,23263.63,29378.83,100.35
2023-04-03 18:00:00,26909.04,22644.22,133.77
2023-04-03 19:00:00,29122.98,18397.44,158.11
2023-04-03 20:00:00,29427.28,18458.17,156.25
2023-04-03 21:00:00,29110.73,18939.12,142.94
2023-04-03 22:00:00,28309.44,18205.96,132.02
2023-04-03 23:00:00,26247.2,17210.9,113.12
2023-04-04 00:00:00,25150.12,16313.15,110.85
2023-04-04 01:00:00,25263.09,14993.92,110
2023-04-04 02:00:00,25661.77,14028.31,113.68
2023-04-04 03:00:00,25926.85,13204.93,115.42
2023-04-04 04:00:00,26975.3,12425.38,116.64
2023-04-04 05:00:00,29360.98,11792.82,121.91
2023-04-04 06:00:00,31972.77,11514.89,145.35
2023-04-04 07:00:00,32982.65,13375.23,180.38
2023-04-04 08:00:00,32875.55,19585.63,178.53
2023-04-04 09:00:00,29629.05,28227.12,147.63
2023-04-04 10:00:00,25676.35,34266.2,118.43
2023-04-04 11:00:00,22591.81,37825.35,112.02
2023-04-04 12:00:00,20408.2,39829.15,108.86
2023-04-04 13:00:00,19607.38,40608.33,108.12
2023-04-04 14:00:00,19072.7,39740.46,107.31
2023-04-04 15:00:00,18962.32,36817.15,108.71
2023-04-04 16:00:00,21585.7,30847.88,112.73
2023-04-04 17:00:00,26370.34,23146.01,122
2023-04-04 18:00:00,31275.12,15166.56,147.1
2023-04-04 19:00:00,32422.7,10465.37,180
2023-04-04 20:00:00,32586.46,10200.01,177.32
2023-04-04 21:00:00,32264.55,10762.02,155.56
2023-04-04 22:00:00,31673.72,10896.97,141.19
2023-04-04 23:00:00,30102.41,10805.34,129.93
2023-04-05 00:00:00,28014.51,10539.29,127.51
2023-04-05 01:00:00,27248.54,9953.87,118.26
2023-04-05 02:00:00,27496.88,9438.12,119.61
2023-04-05 03:00:00,27564.87,8868.02,118.25
2023-04-05 04:00:00,28557.76,8440.71,124.99
2023-04-05 05:00:00,30511.8,8313.92,134.46
2023-04-05 06:00:00,32522.77,8509.64,165.82
2023-04-05 07:00:00,33144.91,10911.5,207.92
2023-04-05 08:00:00,31835.57,18152.65,179.74
2023-04-05 09:00:00,29982.07,26798.56,142.16
2023-04-05 10:00:00,27048.81,34298.23,119.6
2023-04-05 11:00:00,22815.07,38435.6,115
2023-04-05 12:00:00,21050.56,40055.89,113.59
2023-04-05 13:00:00,20286.57,40152.87,113.84
2023-04-05 14:00:00,20354.35,38048.14,113.81
2023-04-05 15:00:00,21638.28,34717.18,113.59
2023-04-05 16:00:00,23003.26,28952.11,116.3
2023-04-05 17:00:00,27536.36,21792.04,135.61
2023-04-05 18:00:00,31758.99,14018.05,156.52
2023-04-05 19:00:00,33305.12,9112.14,199.56
2023-04-05 20:00:00,33301.53,8967.7,191.68
2023-04-05 21:00:00,32428.18,9720.05,164.98
2023-04-05 22:00:00,31720.97,10501.04,151.39
2023-04-05 23:00:00,29681.09,11126.51,139.13
2023-04-06 00:00:00,27436.11,11664.56,135.54
2023-04-06 01:00:00,26342.97,12220.76,124.12
2023-04-06 02:00:00,25909.75,12573.43,120
2023-04-06 03:00:00,25599.72,12622.02,115.33
2023-04-06 04:00:00,25543.16,12611.17,114.85
2023-04-06 05:00:00,26541.86,12801.55,124.91
2023-04-06 06:00:00,27210.1,13263.76,142.51
2023-04-06 07:00:00,27418.41,16419.57,161.63
2023-04-06 08:00:00,26939.93,24273.15,155.96
2023-04-06 09:00:00,25518.56,32342.39,129.45
2023-04-06 10:00:00,23425.3,40245.73,114.63
2023-04-06 11:00:00,21185.38,47119.76,105.1
2023-04-06 12:00:00,20157.84,50061.06,104.02
2023-04-06 13:00:00,18819.9,49558.2,103.1
2023-04-06 14:00:00,18263.75,47414.24,106.01
2023-04-06 15:00:00,18322.67,42758.09,108.13
2023-04-06 16:00:00,19211.62,36520.59,109.87
2023-04-06 17:00:00,22192.92,28483.09,121.16
2023-04-06 18:00:00,25036.44,20979.24,140
2023-04-06 19:00:00,25830.21,18122.93,150
2023-04-06 20:00:00,26206.82,21315.39,144.08
2023-04-06 21:00:00,25527.87,24745.57,129.43
2023-04-06 22:00:00,24127.78,25996.69,115.38
2023-04-06 23:00:00,22302.18,25810.29,107.62
2023-04-07 00:00:00,19382.13,24394.99,100.31
2023-04-07 01:00:00,18553,22831.3,98.73
2023-04-07 02:00:00,18961.08,21461.49,100.07
2023-04-07 03:00:00,19128.51,20831.63,101.79
2023-04-07 04:00:00,19198.19,20069.09,103.15
2023-04-07 05:00:00,20135.36,19486.43,106.95
2023-04-07 06:00:00,20800.38,19462.94,102.94
2023-04-07 07:00:00,21163.22,20600.86,106.66
2023-04-07 08:00:00,21234,23909.03,110.74
2023-04-07 09:00:00,20179.04,28326.17,103.95
2023-04-07 10:00:00,18735.65,34252.2,101.76
2023-04-07 11:00:00,17395.41,39202.86,100.9
2023-04-07 12:00:00,15957.77,40900.68,91.96
2023-04-07 13:00:00,15772.89,40543.34,86.77
2023-04-07 14:00:00,15769.52,38680.97,85
2023-04-07 15:00:00,16725.5,35554.4,92.12
2023-04-07 16:00:00,17540.63,31674.9,100.81
2023-04-07 17:00:00,19563.97,27094.52,107.74
2023-04-07 18:00:00,22286.37,22415.26,127.78
2023-04-07 19:00:00,22909.79,19004.04,138.55
2023-04-07 20:00:00,23039.79,18503.56,135.07
2023-04-07 21:00:00,22390.03,17930.17,135
2023-04-07 22:00:00,21513.14,17096.5,136.6
2023-04-07 23:00:00,20689.71,16416.05,131.78
2023-04-08 00:00:00,19500.73,15884.07,123.85
2023-04-08 01:00:00,18912.97,14939.74,113.74
2023-04-08 02:00:00,18555.76,13821.64,114.26
2023-04-08 03:00:00,18766.81,12634.76,110.75
2023-04-08 04:00:00,18826.53,11856.24,110.78
2023-04-08 05:00:00,19529.07,11509.03,112.16
2023-04-08 06:00:00,20002.53,11737.13,114.74
2023-04-08 07:00:00,20208.85,12446.74,129.35
