Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-02-06 00:00:00,28439.99,14184.21,145
2023-02-06 01:00:00,28522.57,12947.81,143.73
2023-02-06 02:00:00,29150.45,12278.93,145.41
2023-02-06 03:00:00,29814.31,12172.47,142.09
2023-02-06 04:00:00,31559.55,11874.49,140.1
2023-02-06 05:00:00,34372.28,11463.22,148.93
2023-02-06 06:00:00,37775.55,11497.72,175.67
2023-02-06 07:00:00,39843.84,11503.13,200.65
2023-02-06 08:00:00,40361.93,12651.05,213.39
2023-02-06 09:00:00,40149.09,14652.01,200.65
2023-02-06 10:00:00,39954.42,16594.95,185.08
2023-02-06 11:00:00,39605.27,17483.07,179.84
2023-02-06 12:00:00,39435.86,17773.08,168.72
2023-02-06 13:00:00,38833.86,17607.67,161.16
2023-02-06 14:00:00,38849.35,16611.28,163.9
2023-02-06 15:00:00,39041.54,14393.92,170.67
2023-02-06 16:00:00,38913.27,11834.27,181.8
2023-02-06 17:00:00,39576.68,11231.14,198.94
2023-02-06 18:00:00,39937.52,11815.28,213.5
2023-02-06 19:00:00,40060.16,12155.55,205.38
2023-02-06 20:00:00,39491.07,12540.81,186.21
2023-02-06 21:00:00,38689.77,13157.19,166.48
2023-02-06 22:00:00,37355.04,13387.59,159.82
2023-02-06 23:00:00,35867.86,14007.82,154
2023-02-07 00:00:00,34693.43,15197.25,145.78
2023-02-07 01:00:00,34010.72,16002.86,142.21
2023-02-07 02:00:00,33826.14,16458.26,140.42
2023-02-07 03:00:00,34033.36,15823.78,139.44
2023-02-07 04:00:00,34754.7,14760.35,141.6
2023-02-07 05:00:00,36330.35,13708.42,145.87
2023-02-07 06:00:00,38641.93,13569.96,170.54
2023-02-07 07:00:00,39481,13926.06,198.04
2023-02-07 08:00:00,39227.02,15936.53,214.16
2023-02-07 09:00:00,39036.6,21207.92,191.85
2023-02-07 10:00:00,38874.85,26902.2,172.52
2023-02-07 11:00:00,38037.16,30783.73,141.83
2023-02-07 12:00:00,36914.54,33031.07,140.33
2023-02-07 13:00:00,36280.98,32506.39,134.86
2023-02-07 14:00:00,36756.07,28182.59,148.34
2023-02-07 15:00:00,38190.69,20883.88,171.86
2023-02-07 16:00:00,40525.07,13220.63,189.98
