Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-05-16 00:00:00,17924.97,22057.48,180.18
2022-05-16 01:00:00,17982.72,22190.74,169.06
2022-05-16 02:00:00,17906.97,22622.11,169.13
2022-05-16 03:00:00,17871.41,23348.79,169.89
2022-05-16 04:00:00,18267.07,22587.53,169.53
2022-05-16 05:00:00,19752.9,22502.16,182.04
2022-05-16 06:00:00,21328.73,23767.73,229.95
2022-05-16 07:00:00,22041.99,25714.5,248.08
2022-05-16 08:00:00,22222.39,28573.44,251.09
2022-05-16 09:00:00,21737.06,33186.11,231.08
2022-05-16 10:00:00,20708.15,37968.22,210.62
2022-05-16 11:00:00,19804.43,42158.68,199.68
2022-05-16 12:00:00,19183.95,44109.35,185.34
2022-05-16 13:00:00,19342.08,43818.44,182.33
2022-05-16 14:00:00,19888.13,42138.82,185.39
2022-05-16 15:00:00,20081.68,38497.62,186.26
2022-05-16 16:00:00,21410.55,33799.3,203.27
2022-05-16 17:00:00,22724.02,29019.6,219.17
2022-05-16 18:00:00,23417.18,25205.55,245.74
2022-05-16 19:00:00,23466.79,23240.91,276.31
2022-05-16 20:00:00,23381.15,21700.12,275.36
2022-05-16 21:00:00,23290.21,19955.2,259.9
2022-05-16 22:00:00,23277.71,18743.15,240.2
2022-05-16 23:00:00,23733.2,17179.08,208.38
2022-05-17 00:00:00,23394.98,15873.28,203.39
2022-05-17 01:00:00,22800.62,15260.98,195.94
2022-05-17 02:00:00,22586.62,14948.59,189.1
2022-05-17 03:00:00,22581.51,14858.63,185.05
2022-05-17 04:00:00,22292.76,14279.53,189.2
2022-05-17 05:00:00,23159.02,13244.74,202.24
2022-05-17 06:00:00,25063.29,14179.79,236.7
2022-05-17 07:00:00,26140.94,16778.52,264.89
2022-05-17 08:00:00,26653.47,20888.73,274.17
2022-05-17 09:00:00,26617.91,25717.86,244.91
2022-05-17 10:00:00,26142.57,30311.85,231.99
2022-05-17 11:00:00,25532.88,33780.39,216.29
2022-05-17 12:00:00,24736.8,35263,208.09
2022-05-17 13:00:00,24087.31,35554.77,197.46
2022-05-17 14:00:00,22934.71,35178.28,189.24
2022-05-17 15:00:00,23001.31,33810.33,187.97
2022-05-17 16:00:00,23695.55,30527.56,204.12
2022-05-17 17:00:00,25108.51,25866.38,237.13
2022-05-17 18:00:00,26554.7,20662.01,251.82
2022-05-17 19:00:00,26660.79,16321.45,290
2022-05-17 20:00:00,26816.96,14140.88,298.21
2022-05-17 21:00:00,26797.73,15044.13,265.88
2022-05-17 22:00:00,26802.94,16556.72,245.46
2022-05-17 23:00:00,25163.96,17971.1,208.73
2022-05-18 00:00:00,23177.06,19060.11,206.47
2022-05-18 01:00:00,21875.2,19959.63,187.89
2022-05-18 02:00:00,21337.93,20803.48,176.23
2022-05-18 03:00:00,21194.1,21509.8,170.98
2022-05-18 04:00:00,21019.76,22026.18,173.48
2022-05-18 05:00:00,21774.1,22626.05,179.61
