Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-12-05 00:00:00,33135.11,19293.64,205.16
2022-12-05 01:00:00,31647.39,18557.24,195.89
2022-12-05 02:00:00,30584.54,18870.76,183.22
2022-12-05 03:00:00,31162.52,18581.43,181.68
2022-12-05 04:00:00,31665.81,17718.93,163.66
2022-12-05 05:00:00,34820.47,17903.45,250.61
2022-12-05 06:00:00,38178.04,18151.55,292
2022-12-05 07:00:00,40142.36,17893.98,368.99
2022-12-05 08:00:00,40749.89,17895.82,406.33
2022-12-05 09:00:00,40948.2,18018.69,400.49
2022-12-05 10:00:00,41328.32,18080.46,399.65
2022-12-05 11:00:00,41325.12,18195.99,421.93
2022-12-05 12:00:00,41516.72,17952.54,404.91
2022-12-05 13:00:00,41410.64,17444.75,392.96
2022-12-05 14:00:00,41385.02,16514.29,413.46
2022-12-05 15:00:00,41786.76,15737.61,429.91
2022-12-05 16:00:00,41917.81,15615.42,430.73
2022-12-05 17:00:00,41857.99,15407.52,444.98
2022-12-05 18:00:00,41966.89,15007.57,433.15
2022-12-05 19:00:00,41883.9,14388.02,427.92
2022-12-05 20:00:00,41441.6,13920.44,392.3
2022-12-05 21:00:00,40705.02,14291.26,333.11
2022-12-05 22:00:00,39930.75,13748.52,324.56
2022-12-05 23:00:00,38670.46,13280.18,292.62
2022-12-06 00:00:00,37454.06,13394.46,298.1
2022-12-06 01:00:00,36652.89,13029.15,277.91
2022-12-06 02:00:00,35908.51,12090.11,275.9
2022-12-06 03:00:00,36403.09,11729,277.69
2022-12-06 04:00:00,37169.41,10720.91,287.38
2022-12-06 05:00:00,38889.73,10172.37,309.23
2022-12-06 06:00:00,40555.73,10497.94,370.99
2022-12-06 07:00:00,41983.64,10813.53,454.93
2022-12-06 08:00:00,42638.67,10991.58,455.68
2022-12-06 09:00:00,42925.23,11108.87,459.95
2022-12-06 10:00:00,42874.44,11687.67,453.2
2022-12-06 11:00:00,42776.32,12491.97,460.17
2022-12-06 12:00:00,42627.09,12785.11,453.97
2022-12-06 13:00:00,42635,12556.36,446.1
2022-12-06 14:00:00,42535.19,11800.25,459.29
2022-12-06 15:00:00,42661.15,11343.04,453.84
2022-12-06 16:00:00,42717.78,12700.17,461.53
2022-12-06 17:00:00,42670.49,14308.08,479.4
2022-12-06 18:00:00,42557.58,15687.96,453.93
2022-12-06 19:00:00,42002.92,17019.64,418.26
2022-12-06 20:00:00,41154.32,18362.27,368.95
2022-12-06 21:00:00,39729.4,19390.25,319
2022-12-06 22:00:00,37529.19,19908.69,304.98
2022-12-06 23:00:00,35633.87,20220.68,274.28
2022-12-07 00:00:00,34985.56,20858.75,264.59
2022-12-07 01:00:00,33573.36,22463.69,235.72
2022-12-07 02:00:00,32213.34,23480.85,203.91
2022-12-07 03:00:00,32774.23,23914.43,199.96
2022-12-07 04:00:00,33409.3,24440.93,230.18
2022-12-07 05:00:00,35121.11,25037.53,259.4
2022-12-07 06:00:00,36226.24,26073.25,254.05
2022-12-07 07:00:00,38059.08,26884.58,345.01
2022-12-07 08:00:00,38411.22,27463.98,383.29
2022-12-07 09:00:00,38572.65,28460.18,345.7
2022-12-07 10:00:00,38731.59,30043.81,325.23
2022-12-07 11:00:00,38817.99,30454.96,305.01
2022-12-07 12:00:00,39124.32,29657.25,296.85
2022-12-07 13:00:00,39364.98,27699.21,323.15
2022-12-07 14:00:00,39558.76,24974.9,408.06
2022-12-07 15:00:00,39765.88,21894.33,436.74
2022-12-07 16:00:00,40840.41,20814.06,454.07
2022-12-07 17:00:00,41719.22,20722.75,419.26
2022-12-07 18:00:00,42251.97,20043.52,400
2022-12-07 19:00:00,42449.99,19652.24,388.38
2022-12-07 20:00:00,41736.57,18818.59,408.82
