Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-02-19 00:00:00,11511.81,42746.97,44
2024-02-19 01:00:00,11555.14,43001.79,43.04
2024-02-19 02:00:00,11704.44,41849.34,44.21
2024-02-19 03:00:00,11752.1,41936.32,43.91
2024-02-19 04:00:00,12037.2,40313.42,44.92
2024-02-19 05:00:00,13347.89,38240.1,51.57
2024-02-19 06:00:00,16649.65,37758.75,68.6
2024-02-19 07:00:00,19351.94,38254.87,79.09
2024-02-19 08:00:00,19613.25,38315.99,83.84
2024-02-19 09:00:00,19555.12,40664.16,75.03
2024-02-19 10:00:00,18902.23,42266.61,70.83
2024-02-19 11:00:00,18585.13,43764.1,69.13
2024-02-19 12:00:00,18572.98,44154.82,62.47
2024-02-19 13:00:00,18606.89,42535.76,60.99
2024-02-19 14:00:00,19447.27,39704.64,65.96
2024-02-19 15:00:00,20074.95,35894.25,69.28
2024-02-19 16:00:00,21221.88,32431.84,71.51
2024-02-19 17:00:00,21987.21,30145.12,76.25
2024-02-19 18:00:00,22760.33,29865.72,97.65
2024-02-19 19:00:00,22530.41,30384.47,79.98
2024-02-19 20:00:00,21752.71,31576.37,71.86
2024-02-19 21:00:00,20205.03,32251.8,67.47
2024-02-19 22:00:00,18698.18,32789.22,66.27
2024-02-19 23:00:00,16914.64,32098.75,59.07
2024-02-20 00:00:00,15856.62,30431.73,58.06
2024-02-20 01:00:00,15761.67,30331.49,54.32
2024-02-20 02:00:00,15772.94,30400.89,53.96
2024-02-20 03:00:00,15618.53,29987.93,53.48
2024-02-20 04:00:00,15882.19,29186.2,52.99
2024-02-20 05:00:00,17595.06,28982.83,54.79
2024-02-20 06:00:00,20215.99,28518.23,70.53
2024-02-20 07:00:00,22486.95,27188.8,88.4
2024-02-20 08:00:00,23186.99,28390.49,90.89
2024-02-20 09:00:00,22287.47,31803.09,78.55
2024-02-20 10:00:00,21873.86,36313.75,69.84
2024-02-20 11:00:00,20173.25,40977.1,60.88
2024-02-20 12:00:00,18175.11,44583.92,53.52
2024-02-20 13:00:00,17933.58,45086.11,51.42
2024-02-20 14:00:00,18111.72,43346.05,51.79
2024-02-20 15:00:00,19177.64,38360.53,56.16
2024-02-20 16:00:00,20639.57,32909.59,63.08
2024-02-20 17:00:00,21902.26,30516.41,70.54
2024-02-20 18:00:00,22816.23,32478.97,71.25
2024-02-20 19:00:00,23040.09,34893.1,73.47
2024-02-20 20:00:00,21387.77,37209.12,68.48
2024-02-20 21:00:00,20221.77,38349.76,61.33
2024-02-20 22:00:00,19360.08,37754.23,56.86
2024-02-20 23:00:00,18273.64,37455.32,52.77
2024-02-21 00:00:00,15798.73,38258.04,50.65
2024-02-21 01:00:00,14779.68,38470.22,48.47
2024-02-21 02:00:00,14413.99,37093.63,46.84
2024-02-21 03:00:00,14694.87,36907.89,44.77
2024-02-21 04:00:00,15042.48,36072.31,45.39
2024-02-21 05:00:00,17177.01,34152.32,50.03
2024-02-21 06:00:00,19294.67,34095.83,66
2024-02-21 07:00:00,19931.1,33564.7,81.34
2024-02-21 08:00:00,19659.51,35185.75,85.11
2024-02-21 09:00:00,18902.78,39358.33,70.34
2024-02-21 10:00:00,17828.61,44846.61,64.1
2024-02-21 11:00:00,17287.07,48066.75,60.39
2024-02-21 12:00:00,17074.86,49357.36,53.01
2024-02-21 13:00:00,17248.03,46678.65,51.22
2024-02-21 14:00:00,18011.33,42938.09,53.77
2024-02-21 15:00:00,18842.77,37534.23,65.6
2024-02-21 16:00:00,19438.82,32227.84,69.92
2024-02-21 17:00:00,20106.65,31764.49,69.63
2024-02-21 18:00:00,20430.21,36607.83,68.58
