Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-08-19 00:00:00,14764.72,16394.95,97.39
2024-08-19 01:00:00,14658.65,16494.91,90.1
2024-08-19 02:00:00,14503.96,16069.85,88.7
2024-08-19 03:00:00,14232.83,15811.55,84.86
2024-08-19 04:00:00,14814.95,15215.39,84.5
2024-08-19 05:00:00,16094.24,14411.97,87.97
2024-08-19 06:00:00,17423.25,14093.11,129
2024-08-19 07:00:00,18110.59,15646.28,152.33
2024-08-19 08:00:00,18096.28,19196.2,129.6
2024-08-19 09:00:00,17996.58,25269.04,112.58
2024-08-19 10:00:00,16099.31,31381.14,96.9
2024-08-19 11:00:00,13868.18,34895.43,89.74
2024-08-19 12:00:00,13155.72,35768.54,84.38
2024-08-19 13:00:00,13274.02,35285.69,78.87
2024-08-19 14:00:00,12941.27,34169.37,80.21
2024-08-19 15:00:00,12669.67,32128.83,79.9
2024-08-19 16:00:00,14170.14,28311.63,84.05
2024-08-19 17:00:00,18118.91,22995.36,100.7
2024-08-19 18:00:00,20849.08,16681.47,113.97
2024-08-19 19:00:00,22011.9,11865.22,200
2024-08-19 20:00:00,22118.39,10363.9,203.83
2024-08-19 21:00:00,21878.36,11147.57,140.11
2024-08-19 22:00:00,20235,12242.47,100.82
2024-08-19 23:00:00,17700.58,13895.07,86.2
2024-08-20 00:00:00,16311.73,15766.8,93.6
2024-08-20 01:00:00,14509.12,17007.07,89.55
2024-08-20 02:00:00,13820.6,17971.34,88.5
2024-08-20 03:00:00,13633.42,18354.11,89.31
2024-08-20 04:00:00,13934.4,18616.57,86.19
2024-08-20 05:00:00,14734.49,18770.01,89.97
2024-08-20 06:00:00,16270.44,19813.91,123.06
2024-08-20 07:00:00,16385.42,23318.65,133.23
2024-08-20 08:00:00,16065.26,28134.55,122.97
2024-08-20 09:00:00,14794.07,32335.78,103.09
2024-08-20 10:00:00,11788.04,37323.6,75.01
2024-08-20 11:00:00,10343.95,41854.47,50.13
2024-08-20 12:00:00,9477.85,44629.6,37.69
2024-08-20 13:00:00,8689.58,45681.96,18.22
2024-08-20 14:00:00,8665.4,44323.02,20.36
2024-08-20 15:00:00,9873.49,41212.54,48.9
2024-08-20 16:00:00,12642.9,36450.07,82.15
2024-08-20 17:00:00,14751.93,30579.23,104.5
2024-08-20 18:00:00,17068.44,23506.38,118.07
2024-08-20 19:00:00,18180.63,17697.83,158.81
2024-08-20 20:00:00,18266.23,15917.29,154.71
2024-08-20 21:00:00,18088.56,16981.93,120.89
2024-08-20 22:00:00,16674.85,18227.62,103.82
2024-08-20 23:00:00,14909.63,19913.13,97.96
2024-08-21 00:00:00,12502.41,21324.16,87.36
2024-08-21 01:00:00,10456.55,23607.57,82
2024-08-21 02:00:00,9696.56,24482.13,65.93
2024-08-21 03:00:00,9614.83,26709.59,56.09
2024-08-21 04:00:00,10580.57,27215.63,60.42
2024-08-21 05:00:00,10940.39,28021.38,59.95
2024-08-21 06:00:00,11189.34,30826.53,81.3
2024-08-21 07:00:00,11264.66,33774.18,85.92
2024-08-21 08:00:00,11167.23,39352.62,87.38
2024-08-21 09:00:00,10814.21,46319.19,53.16
2024-08-21 10:00:00,9853.21,54969.51,0.16
2024-08-21 11:00:00,8993.66,59281.79,-4.95
2024-08-21 12:00:00,7923.93,62283.28,-13.01
2024-08-21 13:00:00,7489.78,62395.05,-20.32
2024-08-21 14:00:00,7689.11,60005.7,-21.28
2024-08-21 15:00:00,7380.77,58839.74,-16.05
2024-08-21 16:00:00,7684.06,54419.62,-12.64
2024-08-21 17:00:00,8201.85,49255.57,2.01
2024-08-21 18:00:00,9310.99,40919.44,67.26
2024-08-21 19:00:00,10333.09,30466.57,101.89
2024-08-21 20:00:00,11280.94,25767.55,140.35
2024-08-21 21:00:00,11063.61,24344.42,130.96
2024-08-21 22:00:00,10372.43,24011.27,103.42
2024-08-21 23:00:00,9992.94,23141.59,85.65
2024-08-22 00:00:00,9701.66,22399.81,78.94
2024-08-22 01:00:00,9925.93,21906.84,73.04
2024-08-22 02:00:00,10189.27,21470.88,80.46
2024-08-22 03:00:00,10290.4,21294.87,80.17
2024-08-22 04:00:00,10759.28,21219.69,70.23
2024-08-22 05:00:00,11292.42,22062.73,85.42
2024-08-22 06:00:00,11517.83,24327.31,99.95
2024-08-22 07:00:00,11911.98,27920.04,129.46
2024-08-22 08:00:00,11398.1,32989.78,113.05
2024-08-22 09:00:00,9915.26,40397.88,73.1
2024-08-22 10:00:00,8136.1,50061.36,14.8
2024-08-22 11:00:00,7123.43,56222.56,0
2024-08-22 12:00:00,6782.18,59066.47,-0.38
2024-08-22 13:00:00,6722.4,59379.3,-2.56
2024-08-22 14:00:00,6719.94,58507.31,-1.51
2024-08-22 15:00:00,6852.88,55863.56,-4.35
2024-08-22 16:00:00,6883.32,51238.28,-0.09
2024-08-22 17:00:00,7433.37,44237.66,24.89
2024-08-22 18:00:00,10033.79,34024.98,89.46
2024-08-22 19:00:00,11536.15,26966.39,112.74
2024-08-22 20:00:00,11670.26,26324.32,111.5
2024-08-22 21:00:00,11542.91,27428.44,109.99
2024-08-22 22:00:00,11383.65,28402.54,95.48
2024-08-22 23:00:00,10359.71,29757.34,79.22
2024-08-23 00:00:00,8785.22,30170.06,51.9
2024-08-23 01:00:00,7909.81,31149.73,45.87
2024-08-23 02:00:00,8099.8,30581.64,38.51
2024-08-23 03:00:00,7870.62,30969.58,26.36
2024-08-23 04:00:00,7863.53,32178.97,26.48
2024-08-23 05:00:00,7888.44,33059.96,30.59
2024-08-23 06:00:00,7980.01,35519.03,64.22
2024-08-23 07:00:00,8248.64,39413.49,60.63
2024-08-23 08:00:00,7751.38,47096.42,43.64
2024-08-23 09:00:00,6765.39,53989.57,4.06
2024-08-23 10:00:00,6668.87,59845.72,-0.01
2024-08-23 11:00:00,6758.35,65795.62,-3.97
2024-08-23 12:00:00,6577.04,70518.16,-9.54
2024-08-23 13:00:00,6719.61,70266.79,-15.32
2024-08-23 14:00:00,6882.41,68349.32,-16.55
2024-08-23 15:00:00,7034.8,65396.94,-10.15
2024-08-23 16:00:00,6939.87,59607.85,-9.18
2024-08-23 17:00:00,7318.83,53268.9,-0.03
2024-08-23 18:00:00,8785.25,44075.15,50.2
2024-08-23 19:00:00,10285.3,34084.34,99.53
2024-08-23 20:00:00,11209.43,29949.91,118.57
2024-08-23 21:00:00,11551.36,25491.57,123.15
2024-08-23 22:00:00,11234.71,20795.17,119.54
2024-08-23 23:00:00,10386.83,17607.5,100.5
2024-08-24 00:00:00,9800.74,14831.12,110.45
2024-08-24 01:00:00,9476.61,13855.65,103.78
2024-08-24 02:00:00,9367.08,13682.6,100.42
2024-08-24 03:00:00,9299.56,14886.17,100.28
2024-08-24 04:00:00,9274.77,16675.9,100.9
2024-08-24 05:00:00,9197.43,18177.02,105.4
2024-08-24 06:00:00,9142.83,20788.27,101.02
2024-08-24 07:00:00,8707.21,26382.84,102.23
2024-08-24 08:00:00,7286.9,33308.4,76.22
2024-08-24 09:00:00,6613.02,42243.18,15
2024-08-24 10:00:00,6548.48,48095.31,-0.03
2024-08-24 11:00:00,6612.28,55480.61,-6.85
2024-08-24 12:00:00,6267.19,56686.42,-18.68
2024-08-24 13:00:00,6134.26,55545.37,-40.09
2024-08-24 14:00:00,6141.28,53997.93,-44.18
2024-08-24 15:00:00,6144.31,55401.96,-27.64
2024-08-24 16:00:00,6173.92,53872.03,-8.15
2024-08-24 17:00:00,6276.93,47138.39,-0.99
2024-08-24 18:00:00,6951.37,38207.11,71.68
2024-08-24 19:00:00,7698.25,30413.92,91.52
2024-08-24 20:00:00,7433.85,32354.34,80.08
2024-08-24 21:00:00,6637.63,35026.66,68.91
2024-08-24 22:00:00,6641.61,32892.95,64.14
2024-08-24 23:00:00,6801.27,30842.26,50
2024-08-25 00:00:00,6730.26,31313.63,0.37
2024-08-25 01:00:00,6794.76,31341.47,-0.02
2024-08-25 02:00:00,6866.55,30236.43,-0.34
2024-08-25 03:00:00,6894.76,30451.75,-1
2024-08-25 04:00:00,6872.41,30512.78,-0.89
2024-08-25 05:00:00,6887.86,32429.64,-0.42
2024-08-25 06:00:00,7017.01,33864.8,-0.05
2024-08-25 07:00:00,7163.01,34351.15,-0.01
2024-08-25 08:00:00,7212.08,37173.56,-0.01
2024-08-25 09:00:00,7006.12,42179.8,-1.39
2024-08-25 10:00:00,6621.47,44193.96,-6.07
2024-08-25 11:00:00,6582.5,46533.56,-10.1
2024-08-25 12:00:00,6556.01,47843.81,-15.5
2024-08-25 13:00:00,6456.6,46599.47,-20.01
2024-08-25 14:00:00,6267.45,44723.67,-19.83
2024-08-25 15:00:00,6264.86,42240.06,-10.15
2024-08-25 16:00:00,6528.38,37728.74,-5.01
2024-08-25 17:00:00,7204.71,33296.96,1
2024-08-25 18:00:00,9700.94,25737.25,87.04
2024-08-25 19:00:00,11217.68,18371.17,110
2024-08-25 20:00:00,11440.58,15979.54,119.45
2024-08-25 21:00:00,11951.48,16302.45,105.49
2024-08-25 22:00:00,11709.82,16821.34,99.7
2024-08-25 23:00:00,11744.37,17036.44,92.48
