Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-01-24 00:00:00,34805.06,12414.47,183.33
2022-01-24 01:00:00,34872.08,12819.68,179.61
2022-01-24 02:00:00,34575.37,13260.64,178.3
2022-01-24 03:00:00,34546.37,13485.33,177.46
2022-01-24 04:00:00,35445.72,13552.79,177.61
2022-01-24 05:00:00,37480.64,13300.78,187.48
2022-01-24 06:00:00,38933.61,13157.95,225.19
2022-01-24 07:00:00,39913.82,13425.89,265
2022-01-24 08:00:00,40412.65,14095.41,300.02
2022-01-24 09:00:00,40861.51,16560.68,299.39
2022-01-24 10:00:00,40770.26,19152.85,275.88
2022-01-24 11:00:00,40771.38,20818.67,270
2022-01-24 12:00:00,40674.34,21859.17,245.84
2022-01-24 13:00:00,40531.81,21319.97,240.08
2022-01-24 14:00:00,40450.54,19011.96,244
2022-01-24 15:00:00,40661.62,15766,256.49
2022-01-24 16:00:00,40932.97,13184.05,273.57
2022-01-24 17:00:00,41747.67,12486.77,307.38
2022-01-24 18:00:00,41839.97,12315.12,341.85
2022-01-24 19:00:00,41397.18,12255.41,315.31
2022-01-24 20:00:00,39704.35,11758.54,274.98
2022-01-24 21:00:00,38772.72,11547.39,250
2022-01-24 22:00:00,38903.44,11483.04,226.81
2022-01-24 23:00:00,38754.72,11672.08,206.92
2022-01-25 00:00:00,39102.16,11968.65,215.98
2022-01-25 01:00:00,39107.58,12328.24,212.9
2022-01-25 02:00:00,38707.69,12642.53,203.75
2022-01-25 03:00:00,38726.41,12819.82,196.24
2022-01-25 04:00:00,39065.9,12835.23,198.99
2022-01-25 05:00:00,39359.01,12659.78,219.03
2022-01-25 06:00:00,39631.67,12768.89,279.96
2022-01-25 07:00:00,40797.63,12606.58,356.24
2022-01-25 08:00:00,41438.03,12827.13,399.85
2022-01-25 09:00:00,41317.9,14347.68,399.01
2022-01-25 10:00:00,41280.93,16278.07,360
2022-01-25 11:00:00,41273.54,18036.76,347.4
2022-01-25 12:00:00,40724.05,19384.46,328.92
2022-01-25 13:00:00,40462.7,19545.35,305
2022-01-25 14:00:00,40425.16,18372.81,310
2022-01-25 15:00:00,40565.3,16262.68,313
2022-01-25 16:00:00,41373.35,14627.24,318.67
