Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-05-09 00:00:00,22978.95,14277.93,209.08
2022-05-09 01:00:00,22671.72,14127.76,199.21
2022-05-09 02:00:00,22725.6,13811.47,196.07
2022-05-09 03:00:00,22748.11,13299.84,191.11
2022-05-09 04:00:00,23170.13,12883.96,193.68
2022-05-09 05:00:00,24064.62,12961.15,210.72
2022-05-09 06:00:00,25449.66,14554.95,240
2022-05-09 07:00:00,26105.24,18541.59,256.23
2022-05-09 08:00:00,26303.42,24422.73,250.04
2022-05-09 09:00:00,25563.86,31797.2,219.21
2022-05-09 10:00:00,23522.91,37936.8,199.95
2022-05-09 11:00:00,22791.38,41536.01,194.39
2022-05-09 12:00:00,21857.56,42757.78,185.51
2022-05-09 13:00:00,21509.27,42335.04,183.46
2022-05-09 14:00:00,21724.57,40294.23,179.55
2022-05-09 15:00:00,22129.85,37115.7,183.94
2022-05-09 16:00:00,22906.83,32747.66,190.63
2022-05-09 17:00:00,24809.39,26504.99,220.93
2022-05-09 18:00:00,26622.74,19170.88,247.97
2022-05-09 19:00:00,27036.75,13421.62,280
2022-05-09 20:00:00,27342.41,11707.99,280
2022-05-09 21:00:00,27273.99,13394.1,250.44
2022-05-09 22:00:00,26968.77,15722.81,237.08
2022-05-09 23:00:00,25999.47,17795.23,204.25
2022-05-10 00:00:00,24050.65,19107.11,216.41
2022-05-10 01:00:00,22310.92,20264.95,205.61
2022-05-10 02:00:00,21521.22,20488.84,184.72
2022-05-10 03:00:00,21627.11,21362.03,169.98
2022-05-10 04:00:00,21952.22,21537.18,167.73
2022-05-10 05:00:00,22577.96,21381.28,187.06
2022-05-10 06:00:00,24259.99,22614.91,224.08
2022-05-10 07:00:00,24923.14,26447.85,237.95
2022-05-10 08:00:00,24771.64,30615.13,232.72
2022-05-10 09:00:00,23523.81,36018.34,210.25
2022-05-10 10:00:00,22079.93,42459.55,185
2022-05-10 11:00:00,21040.89,48781.07,165.46
2022-05-10 12:00:00,20484.07,51479.44,106.9
2022-05-10 13:00:00,20141.71,51397.43,88.44
2022-05-10 14:00:00,20630.59,50140.87,78.65
2022-05-10 15:00:00,21276.86,46731.83,88.49
