Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-01-15 00:00:00,20525.95,40481.51,67.9
2024-01-15 01:00:00,20295.89,41353.23,65
2024-01-15 02:00:00,20482.56,41864.22,63.94
2024-01-15 03:00:00,20362.68,42477.09,62.04
2024-01-15 04:00:00,20351.02,43007.95,62.04
2024-01-15 05:00:00,22131.06,41558.85,69.25
2024-01-15 06:00:00,24583.12,40627.41,79.95
2024-01-15 07:00:00,27427.48,40106.66,83.84
2024-01-15 08:00:00,29213.01,39216.02,99.3
2024-01-15 09:00:00,29654.07,39001.84,100.29
2024-01-15 10:00:00,30060.99,39649.04,94.88
2024-01-15 11:00:00,30192.35,40308.22,90.26
2024-01-15 12:00:00,30290.68,39120.51,83.86
2024-01-15 13:00:00,30329.8,37838.88,82.15
2024-01-15 14:00:00,30909.4,36112.55,84.5
2024-01-15 15:00:00,31923.71,33619.67,89.44
2024-01-15 16:00:00,33004.75,31846.18,97.52
2024-01-15 17:00:00,33562.8,31742.46,106.46
2024-01-15 18:00:00,33942.56,32060.07,112.8
2024-01-15 19:00:00,34012.6,31709.8,110.38
2024-01-15 20:00:00,33485.49,30769.28,102.42
2024-01-15 21:00:00,32058.12,30012.22,91.78
2024-01-15 22:00:00,30684.26,27768,89.49
2024-01-15 23:00:00,28855.73,26689.03,86.43
2024-01-16 00:00:00,28210.02,26747.57,81.45
2024-01-16 01:00:00,28393.81,26901.83,81.07
2024-01-16 02:00:00,28194.86,27343.3,79.92
2024-01-16 03:00:00,27760.45,27326.89,78.19
2024-01-16 04:00:00,28731.41,27179.95,76.97
2024-01-16 05:00:00,31375.91,25988.59,81.45
2024-01-16 06:00:00,35298.23,25421.35,94.07
2024-01-16 07:00:00,37519.03,23734.87,114.77
2024-01-16 08:00:00,38286.66,22326.94,144.11
2024-01-16 09:00:00,38681.18,22393,138.6
2024-01-16 10:00:00,38428.96,23639.56,122
2024-01-16 11:00:00,38005.26,24697.41,110
2024-01-16 12:00:00,37270.41,26323.32,103.43
2024-01-16 13:00:00,37023.44,25766.55,94.98
2024-01-16 14:00:00,37301.37,24845.67,96
2024-01-16 15:00:00,37510.5,22918.96,110.25
2024-01-16 16:00:00,38010.04,21633.82,111.39
2024-01-16 17:00:00,39246.51,23382.51,128.15
2024-01-16 18:00:00,39400.28,25672.08,127.31
2024-01-16 19:00:00,38289.35,27139.27,111.77
2024-01-16 20:00:00,36418.27,28573.31,95.49
2024-01-16 21:00:00,34032.1,29474.08,86.21
2024-01-16 22:00:00,30896.36,29865.56,82.04
2024-01-16 23:00:00,28607.44,30493.84,77.69
2024-01-17 00:00:00,26680.37,30479.72,71.61
2024-01-17 01:00:00,26169.45,30663.19,71.52
2024-01-17 02:00:00,26146.04,31066.15,70.69
2024-01-17 03:00:00,26064.93,31435.07,69.74
2024-01-17 04:00:00,26514.52,31505.31,69.47
2024-01-17 05:00:00,28130.09,31550.84,71.06
2024-01-17 06:00:00,31468.77,32131.49,75.09
2024-01-17 07:00:00,34768.15,30933.86,84.39
2024-01-17 08:00:00,37614.65,29930.9,96.5
2024-01-17 09:00:00,38416.4,28553.06,106.16
2024-01-17 10:00:00,38875.2,26071.89,110.33
2024-01-17 11:00:00,38906.02,22517.6,111.1
2024-01-17 12:00:00,38983.16,20443.24,117.71
2024-01-17 13:00:00,39012.17,18464.97,121.7
2024-01-17 14:00:00,39195.47,16640.22,121.74
2024-01-17 15:00:00,39459.69,15315.43,125.46
2024-01-17 16:00:00,39624.58,14651.33,128.56
2024-01-17 17:00:00,40016.18,14561.86,140.52
2024-01-17 18:00:00,39923.66,13928.02,123.59
2024-01-17 19:00:00,38516.27,13333.47,114.28
2024-01-17 20:00:00,37622.18,13278.28,109.8
2024-01-17 21:00:00,36035.95,13106.96,101.09
2024-01-17 22:00:00,34373.06,13625.03,94.28
2024-01-17 23:00:00,31536.24,13802.6,84.17
2024-01-18 00:00:00,30567.79,13602.2,81.33
2024-01-18 01:00:00,29336.7,13873.13,77.2
2024-01-18 02:00:00,28378.49,14057.52,75.29
2024-01-18 03:00:00,27633.92,14266.22,74.91
2024-01-18 04:00:00,28941.63,14766.27,77.57
2024-01-18 05:00:00,31730.41,14316.16,81
2024-01-18 06:00:00,35255.11,14086.71,91.44
2024-01-18 07:00:00,36778.72,14254.9,111.55
2024-01-18 08:00:00,37305.81,15853.52,125.89
2024-01-18 09:00:00,37244.69,16996.2,122.17
2024-01-18 10:00:00,37291.57,18314.67,110.9
2024-01-18 11:00:00,37022.63,18668.68,107.95
2024-01-18 12:00:00,36195.76,19049.98,93.55
2024-01-18 13:00:00,35650.77,18700.22,87.62
2024-01-18 14:00:00,35910.4,18310.22,86.43
2024-01-18 15:00:00,35821.16,17882.14,94.25
2024-01-18 16:00:00,36363.18,19090.84,99.52
2024-01-18 17:00:00,36879.26,21986.22,104.68
2024-01-18 18:00:00,37690.26,24431.35,103.26
2024-01-18 19:00:00,37542.19,26088.99,94.53
2024-01-18 20:00:00,36540.75,27269.71,86.97
2024-01-18 21:00:00,34414.62,28268.36,83.12
2024-01-18 22:00:00,31695.64,28055.89,80.93
2024-01-18 23:00:00,28410.85,29645.68,73.61
2024-01-19 00:00:00,25320.44,31335.37,70.58
2024-01-19 01:00:00,24273.05,32751.48,66.95
2024-01-19 02:00:00,23229.86,33833.85,65.63
2024-01-19 03:00:00,22428.78,34660.57,62.76
2024-01-19 04:00:00,23109.23,35237.52,63.32
2024-01-19 05:00:00,24131.95,36023.2,67.47
2024-01-19 06:00:00,27565.54,35958.61,77.94
2024-01-19 07:00:00,31053.21,36072.36,87.17
2024-01-19 08:00:00,31594.72,36742.43,104.27
2024-01-19 09:00:00,32792.93,37525.24,103.06
2024-01-19 10:00:00,32663.34,38244.83,95.15
2024-01-19 11:00:00,32034.17,39571.44,86.36
2024-01-19 12:00:00,30755.52,40696.99,76.83
2024-01-19 13:00:00,29590.68,40851.04,73.35
2024-01-19 14:00:00,29680.96,40041.17,75.21
2024-01-19 15:00:00,30698.06,38775.79,77.45
2024-01-19 16:00:00,31285.47,39101.72,84.69
2024-01-19 17:00:00,30723.78,41079.64,93.6
2024-01-19 18:00:00,30929.23,42950.72,91.7
2024-01-19 19:00:00,29454.36,43771.88,82.23
2024-01-19 20:00:00,26730.51,43997.07,74
2024-01-19 21:00:00,24195.4,43216.35,71.12
2024-01-19 22:00:00,22699.6,41757.26,68.64
2024-01-19 23:00:00,21318.69,41275.64,64.75
2024-01-20 00:00:00,20958.96,41308.17,66
2024-01-20 01:00:00,21164.28,40412.63,63.45
2024-01-20 02:00:00,20808.62,40132.29,63.54
2024-01-20 03:00:00,20867.45,39652.78,61.82
2024-01-20 04:00:00,20894.42,39862.15,61.85
2024-01-20 05:00:00,21017.31,39474.99,61.75
2024-01-20 06:00:00,21087.75,39679.04,62.59
2024-01-20 07:00:00,21723.97,39984.92,66.9
2024-01-20 08:00:00,22163.17,40941.57,74.82
2024-01-20 09:00:00,22500.72,43253.89,77.9
2024-01-20 10:00:00,22020.14,45878.52,71.8
2024-01-20 11:00:00,20978.73,47854.53,70.77
2024-01-20 12:00:00,19825.3,49937.14,67.73
2024-01-20 13:00:00,19339.85,48287.98,68.78
2024-01-20 14:00:00,19408.15,43316.91,73.39
2024-01-20 15:00:00,20278.77,37554.57,79.11
2024-01-20 16:00:00,21756.97,33658.02,87.8
2024-01-20 17:00:00,22113.59,33636.86,94.93
2024-01-20 18:00:00,22108.41,34076.25,99.87
2024-01-20 19:00:00,22294.11,34222.68,91.57
2024-01-20 20:00:00,21439.96,34305.69,81.97
2024-01-20 21:00:00,20633.68,34034.73,75.74
2024-01-20 22:00:00,20281.88,33263.02,74.68
