Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-11-27 00:00:00,29003.27,15325.02,99.26
2023-11-27 01:00:00,28597.13,14779.25,94.09
2023-11-27 02:00:00,28354.61,14396.26,89.9
2023-11-27 03:00:00,27869.59,14240.65,88.82
2023-11-27 04:00:00,28051.6,14438.07,87.91
2023-11-27 05:00:00,29959.77,15284.09,94.09
2023-11-27 06:00:00,33634.19,16936.26,122.01
2023-11-27 07:00:00,36194.84,18675.21,138.92
2023-11-27 08:00:00,36610.01,21028.09,144.99
2023-11-27 09:00:00,36746.64,23671.59,139.41
2023-11-27 10:00:00,36471.68,26276.74,138
2023-11-27 11:00:00,35859.71,28338.6,136.94
2023-11-27 12:00:00,35340.73,29873.31,133.97
2023-11-27 13:00:00,35870.16,30558.13,132.67
2023-11-27 14:00:00,36140.78,29896.79,130
2023-11-27 15:00:00,35403.49,30318.81,121.21
2023-11-27 16:00:00,36001.9,32141.25,115.86
2023-11-27 17:00:00,36147.93,32756.1,124.53
2023-11-27 18:00:00,36000.15,33242.99,123.22
2023-11-27 19:00:00,35490.32,33093.79,117.12
2023-11-27 20:00:00,34118.47,32241.18,100.61
2023-11-27 21:00:00,32031.57,31954.72,94.46
2023-11-27 22:00:00,30536.39,31643.18,95.2
2023-11-27 23:00:00,28085.16,32114.87,85.06
2023-11-28 00:00:00,24066.71,31437.63,77.74
2023-11-28 01:00:00,21979.38,31086.72,70.49
2023-11-28 02:00:00,21962.26,31063.28,67.47
2023-11-28 03:00:00,22112.95,30767.61,64.5
2023-11-28 04:00:00,22884.63,31459.75,68.29
2023-11-28 05:00:00,25307.52,31918.11,80.06
2023-11-28 06:00:00,30634.4,31634.02,89.34
2023-11-28 07:00:00,35089.03,30349.14,116.42
2023-11-28 08:00:00,37205.09,27908.45,127.03
2023-11-28 09:00:00,37612.55,24903.08,138.08
2023-11-28 10:00:00,38147.48,22480.87,139.3
2023-11-28 11:00:00,38785.06,20656.48,138.5
2023-11-28 12:00:00,39486.93,19075.54,135.6
2023-11-28 13:00:00,39810.49,17911.98,137.72
2023-11-28 14:00:00,40101.35,17144.29,144.04
2023-11-28 15:00:00,40319.22,16679.21,150
2023-11-28 16:00:00,40832.95,17074.01,164.01
2023-11-28 17:00:00,41471.65,17452.51,189.98
2023-11-28 18:00:00,41743.35,17816.03,177
2023-11-28 19:00:00,41048.72,18729.65,160.2
2023-11-28 20:00:00,40037.16,19263.26,139.12
2023-11-28 21:00:00,37997.27,21065.37,125.45
2023-11-28 22:00:00,34473.3,22566.29,116.84
2023-11-28 23:00:00,31785.93,24823.8,109.41
2023-11-29 00:00:00,29762.65,26234.28,98.43
2023-11-29 01:00:00,27235.97,28566.01,95.17
2023-11-29 02:00:00,25835.1,30536.94,92.03
2023-11-29 03:00:00,25419.52,32337.07,85.88
2023-11-29 04:00:00,26283.83,34021.88,84.91
2023-11-29 05:00:00,29174.81,34611.57,95.7
2023-11-29 06:00:00,33578.42,34897.4,102.84
2023-11-29 07:00:00,37530.27,34552.97,132.59
2023-11-29 08:00:00,39154.56,33500.67,149.33
2023-11-29 09:00:00,39411.86,32795.24,142.55
2023-11-29 10:00:00,39059.29,32437.32,133.72
2023-11-29 11:00:00,39094.75,32142.1,130
2023-11-29 12:00:00,38993.04,31733.83,128.09
2023-11-29 13:00:00,39145.31,30080.96,132.18
2023-11-29 14:00:00,39467.07,27439.77,146.35
2023-11-29 15:00:00,40132.91,24473.67,168
2023-11-29 16:00:00,40599.67,22736.16,200
2023-11-29 17:00:00,40794.97,22132.49,250
