Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-12-02 00:00:00,20612.17,34255.18,74.77
2024-12-02 01:00:00,19878.6,33525.64,65.78
2024-12-02 02:00:00,19298.29,32614.65,61.17
2024-12-02 03:00:00,18826.45,31683.66,46.44
2024-12-02 04:00:00,19226.41,31401.65,50.21
2024-12-02 05:00:00,21459.85,31184.18,69.53
2024-12-02 06:00:00,24565.15,31727.42,92.08
2024-12-02 07:00:00,26132.26,31852.43,125.25
2024-12-02 08:00:00,27240.27,33088.26,125.2
2024-12-02 09:00:00,28341.94,34660.69,123.63
2024-12-02 10:00:00,28867.97,36141.83,121.27
2024-12-02 11:00:00,29206.58,36600.22,115.8
2024-12-02 12:00:00,29529.57,35739.8,115.09
2024-12-02 13:00:00,29962.82,33252.76,127.6
2024-12-02 14:00:00,30002.96,29985.07,136.74
2024-12-02 15:00:00,30068.77,27117.14,144.04
2024-12-02 16:00:00,30161.25,26484.39,144.75
2024-12-02 17:00:00,30362.87,26253.74,147.68
2024-12-02 18:00:00,30392.69,26554.03,147.9
2024-12-02 19:00:00,30316.4,26034.13,138
2024-12-02 20:00:00,29623.56,25648.11,120.01
2024-12-02 21:00:00,28812.56,25439.31,112.68
2024-12-02 22:00:00,27993.78,25168.43,111.72
2024-12-02 23:00:00,26769.28,25551.19,102.21
2024-12-03 00:00:00,26244.13,25974.82,110.73
2024-12-03 01:00:00,25392.71,27668.55,103.05
2024-12-03 02:00:00,24658.91,28045.93,96.28
2024-12-03 03:00:00,24750.47,27414.3,93.22
2024-12-03 04:00:00,25072.42,27016.17,100.48
2024-12-03 05:00:00,26149.51,26807.23,108.09
2024-12-03 06:00:00,28345.43,27867.16,121.76
2024-12-03 07:00:00,31858.07,28007.79,142.39
2024-12-03 08:00:00,33228.7,28590.57,154.62
2024-12-03 09:00:00,33365.51,30574.96,150.09
2024-12-03 10:00:00,32630.74,32106.73,141.37
2024-12-03 11:00:00,32319.18,32499.33,139.23
2024-12-03 12:00:00,32290.86,31528.55,135.62
2024-12-03 13:00:00,32887.5,28722.88,142.41
2024-12-03 14:00:00,34035.69,25057.7,150.02
2024-12-03 15:00:00,34482.05,22981.45,168.94
2024-12-03 16:00:00,35270.37,21621.15,205.18
2024-12-03 17:00:00,35347.45,21267.09,210
2024-12-03 18:00:00,35366.31,20859.89,197.88
2024-12-03 19:00:00,35211.84,19936.43,189.83
2024-12-03 20:00:00,34016.07,18580.78,170.04
2024-12-03 21:00:00,33459.51,17921.16,153.61
2024-12-03 22:00:00,32853.35,17844.05,142.08
2024-12-03 23:00:00,31082.83,17165.8,130.81
2024-12-04 00:00:00,30296.64,16509.16,120.99
2024-12-04 01:00:00,30248.5,15512.65,116.66
2024-12-04 02:00:00,30249.91,14890.97,112.79
2024-12-04 03:00:00,30197.1,14561.15,110.19
2024-12-04 04:00:00,30012.38,14780.89,112.26
2024-12-04 05:00:00,30948.95,15266.94,120.91
2024-12-04 06:00:00,32721.19,15247.75,145.2
2024-12-04 07:00:00,34753.84,15108.93,209.76
2024-12-04 08:00:00,35510.56,15644.87,276.66
2024-12-04 09:00:00,35569.31,17593.8,250.76
2024-12-04 10:00:00,35314.68,19876.48,212.21
2024-12-04 11:00:00,34010.35,21633.09,198.95
2024-12-04 12:00:00,34393.23,21361.89,192.25
2024-12-04 13:00:00,34490.42,19490.39,199.82
2024-12-04 14:00:00,35048.6,16297.64,218.44
2024-12-04 15:00:00,35637.89,13753.43,242.87
2024-12-04 16:00:00,36064.52,13348.91,267.35
2024-12-04 17:00:00,36181.99,13897.93,287.76
2024-12-04 18:00:00,35792.3,14315.12,230.22
2024-12-04 19:00:00,34552.53,14544.95,197.59
2024-12-04 20:00:00,33869.41,14867.72,165.68
2024-12-04 21:00:00,32981.54,14981.24,148.34
2024-12-04 22:00:00,30849.44,15429.31,128.33
2024-12-04 23:00:00,27709.33,16082.28,113.27
2024-12-05 00:00:00,25993.79,16647.7,114.77
2024-12-05 01:00:00,25214.74,17359.68,105.74
2024-12-05 02:00:00,24809.26,18485.15,103.27
2024-12-05 03:00:00,24908.29,19583.37,104.5
2024-12-05 04:00:00,25403.48,20538.4,103.27
2024-12-05 05:00:00,26353.83,21101.45,104.12
2024-12-05 06:00:00,27985.48,22938.7,135.88
