Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2020-08-03 00:00:00,20558.06,12073.33,27.93
2020-08-03 01:00:00,19653.03,11706.1,26.19
2020-08-03 02:00:00,19299.92,11850.26,26.05
2020-08-03 03:00:00,19084.14,11595.8,25.06
2020-08-03 04:00:00,19786.46,11344.51,26.03
2020-08-03 05:00:00,21419.28,11212.75,27.93
2020-08-03 06:00:00,22841.88,11567.07,34.12
2020-08-03 07:00:00,23425.8,12936.83,39.97
2020-08-03 08:00:00,23550.14,15671.02,41
2020-08-03 09:00:00,23860.19,18932.54,42.65
2020-08-03 10:00:00,23922.6,22496.67,41.2
2020-08-03 11:00:00,23746.93,25060.88,41.16
2020-08-03 12:00:00,23806.85,26942.77,40.97
2020-08-03 13:00:00,23708.3,27347.64,39.9
2020-08-03 14:00:00,23704.72,26117.46,38.24
2020-08-03 15:00:00,23728.03,24387.3,37.18
2020-08-03 16:00:00,23693.23,22161.78,37.75
2020-08-03 17:00:00,23776.47,19565.63,39.67
2020-08-03 18:00:00,24024.77,17167.83,42.1
2020-08-03 19:00:00,24027.01,14375.93,45.45
2020-08-03 20:00:00,24026.52,12143.16,43.06
2020-08-03 21:00:00,23707.34,11789.18,41.7
2020-08-03 22:00:00,23441.05,12122.9,40.9
2020-08-03 23:00:00,22966.52,11803.89,35.05
2020-08-04 00:00:00,22029.03,11675.99,31.6
2020-08-04 01:00:00,21274.7,11995.55,28.02
2020-08-04 02:00:00,20489.19,12115.9,26.14
2020-08-04 03:00:00,19688.81,11812.23,23.66
2020-08-04 04:00:00,20432.64,11620.84,23.67
2020-08-04 05:00:00,21912.11,11542.19,28.35
2020-08-04 06:00:00,22970.44,12125.91,33
2020-08-04 07:00:00,23282.22,13969.86,46.97
2020-08-04 08:00:00,23710.37,16904.24,49.67
2020-08-04 09:00:00,23748.75,20830.22,46.45
2020-08-04 10:00:00,23764.1,24331.14,41.35
2020-08-04 11:00:00,23812.94,27113,40.33
2020-08-04 12:00:00,24201.59,28523.99,39.38
2020-08-04 13:00:00,23886.63,28526.87,36.98
2020-08-04 14:00:00,23607.22,27710.74,35.22
2020-08-04 15:00:00,23547.67,26034.05,34.81
2020-08-04 16:00:00,23477.79,23975.61,33.96
2020-08-04 17:00:00,23835.44,21103.46,37.77
2020-08-04 18:00:00,24154.96,17184.99,40.41
2020-08-04 19:00:00,24359.15,12771.34,41.32
2020-08-04 20:00:00,24312.32,10099.04,41.2
2020-08-04 21:00:00,24282.36,9763.36,41.16
2020-08-04 22:00:00,23996.74,10351.04,39.83
2020-08-04 23:00:00,22892.42,11769.81,32.2
2020-08-05 00:00:00,19646.9,13312.14,32.27
2020-08-05 01:00:00,18851.12,15287.6,26.29
2020-08-05 02:00:00,16613.38,16872.27,23.51
2020-08-05 03:00:00,15876.52,18340.84,19.64
