Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-03-14 00:00:00,26320.22,26326.32,205.9
2022-03-14 01:00:00,25658.64,25592.86,204.44
2022-03-14 02:00:00,25852.43,24349.14,211.64
2022-03-14 03:00:00,26637.86,23102.25,207.03
2022-03-14 04:00:00,28275.38,22525.97,219.91
2022-03-14 05:00:00,31499.5,22455.59,230.06
2022-03-14 06:00:00,35433.07,23092.41,301.92
2022-03-14 07:00:00,35816.62,24662.18,335.88
2022-03-14 08:00:00,35304.46,26899.64,344.24
2022-03-14 09:00:00,34657.65,29601.22,300.83
2022-03-14 10:00:00,32990.77,32352.51,265.91
2022-03-14 11:00:00,32605.28,33893.55,258.34
2022-03-14 12:00:00,32366.42,33149.03,240.57
2022-03-14 13:00:00,33029.42,32035.34,224.25
2022-03-14 14:00:00,33467.79,29996.05,218.34
2022-03-14 15:00:00,34387.3,26045.26,269.8
2022-03-14 16:00:00,35657.28,21018.36,293.02
2022-03-14 17:00:00,37619.41,15720.15,346.5
2022-03-14 18:00:00,38090.68,13701.49,390.01
2022-03-14 19:00:00,38274.66,14111.51,435.42
2022-03-14 20:00:00,38144.14,15098.33,365.26
2022-03-14 21:00:00,37021.56,15791.81,322.7
2022-03-14 22:00:00,35969.38,15532.07,300.73
2022-03-14 23:00:00,35097.41,14650.54,261.86
2022-03-15 00:00:00,33477.31,13867.5,248.92
2022-03-15 01:00:00,32761.86,12772.48,245.03
2022-03-15 02:00:00,32830.45,12014.89,241.79
2022-03-15 03:00:00,32917.19,11606.98,240.07
2022-03-15 04:00:00,33131.4,10900.28,242.69
2022-03-15 05:00:00,34305.38,10666.13,262.4
2022-03-15 06:00:00,36959.79,10778.17,318.93
2022-03-15 07:00:00,37465.93,11774.92,340.29
2022-03-15 08:00:00,37840.47,14865.07,349.98
2022-03-15 09:00:00,37936.64,17416.6,329.45
2022-03-15 10:00:00,37809.62,19289.69,318.46
2022-03-15 11:00:00,37392.43,19869.47,296.17
2022-03-15 12:00:00,37130.23,19001.06,279.49
2022-03-15 13:00:00,37107.15,16795.25,283.24
2022-03-15 14:00:00,37263.99,14454.29,287.96
2022-03-15 15:00:00,37528.69,12533.32,297.17
