Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2021-03-15 00:00:00,12232.16,30027.19,40.67
2021-03-15 01:00:00,11913.55,29719.88,37.01
2021-03-15 02:00:00,11974.55,29881.42,36.07
2021-03-15 03:00:00,12060.3,30337.07,35.03
2021-03-15 04:00:00,13419.78,30614.6,33.26
2021-03-15 05:00:00,15762.5,30796.94,40.69
2021-03-15 06:00:00,18761.1,31411.75,55.6
2021-03-15 07:00:00,20245.23,32667.59,62.47
2021-03-15 08:00:00,20894.72,35891.93,64.89
2021-03-15 09:00:00,21164.51,38948.39,61.55
2021-03-15 10:00:00,21535.03,41720.76,55.05
2021-03-15 11:00:00,21760.61,44306.98,50.42
2021-03-15 12:00:00,21117.51,46906.91,47.98
2021-03-15 13:00:00,20445.4,48162.68,45.2
2021-03-15 14:00:00,19850.72,48483.4,40.77
2021-03-15 15:00:00,19506.55,46482.06,39.52
2021-03-15 16:00:00,19992.05,42776.87,42.61
2021-03-15 17:00:00,21552.57,38892.61,50.6
2021-03-15 18:00:00,22430.03,36982.73,61.97
2021-03-15 19:00:00,22445.71,36738.22,67.82
2021-03-15 20:00:00,22530.78,36904.35,59.93
2021-03-15 21:00:00,21959.54,36483.77,55.9
2021-03-15 22:00:00,21266.48,34920.98,50.76
2021-03-15 23:00:00,20118.9,34339.56,46.86
2021-03-16 00:00:00,19187.68,33740.21,45.46
2021-03-16 01:00:00,18869.53,33018.74,44.76
2021-03-16 02:00:00,19049.45,32129.75,44.77
2021-03-16 03:00:00,19176.86,31915.06,43.08
2021-03-16 04:00:00,20251.8,31349.79,44.1
2021-03-16 05:00:00,22580.94,30367.37,47.4
2021-03-16 06:00:00,25201.52,30195.72,59.1
2021-03-16 07:00:00,27289.08,29686.27,66.29
2021-03-16 08:00:00,28210,31315.27,68.92
2021-03-16 09:00:00,28518.48,34258.59,62.49
2021-03-16 10:00:00,28625.5,36223.55,59.93
2021-03-16 11:00:00,28995.93,36844.62,58.62
2021-03-16 12:00:00,28985.96,36961.18,54.84
2021-03-16 13:00:00,28761.18,36102.95,48.08
2021-03-16 14:00:00,28810.23,34089.63,48.61
2021-03-16 15:00:00,29397.5,30614.59,52.98
2021-03-16 16:00:00,29948.96,25812.12,59.99
2021-03-16 17:00:00,30472.3,20364,65.96
2021-03-16 18:00:00,31020.2,17797.47,70.7
2021-03-16 19:00:00,30949.6,17387.39,77.71
2021-03-16 20:00:00,30678.16,16470.18,61.4
2021-03-16 21:00:00,29695.23,16354.94,56.01
2021-03-16 22:00:00,28324.18,15967.33,53.88
2021-03-16 23:00:00,26232.13,15637.97,49.19
2021-03-17 00:00:00,24969.3,15503.54,46.14
2021-03-17 01:00:00,23882.71,15827.53,45.47
2021-03-17 02:00:00,23208.2,16598.7,44.45
2021-03-17 03:00:00,23409.4,17106.41,44.4
2021-03-17 04:00:00,24578.58,16985.07,45.39
2021-03-17 05:00:00,27120.91,16956.81,48.83
2021-03-17 06:00:00,30341.02,16932.52,53.81
2021-03-17 07:00:00,32050.86,17620.21,63.21
2021-03-17 08:00:00,32513.17,19253.38,64
2021-03-17 09:00:00,32653.61,21423.6,62.55
2021-03-17 10:00:00,32328.65,23344.93,57.51
2021-03-17 11:00:00,32455.92,24640.88,59.57
2021-03-17 12:00:00,32062.89,25320.34,54.82
2021-03-17 13:00:00,31993.31,25485.86,51.69
2021-03-17 14:00:00,31566.12,25032.69,50.31
2021-03-17 15:00:00,31252.91,23456.04,49.95
2021-03-17 16:00:00,32104.81,19547.92,55.64
2021-03-17 17:00:00,33747.91,15050.75,66.2
2021-03-17 18:00:00,34358.44,12460.57,77.79
2021-03-17 19:00:00,34647.76,12253.19,85
