Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-01-02 00:00:00,9799.76,26762.36,57.91
2023-01-02 01:00:00,9775.67,26067.23,51.67
2023-01-02 02:00:00,9851.78,27273.62,52.93
2023-01-02 03:00:00,9902.71,28506.15,44.09
2023-01-02 04:00:00,10753.29,30328.46,50.08
2023-01-02 05:00:00,11612.81,31592.83,69.72
2023-01-02 06:00:00,13806.7,33742.07,105.08
2023-01-02 07:00:00,16312.73,35403.66,140.64
2023-01-02 08:00:00,17201.16,37597.24,145.98
2023-01-02 09:00:00,18611.2,40063.05,147.05
2023-01-02 10:00:00,19743.45,41338.09,145.61
2023-01-02 11:00:00,20197.86,42683.11,143.35
2023-01-02 12:00:00,19729.01,42694.51,144.38
2023-01-02 13:00:00,20209.42,41255.21,143.76
2023-01-02 14:00:00,20932.7,39028.22,148.2
2023-01-02 15:00:00,21260.01,35668.75,155.34
2023-01-02 16:00:00,21479.39,34355.84,162.89
2023-01-02 17:00:00,21909.7,34532.74,170
2023-01-02 18:00:00,21986.8,34827.85,174.74
2023-01-02 19:00:00,22200.43,34420.66,164.46
2023-01-02 20:00:00,21964.89,33484.32,153
2023-01-02 21:00:00,21456.45,32302.45,141.67
2023-01-02 22:00:00,21329.97,31005.24,134.91
2023-01-02 23:00:00,20792.93,30079.45,124.22
2023-01-03 00:00:00,20126.84,28871.64,130.01
2023-01-03 01:00:00,20032.9,27739.74,120
2023-01-03 02:00:00,19463.15,26358.62,118.76
2023-01-03 03:00:00,19628.52,24895.97,115
2023-01-03 04:00:00,20152.15,23613.26,113.63
2023-01-03 05:00:00,21209.42,22298.24,116.27
2023-01-03 06:00:00,24060.9,21416,138.92
2023-01-03 07:00:00,25953.91,20806.45,159.92
2023-01-03 08:00:00,27107.46,20472.3,169.17
2023-01-03 09:00:00,27489.45,22251.59,171.18
2023-01-03 10:00:00,27600.11,25023.93,168.57
2023-01-03 11:00:00,27526.97,27299.15,169.49
2023-01-03 12:00:00,27364.12,27424.94,164.5
2023-01-03 13:00:00,27321.62,25922.97,160.91
2023-01-03 14:00:00,27418.82,23327.06,163.06
2023-01-03 15:00:00,27421.16,20377.59,167.73
2023-01-03 16:00:00,27447.93,19757.26,166.61
2023-01-03 17:00:00,27825.22,22714.85,170.72
2023-01-03 18:00:00,27516.96,25216.45,168.93
2023-01-03 19:00:00,26855.54,27815.82,160.99
2023-01-03 20:00:00,25801.32,30784.03,149.62
2023-01-03 21:00:00,23371.49,32778.78,130.99
2023-01-03 22:00:00,21046.6,33874.27,114.27
2023-01-03 23:00:00,17608.5,35676.7,93.66
2023-01-04 00:00:00,13745.38,37591.51,80.89
2023-01-04 01:00:00,12634.61,39571.71,70.67
2023-01-04 02:00:00,12668.45,40113.13,40
2023-01-04 03:00:00,12399.56,39002.17,8.68
2023-01-04 04:00:00,12270.14,39765.4,0.85
2023-01-04 05:00:00,12571.27,43875.47,11.02
2023-01-04 06:00:00,13068.3,49964.88,61.02
2023-01-04 07:00:00,13647.36,51991.99,79.2
2023-01-04 08:00:00,14303.64,52745.17,84.2
2023-01-04 09:00:00,14534.93,54130.61,83.32
2023-01-04 10:00:00,14355.81,55252.54,70.07
2023-01-04 11:00:00,14142.99,55511.49,79.74
2023-01-04 12:00:00,13771.58,55875.75,80.89
2023-01-04 13:00:00,13427.09,55995.91,79.72
2023-01-04 14:00:00,13205.97,55279.85,80.22
2023-01-04 15:00:00,13168.01,54533.39,79.74
2023-01-04 16:00:00,13477.51,53689.33,80.82
2023-01-04 17:00:00,14225.59,54197.67,86.16
2023-01-04 18:00:00,14364.78,54048,72.28
2023-01-04 19:00:00,14321.19,53941.25,66.61
2023-01-04 20:00:00,14063.8,53500.76,43.2
2023-01-04 21:00:00,13866.29,53383.15,31.25
2023-01-04 22:00:00,13753.95,52165.04,34.96
2023-01-04 23:00:00,13518.46,51128.58,9.09
2023-01-05 00:00:00,14020.89,46081.8,0.05
2023-01-05 01:00:00,14184.27,44503.29,0.07
2023-01-05 02:00:00,14009.3,43973.73,0.07
2023-01-05 03:00:00,14075.31,43773.39,0.12
2023-01-05 04:00:00,14463.42,45156.91,2.23
2023-01-05 05:00:00,14888.84,47131.64,10.07
2023-01-05 06:00:00,16762.92,47325.25,61.04
2023-01-05 07:00:00,18954.58,47294.53,87.19
2023-01-05 08:00:00,20661.35,45992.76,95.84
2023-01-05 09:00:00,21219.31,44365.74,125.55
2023-01-05 10:00:00,21701.63,43389.42,131.92
2023-01-05 11:00:00,22087.65,43328.66,143.07
2023-01-05 12:00:00,22412,41824.1,140.91
2023-01-05 13:00:00,22680.46,37894.95,142.58
2023-01-05 14:00:00,22859.83,32536.97,151.03
2023-01-05 15:00:00,23599.31,27097.97,159.48
2023-01-05 16:00:00,23837.86,22994.64,172.73
2023-01-05 17:00:00,23788.42,21244.77,194.7
2023-01-05 18:00:00,23788.52,19940.88,194.67
2023-01-05 19:00:00,23704.56,19441.73,177.98
2023-01-05 20:00:00,23558.16,19016.41,163.99
2023-01-05 21:00:00,22816.28,19188.09,152
2023-01-05 22:00:00,21036.45,20160.85,144.64
2023-01-05 23:00:00,18974.56,20973.01,127
2023-01-06 00:00:00,18302.78,22544.62,107.21
2023-01-06 01:00:00,18134.9,24159.21,101.1
2023-01-06 02:00:00,17927.71,26276.7,96.73
2023-01-06 03:00:00,16804.85,28335.8,82.34
2023-01-06 04:00:00,16201.89,30404.2,81.93
2023-01-06 05:00:00,17588.14,32510.84,84.03
2023-01-06 06:00:00,18497.18,34306.98,97.25
2023-01-06 07:00:00,19490.23,35716.02,106.51
2023-01-06 08:00:00,20947.72,37754.13,120.7
2023-01-06 09:00:00,20515.93,40617.49,116.86
2023-01-06 10:00:00,20255.8,43576.53,112.85
2023-01-06 11:00:00,19450,45846.75,113.37
2023-01-06 12:00:00,19146.42,46420.07,115
2023-01-06 13:00:00,18896.09,45598.11,109.78
2023-01-06 14:00:00,19527.55,40872.42,119.71
2023-01-06 15:00:00,21170.25,36058.67,125.83
2023-01-06 16:00:00,22706.47,32803.8,139.57
2023-01-06 17:00:00,23163.91,31713.94,155.93
2023-01-06 18:00:00,22409.05,31661.05,163.5
2023-01-06 19:00:00,21384.31,30635.58,146.74
2023-01-06 20:00:00,20474.77,30137.66,139.38
2023-01-06 21:00:00,18785.89,29524.48,131.8
2023-01-06 22:00:00,18095.36,28037.21,129.94
2023-01-06 23:00:00,16065.18,26589.74,121.3
2023-01-07 00:00:00,13915.87,24909.39,97.15
2023-01-07 01:00:00,13462.22,24406.38,98.43
2023-01-07 02:00:00,12859.43,25063.21,96.05
2023-01-07 03:00:00,12247.52,25959.21,87.97
2023-01-07 04:00:00,12138.64,26399.72,82.99
2023-01-07 05:00:00,11800.58,26695.18,83.59
2023-01-07 06:00:00,12541.39,27040.75,90.76
2023-01-07 07:00:00,13682.71,27737.71,103.21
2023-01-07 08:00:00,13850.76,28327.38,111.86
2023-01-07 09:00:00,14383.24,29862.09,112
2023-01-07 10:00:00,14562.21,32431.09,100
2023-01-07 11:00:00,14699.39,35260.22,88.32
2023-01-07 12:00:00,14129.13,36757.15,87.9
2023-01-07 13:00:00,13739.75,36021.36,94.05
2023-01-07 14:00:00,13611.49,33658.57,88.98
2023-01-07 15:00:00,13894.88,30688.25,85.56
2023-01-07 16:00:00,14499.83,30785.36,94.1
2023-01-07 17:00:00,15022.41,33865.54,96.81
2023-01-07 18:00:00,15005.25,36671.43,99.52
2023-01-07 19:00:00,13899.25,38052.16,94.58
2023-01-07 20:00:00,11979.38,38762.87,87.86
2023-01-07 21:00:00,10196.92,38746.69,61.47
2023-01-07 22:00:00,10110.79,37951.5,50
2023-01-07 23:00:00,9905.34,38039.72,38.25
2023-01-08 00:00:00,10123.31,37784.03,10.93
2023-01-08 01:00:00,9835.95,36999.82,9.07
2023-01-08 02:00:00,9907.44,35788.92,9.1
2023-01-08 03:00:00,10004.06,34171.93,4.16
2023-01-08 04:00:00,9914.34,33549.41,5.58
2023-01-08 05:00:00,9829.13,32749,9.92
2023-01-08 06:00:00,9919.86,31727.13,9.02
2023-01-08 07:00:00,9987.89,31642.95,16.47
2023-01-08 08:00:00,10325.9,31980.16,49.42
2023-01-08 09:00:00,11532.5,33217.37,82.8
2023-01-08 10:00:00,12666.49,33874.24,93.7
2023-01-08 11:00:00,13619.28,34809.59,103.87
2023-01-08 12:00:00,13862.09,34820.07,101.69
2023-01-08 13:00:00,13712.61,33286.13,99
2023-01-08 14:00:00,14396.26,30537.3,104.29
2023-01-08 15:00:00,14794.4,28295.73,103.64
2023-01-08 16:00:00,15030.07,28923.48,109.11
2023-01-08 17:00:00,15065.78,30061.46,118.04
2023-01-08 18:00:00,14960.26,30417.51,122.61
2023-01-08 19:00:00,15080.68,30168.26,109.11
2023-01-08 20:00:00,15167.29,30409.66,103.93
2023-01-08 21:00:00,15433.19,30391.84,98.43
2023-01-08 22:00:00,15372.28,30801.93,99.37
2023-01-08 23:00:00,14713.89,31646.34,81.34
