Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2021-01-01 00:00:00,23170.95,11205.93,50.87
2021-01-01 01:00:00,22524.27,10803.53,48.19
2021-01-01 02:00:00,22602.52,10354.49,44.68
2021-01-01 03:00:00,22769.25,9939.47,42.92
2021-01-01 04:00:00,22622.65,9600.11,40.39
2021-01-01 05:00:00,23059.41,9412.44,40.2
2021-01-01 06:00:00,23560.59,9415.47,39.63
2021-01-01 07:00:00,23177.15,9325.96,40.09
2021-01-01 08:00:00,23643.45,9678.96,41.27
2021-01-01 09:00:00,23839.2,10876.76,44.88
2021-01-01 10:00:00,23772.63,12659.39,45
2021-01-01 11:00:00,23968.35,13826.78,47.2
2021-01-01 12:00:00,24028.16,14232.58,50.78
2021-01-01 13:00:00,23975.23,13551.52,45.49
2021-01-01 14:00:00,24055.19,11953.59,44.73
2021-01-01 15:00:00,24784.71,10220.86,46.59
2021-01-01 16:00:00,25465.49,10102.88,52.99
2021-01-01 17:00:00,26032.04,10828.75,60.26
2021-01-01 18:00:00,26034.77,11413.7,60.61
2021-01-01 19:00:00,26093.37,11825.13,60.36
2021-01-01 20:00:00,25831.86,12020.32,57.4
2021-01-01 21:00:00,25376.31,12147.2,53.86
2021-01-01 22:00:00,24773.79,12563.46,53.45
2021-01-01 23:00:00,23578.3,12176.08,49.72
2021-01-02 00:00:00,22754.15,11826.46,46.69
2021-01-02 01:00:00,22327.91,11591.15,42.43
2021-01-02 02:00:00,21744.79,11527.97,41.09
2021-01-02 03:00:00,21550.27,11357.62,40
2021-01-02 04:00:00,22075.84,11150.8,37.55
2021-01-02 05:00:00,22696.16,10807.18,39
2021-01-02 06:00:00,23474.71,10715.26,42.09
2021-01-02 07:00:00,24613.14,10555,44.96
2021-01-02 08:00:00,26155.16,10336.21,48.45
2021-01-02 09:00:00,27495.37,10793.96,52
2021-01-02 10:00:00,28210.77,11520,52
2021-01-02 11:00:00,28504.61,12279.25,52.15
2021-01-02 12:00:00,28388.34,12387.76,55.95
2021-01-02 13:00:00,28407.82,11498.35,52
2021-01-02 14:00:00,28334.95,10267.75,50.69
2021-01-02 15:00:00,28237.79,9367.73,53.45
2021-01-02 16:00:00,28617.64,9307.27,59.99
2021-01-02 17:00:00,28922.26,9982.5,62
2021-01-02 18:00:00,29006.16,10972.28,63.08
2021-01-02 19:00:00,28930.23,11689.37,62.17
2021-01-02 20:00:00,28688.12,12108.23,60.03
2021-01-02 21:00:00,28173.02,12670.5,55.03
2021-01-02 22:00:00,27083.16,13569.94,52.25
2021-01-02 23:00:00,25150.11,14898.41,48.45
2021-01-03 00:00:00,22853.07,16094.67,46.11
2021-01-03 01:00:00,21231.89,16955.93,43
2021-01-03 02:00:00,20005.98,18276.04,39.55
2021-01-03 03:00:00,19067.11,19328.83,35.18
2021-01-03 04:00:00,18038.8,20406.75,33.45
2021-01-03 05:00:00,17626.41,22392.89,32.37
2021-01-03 06:00:00,17734.9,23964.59,31.7
2021-01-03 07:00:00,18417.75,25133.44,32.63
2021-01-03 08:00:00,19961.78,25816.58,36.9
2021-01-03 09:00:00,20984.1,26812.4,36.96
2021-01-03 10:00:00,21699.98,28208.85,36.96
2021-01-03 11:00:00,22516.42,29220.36,43.72
2021-01-03 12:00:00,22719.36,29451.2,47.71
2021-01-03 13:00:00,22320.2,29048.24,40.41
2021-01-03 14:00:00,21790.34,29001.76,39.66
2021-01-03 15:00:00,21880.54,28069.53,39.57
2021-01-03 16:00:00,22266.13,28280.06,36.11
2021-01-03 17:00:00,23038.33,28205.59,45.04
2021-01-03 18:00:00,23324.63,28102.24,52.56
2021-01-03 19:00:00,23465.08,27569.43,45.84
2021-01-03 20:00:00,22868.11,27027.3,35.83
2021-01-03 21:00:00,22161.03,25959.93,33.31
2021-01-03 22:00:00,21897.62,24888.16,34.98
2021-01-03 23:00:00,21092.96,24469.1,27.39
2021-01-04 00:00:00,21278.01,24132.34,29.33
2021-01-04 01:00:00,22158.3,23613.52,24.82
2021-01-04 02:00:00,22797.91,23471.1,24.65
2021-01-04 03:00:00,23141.38,23223.65,24.8
2021-01-04 04:00:00,23284.11,22972.36,27.71
2021-01-04 05:00:00,24534.76,22643.99,28.58
2021-01-04 06:00:00,29028.52,22745.54,37.04
2021-01-04 07:00:00,32815.97,22740.77,52.03
2021-01-04 08:00:00,34132.97,23458.32,55.76
2021-01-04 09:00:00,34916.39,23289.87,57.06
2021-01-04 10:00:00,35865.37,23993.79,57.18
2021-01-04 11:00:00,36452.32,24375.1,60
2021-01-04 12:00:00,35895.33,24640.45,61.27
2021-01-04 13:00:00,36110.78,24081.01,60.28
2021-01-04 14:00:00,36274.35,23974.2,60.07
2021-01-04 15:00:00,36831.44,23529.85,59.46
2021-01-04 16:00:00,37483.73,23668.33,61.99
2021-01-04 17:00:00,37658.25,23711.9,66.82
2021-01-04 18:00:00,37651.08,23578.28,61.97
2021-01-04 19:00:00,37435.23,23325.82,55.06
2021-01-04 20:00:00,37235.81,22950.63,47.34
2021-01-04 21:00:00,36003.47,22375.14,45.64
2021-01-04 22:00:00,35058.81,21959,48.93
2021-01-04 23:00:00,33945.14,21932.7,44.64
2021-01-05 00:00:00,30023.76,21913.65,37.54
2021-01-05 01:00:00,29411.5,21672.8,40.07
2021-01-05 02:00:00,28912.71,21368.15,39.81
2021-01-05 03:00:00,29117.1,21342.17,39.65
2021-01-05 04:00:00,29523.85,21289.73,40.2
2021-01-05 05:00:00,31576.01,21266.68,44.26
2021-01-05 06:00:00,34519.71,21606.99,47.06
2021-01-05 07:00:00,36842.88,21412.01,54.96
2021-01-05 08:00:00,38092.2,21615.11,63.67
2021-01-05 09:00:00,38492.46,21853.44,64.73
2021-01-05 10:00:00,38495.58,22930.49,66.07
2021-01-05 11:00:00,38823.31,23324.52,65.97
2021-01-05 12:00:00,38915.45,23700.68,65.46
2021-01-05 13:00:00,39000.26,23774.25,63.82
2021-01-05 14:00:00,39293.49,23930.36,63.87
2021-01-05 15:00:00,39392.92,23554.38,64.05
2021-01-05 16:00:00,39362.58,23463.82,64.26
2021-01-05 17:00:00,39421.5,23621.5,67.14
2021-01-05 18:00:00,39283.12,23423.15,61.61
2021-01-05 19:00:00,38458.66,23233.11,59.16
2021-01-05 20:00:00,37503.84,22978.96,59.26
2021-01-05 21:00:00,35893.65,22831.88,53.62
2021-01-05 22:00:00,34613.57,22255.42,53.86
