Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-01-17 00:00:00,21197.79,38860.13,78.08
2022-01-17 01:00:00,19488.54,39778.87,34
2022-01-17 02:00:00,18017.24,40427.79,12.33
2022-01-17 03:00:00,17312.56,41338.98,10.09
2022-01-17 04:00:00,18672.86,41934.16,12.83
2022-01-17 05:00:00,22129.85,41698.65,36.16
2022-01-17 06:00:00,26048.06,42754.69,92.03
2022-01-17 07:00:00,28414.21,43367.79,102.8
2022-01-17 08:00:00,29749.26,43451.25,126
2022-01-17 09:00:00,29924.79,44893.68,100.9
2022-01-17 10:00:00,29930.25,46712.73,112.03
2022-01-17 11:00:00,29965.91,48104.87,111.25
2022-01-17 12:00:00,29748.74,48353.96,100.58
2022-01-17 13:00:00,29734.92,47282.89,111.65
2022-01-17 14:00:00,30169.02,45081.01,127.38
2022-01-17 15:00:00,31535.44,41292.61,168.85
2022-01-17 16:00:00,33271.34,38298.03,199.85
2022-01-17 17:00:00,35405.53,36523.14,249.99
2022-01-17 18:00:00,36370.91,34096.15,254.37
2022-01-17 19:00:00,36616.06,31152.47,237.28
2022-01-17 20:00:00,36151.48,28351.99,220
2022-01-17 21:00:00,35621.11,26140.75,215.94
2022-01-17 22:00:00,35400.84,23986.81,209.16
2022-01-17 23:00:00,34302.03,23045.83,180
2022-01-18 00:00:00,34241.11,22341.86,188.94
2022-01-18 01:00:00,34201.8,21484.75,192.68
2022-01-18 02:00:00,33906.14,20181.49,180.09
2022-01-18 03:00:00,34605.7,19034.66,188.09
2022-01-18 04:00:00,35637.49,18435.19,193.99
2022-01-18 05:00:00,37574.32,17630.06,205.07
2022-01-18 06:00:00,40347.32,15769.06,229.1
2022-01-18 07:00:00,42473.88,14097.33,273.71
2022-01-18 08:00:00,42710.83,13138.31,294.4
2022-01-18 09:00:00,42907.29,14268.97,290.64
2022-01-18 10:00:00,43009.05,16964.83,275.4
2022-01-18 11:00:00,42980.85,20017.58,265.1
2022-01-18 12:00:00,42552.26,21155.7,250
2022-01-18 13:00:00,42458.97,20374.75,244.27
2022-01-18 14:00:00,42460.46,18831.8,243.02
2022-01-18 15:00:00,42734.65,16872.14,249.22
2022-01-18 16:00:00,42854.55,15258.18,260
2022-01-18 17:00:00,43263.44,15928.59,278
2022-01-18 18:00:00,43067.11,16394.18,276.39
2022-01-18 19:00:00,42212.9,17181.01,255.03
2022-01-18 20:00:00,40955.44,17962.24,237.28
2022-01-18 21:00:00,40482.14,19931.34,224.19
2022-01-18 22:00:00,38868.5,21294,190.78
2022-01-18 23:00:00,36409.87,22019.18,175.49
2022-01-19 00:00:00,34944.43,22668.62,169.01
2022-01-19 01:00:00,34633.09,23308.85,163.48
