Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2020-04-20 00:00:00,10230.52,32007.02,4.43
2020-04-20 01:00:00,10346.67,30973.59,4.38
2020-04-20 02:00:00,10354.65,30052.01,3.69
2020-04-20 03:00:00,10250.45,29935.56,0.66
2020-04-20 04:00:00,10337.61,30061.33,0.03
2020-04-20 05:00:00,10755.45,30527.02,4.78
2020-04-20 06:00:00,10394.13,31284.73,18
2020-04-20 07:00:00,11007.46,31980.45,22.82
2020-04-20 08:00:00,11868.66,34687.94,22.93
2020-04-20 09:00:00,11416.4,42295.4,16.07
2020-04-20 10:00:00,10412.37,53618.32,11.72
2020-04-20 11:00:00,9969.05,62642.52,5.46
2020-04-20 12:00:00,9790.84,64798.98,-4.98
2020-04-20 13:00:00,9037.61,64708.68,-29.7
2020-04-20 14:00:00,8675.57,63243.85,-44.25
2020-04-20 15:00:00,8480.87,61374.19,-39.49
2020-04-20 16:00:00,8499.14,57783.74,-23.71
2020-04-20 17:00:00,8749.72,53461.11,4.01
2020-04-20 18:00:00,9038.57,47382.26,16.38
2020-04-20 19:00:00,9205.85,40974.92,17.81
2020-04-20 20:00:00,9493.6,39294.26,18.38
2020-04-20 21:00:00,9271.31,40153.41,14.05
2020-04-20 22:00:00,9287.61,39984.24,10.28
2020-04-20 23:00:00,9188.91,40246.7,4.85
2020-04-21 00:00:00,8955.93,39514.72,4.65
2020-04-21 01:00:00,9195.98,39022.38,4.31
2020-04-21 02:00:00,9173.02,38760.7,3.69
2020-04-21 03:00:00,9117.25,38327.92,-0.59
2020-04-21 04:00:00,9230.29,38143.74,3.72
2020-04-21 05:00:00,9305.62,38292.54,4.73
2020-04-21 06:00:00,9555.17,38646.79,10
2020-04-21 07:00:00,9880.63,39264.71,16.13
2020-04-21 08:00:00,9699.64,44017.2,16.52
2020-04-21 09:00:00,9282.88,53102.34,7.92
2020-04-21 10:00:00,9147.41,60465.46,-19.21
2020-04-21 11:00:00,8620.72,64143.64,-69.05
2020-04-21 12:00:00,8216.88,64745.7,-79.74
2020-04-21 13:00:00,8127.49,64430.38,-80.09
2020-04-21 14:00:00,8246.94,62028.08,-83.94
2020-04-21 15:00:00,8292.42,60132.56,-80.02
2020-04-21 16:00:00,8320.12,57960.8,-78.09
2020-04-21 17:00:00,8747.03,55598.07,-23.12
2020-04-21 18:00:00,9342.14,51159.23,5.53
2020-04-21 19:00:00,9691.78,43790.37,10.99
2020-04-21 20:00:00,9986.74,40801.74,10.99
2020-04-21 21:00:00,9785.54,40617.35,11.17
2020-04-21 22:00:00,9508.59,39507.75,7.6
2020-04-21 23:00:00,9148.52,38831.17,8.31
2020-04-22 00:00:00,8866.53,37697.22,4.39
2020-04-22 01:00:00,8855.35,36667.76,4.12
2020-04-22 02:00:00,8580.29,35720.42,3.5
2020-04-22 03:00:00,8593.38,34845.16,4.14
2020-04-22 04:00:00,8682.7,34181.22,4.57
2020-04-22 05:00:00,9073.1,33545.68,6
2020-04-22 06:00:00,9444.64,33477.25,14.92
2020-04-22 07:00:00,9982.07,34111.31,23.39
2020-04-22 08:00:00,10578.57,37223.28,19.81
2020-04-22 09:00:00,10383.26,43530.32,10.57
2020-04-22 10:00:00,9837.58,51611.56,6.77
2020-04-22 11:00:00,9305.64,58720.44,6.1
2020-04-22 12:00:00,8985.81,62155.55,-0.56
2020-04-22 13:00:00,8965.47,62371.54,-24.97
2020-04-22 14:00:00,9047.14,60465.76,-29.98
2020-04-22 15:00:00,8941.91,56911.12,-5.76
2020-04-22 16:00:00,9272.48,52177.4,4.07
2020-04-22 17:00:00,9106.78,45647.18,8.59
2020-04-22 18:00:00,10257.16,37718.56,18.05
2020-04-22 19:00:00,11892.2,30856.16,24.57
2020-04-22 20:00:00,12260.68,29219.12,25.54
2020-04-22 21:00:00,12301.93,30880.23,22.19
2020-04-22 22:00:00,11882.03,30969.3,20.01
2020-04-22 23:00:00,10873.3,30406.56,19
2020-04-23 00:00:00,10568.8,28998.17,20.1
2020-04-23 01:00:00,10609.6,26804.2,19.68
2020-04-23 02:00:00,10757.05,23971.99,18.38
2020-04-23 03:00:00,11165.59,21608.29,20.07
2020-04-23 04:00:00,11693.62,19920.62,20.6
2020-04-23 05:00:00,14016.06,18462.85,22.34
2020-04-23 06:00:00,16680.37,18161.5,33.7
2020-04-23 07:00:00,17448.27,20421.2,42.03
2020-04-23 08:00:00,17811.95,24205.4,38.48
2020-04-23 09:00:00,16693.39,29294.11,23.72
2020-04-23 10:00:00,14716.64,35664.04,18.18
2020-04-23 11:00:00,13684.06,41257.54,17.4
2020-04-23 12:00:00,13296.72,42952.58,16.95
2020-04-23 13:00:00,13608.08,42104.25,16.63
2020-04-23 14:00:00,12495.62,39984.6,14.95
2020-04-23 15:00:00,12544.59,35917.25,14.97
2020-04-23 16:00:00,13823.72,29891.05,18.11
2020-04-23 17:00:00,16441.21,22706.47,25.07
2020-04-23 18:00:00,18431.1,15367.45,34.51
2020-04-23 19:00:00,19460.18,10581.01,58.95
2020-04-23 20:00:00,19604.25,9459.4,69.68
2020-04-23 21:00:00,19362.69,9485.68,38.62
2020-04-23 22:00:00,18682.74,9577.01,34.43
2020-04-23 23:00:00,18009.18,9565.85,28.6
2020-04-24 00:00:00,15981.76,9738.94,23.87
2020-04-24 01:00:00,14772,10061.16,21.63
2020-04-24 02:00:00,14606.16,10438.38,21.54
2020-04-24 03:00:00,14307.69,10845.2,21.54
2020-04-24 04:00:00,14627.95,11627.44,20.93
2020-04-24 05:00:00,15040.05,12877.62,22
2020-04-24 06:00:00,16081.86,14780.85,26.69
2020-04-24 07:00:00,16391.66,18714.43,35.85
2020-04-24 08:00:00,16254.16,23815.28,31
2020-04-24 09:00:00,14440.46,29622.22,21.84
2020-04-24 10:00:00,12679.9,36441.47,20
2020-04-24 11:00:00,11880.72,42583.13,18.45
2020-04-24 12:00:00,10877.43,47773.86,16.15
2020-04-24 13:00:00,10615.75,51502.4,14.55
2020-04-24 14:00:00,10605.61,53036.07,12.02
2020-04-24 15:00:00,10619.68,52401.11,10
2020-04-24 16:00:00,10495.05,49238.01,11.81
2020-04-24 17:00:00,10143.01,43950.09,15.62
2020-04-24 18:00:00,10461.16,37791.62,19.97
2020-04-24 19:00:00,11304.03,32865.87,22.27
2020-04-24 20:00:00,11510.07,30844.84,22.5
2020-04-24 21:00:00,11538.55,31214.32,21.98
2020-04-24 22:00:00,11200.83,30945.51,23
2020-04-24 23:00:00,10803,30754.05,20.4
2020-04-25 00:00:00,10032.92,30197.38,12.9
2020-04-25 01:00:00,10040.91,29046.72,9.07
2020-04-25 02:00:00,9867.09,27150.13,12.61
2020-04-25 03:00:00,10053.87,24574.13,14.42
2020-04-25 04:00:00,9996.53,22025.7,14.48
2020-04-25 05:00:00,10246.86,20929.93,14.03
2020-04-25 06:00:00,10363.64,20365.56,14.88
2020-04-25 07:00:00,10388.64,20961.4,15.09
2020-04-25 08:00:00,10551.46,24110.28,18.7
2020-04-25 09:00:00,10332.27,28417.61,16.63
2020-04-25 10:00:00,10127.08,32454.59,16.03
2020-04-25 11:00:00,9598.97,35373.65,16.3
2020-04-25 12:00:00,9610.1,36908.93,15.08
2020-04-25 13:00:00,9687.75,37330.64,12.25
2020-04-25 14:00:00,9787.28,36239.42,7.76
2020-04-25 15:00:00,9800.2,33810.98,7.99
2020-04-25 16:00:00,9834.95,30264.13,10.07
2020-04-25 17:00:00,10696.34,24694.8,16.62
2020-04-25 18:00:00,12513.46,18695.95,23.51
