Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2021-07-26 00:00:00,17535.61,10972.49,75.4
2021-07-26 01:00:00,16903.71,11075.75,72.6
2021-07-26 02:00:00,16520.03,10541.71,69.94
2021-07-26 03:00:00,16750.03,10475.26,69.07
2021-07-26 04:00:00,17350.13,10620.93,72.44
2021-07-26 05:00:00,18658.61,10894.53,76.44
2021-07-26 06:00:00,20753.4,12226.78,90.54
2021-07-26 07:00:00,22110.38,15144.3,99.96
2021-07-26 08:00:00,22458.58,19025.81,102
2021-07-26 09:00:00,22307.44,23532.87,99.06
2021-07-26 10:00:00,22368.74,28368.29,91.68
2021-07-26 11:00:00,22166.23,32412.67,89.98
2021-07-26 12:00:00,21871.66,34474.39,86.83
2021-07-26 13:00:00,21620.31,35056.11,82.4
2021-07-26 14:00:00,21555.4,34049.76,81.99
2021-07-26 15:00:00,21295.93,31809.55,83.43
2021-07-26 16:00:00,21996.01,27590.83,83.41
2021-07-26 17:00:00,22295.79,23496.54,91.73
2021-07-26 18:00:00,22658.49,19425.08,103.41
2021-07-26 19:00:00,23238.05,15868.1,109
2021-07-26 20:00:00,23314.64,12980.57,109
2021-07-26 21:00:00,23152.14,12486.73,104.82
2021-07-26 22:00:00,22717.09,12715.92,95
2021-07-26 23:00:00,21516.04,13284.64,83.94
2021-07-27 00:00:00,20428.16,13131.53,80.08
2021-07-27 01:00:00,19726.71,13661.73,75.3
2021-07-27 02:00:00,19051.48,13973.5,72.55
2021-07-27 03:00:00,18967.35,14334.88,72.17
2021-07-27 04:00:00,19152.77,14281.32,71.02
2021-07-27 05:00:00,20387.31,14421.32,76.02
2021-07-27 06:00:00,21784.51,15741.95,91.15
2021-07-27 07:00:00,22378.31,18341.09,99.92
2021-07-27 08:00:00,22533.01,23124.61,100.98
2021-07-27 09:00:00,22311.28,29092.1,89.27
2021-07-27 10:00:00,22133.21,35052.35,84.08
2021-07-27 11:00:00,21699.44,38929.52,83.67
2021-07-27 12:00:00,21454.52,40321.46,83
2021-07-27 13:00:00,21003.1,40091.24,79.43
2021-07-27 14:00:00,20593.88,38469.28,78
2021-07-27 15:00:00,20142.19,36321.18,79.8
2021-07-27 16:00:00,19997.11,32351.08,82.86
2021-07-27 17:00:00,20741.78,26765.98,92.75
2021-07-27 18:00:00,21482.78,20773.97,101.44
2021-07-27 19:00:00,22239.47,16047.58,111.94
2021-07-27 20:00:00,22575.54,13460.53,107.79
2021-07-27 21:00:00,22080.94,13064.52,104.74
2021-07-27 22:00:00,21784.68,13030.97,93.99
2021-07-27 23:00:00,20289.38,13754.7,81.42
2021-07-28 00:00:00,18279.04,14287.07,82.59
2021-07-28 01:00:00,17762.53,14324.83,75.41
