Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-11-18 00:00:00,15844.68,40183.23,65.42
2024-11-18 01:00:00,15553.21,39671.19,64.39
2024-11-18 02:00:00,16094.73,40376.88,59.86
2024-11-18 03:00:00,16348.4,40395.8,42.39
2024-11-18 04:00:00,17150,40661.59,58.17
2024-11-18 05:00:00,18386.17,40859.32,74.23
2024-11-18 06:00:00,21296.27,39774.61,95.55
2024-11-18 07:00:00,24057.96,39199.74,121.66
2024-11-18 08:00:00,25743.94,40333.32,121.91
2024-11-18 09:00:00,25734.67,43177.86,119.56
2024-11-18 10:00:00,25427.92,45758.66,111.51
2024-11-18 11:00:00,25514.44,45705.38,92.98
2024-11-18 12:00:00,25335.62,45949,79.5
2024-11-18 13:00:00,25590.23,44419.33,94.13
2024-11-18 14:00:00,26678.36,40524.95,109.52
2024-11-18 15:00:00,26913.54,35085.2,119.98
2024-11-18 16:00:00,27930.28,32790.17,132.48
2024-11-18 17:00:00,27921.14,33100.67,159.9
2024-11-18 18:00:00,28025.45,32914.63,161.82
2024-11-18 19:00:00,28259.8,31445.82,152.96
2024-11-18 20:00:00,27915.16,29807.23,128.94
2024-11-18 21:00:00,26602.4,27640.93,117.62
2024-11-18 22:00:00,25661.17,26226.4,116.99
2024-11-18 23:00:00,24384.71,24296.7,108.7
2024-11-19 00:00:00,24510.35,23437.2,107.06
2024-11-19 01:00:00,23983.87,24004.26,101.4
2024-11-19 02:00:00,23925.76,23447.96,95.58
2024-11-19 03:00:00,23723.24,23540.98,91.73
2024-11-19 04:00:00,23585.95,24037.36,95.28
2024-11-19 05:00:00,24547.82,25477.38,98.73
2024-11-19 06:00:00,27161.01,26920,116.27
2024-11-19 07:00:00,30925.98,28611.58,131.59
2024-11-19 08:00:00,31685.93,32189.2,155.06
2024-11-19 09:00:00,31557.97,34459.32,157.57
2024-11-19 10:00:00,31700.53,36846.58,156.26
2024-11-19 11:00:00,30772.2,38611.19,152.81
2024-11-19 12:00:00,31307.72,39362.49,148.19
2024-11-19 13:00:00,31919.73,38876.18,144.14
2024-11-19 14:00:00,32108.02,37175.03,140.15
2024-11-19 15:00:00,32083.89,33911.36,128.78
2024-11-19 16:00:00,32004.57,33018.87,132.89
2024-11-19 17:00:00,32284.7,32358.21,140.19
2024-11-19 18:00:00,32329.11,31484.33,134.65
2024-11-19 19:00:00,32059.88,30470.33,125.93
2024-11-19 20:00:00,31396.2,29622.82,117.1
2024-11-19 21:00:00,29072.28,27891.59,109.37
2024-11-19 22:00:00,27391.65,26575.13,105.25
2024-11-19 23:00:00,25397.93,25786.98,89.84
2024-11-20 00:00:00,23734.87,24862.82,100.14
2024-11-20 01:00:00,22914.96,24783.37,92
2024-11-20 02:00:00,21933.62,25830.92,86.6
2024-11-20 03:00:00,21216.86,26509.45,81.52
2024-11-20 04:00:00,21749.63,27067.82,81.96
2024-11-20 05:00:00,22810.34,28389.02,93.29
2024-11-20 06:00:00,24648.96,28829.27,107.55
2024-11-20 07:00:00,27213.18,28336.64,135.62
2024-11-20 08:00:00,28084.68,29525.36,142.87
2024-11-20 09:00:00,28213.99,33034.63,140.09
2024-11-20 10:00:00,27968.06,37508.11,120.35
2024-11-20 11:00:00,27388.54,41506.1,107.77
2024-11-20 12:00:00,26794.59,42776.85,97.26
2024-11-20 13:00:00,26652.35,41889.26,97.36
2024-11-20 14:00:00,27360.35,38334.65,106.64
2024-11-20 15:00:00,28816.54,35109.84,130.84
2024-11-20 16:00:00,29601.55,33771.67,135.09
2024-11-20 17:00:00,29823.66,34462.37,142
2024-11-20 18:00:00,29471.67,35178.32,142.58
2024-11-20 19:00:00,28630.69,34489.19,140.26
2024-11-20 20:00:00,28197.63,32372.76,135.98
2024-11-20 21:00:00,27529.33,31571.3,123.05
2024-11-20 22:00:00,26074.23,30387.13,116.42
2024-11-20 23:00:00,25062.34,30073.88,103.5
2024-11-21 00:00:00,24510.06,29885.42,93.96
2024-11-21 01:00:00,23513.23,30448.53,90.4
2024-11-21 02:00:00,22831.32,30642.52,86.8
2024-11-21 03:00:00,22729.96,31461.01,84.15
2024-11-21 04:00:00,23101.15,31794.78,84.23
2024-11-21 05:00:00,24658.96,32379.72,92.48
2024-11-21 06:00:00,27776.33,31901.06,107.17
2024-11-21 07:00:00,29930.28,32817.79,121.44
2024-11-21 08:00:00,30978.51,35414.34,132.99
2024-11-21 09:00:00,31148.98,39547.8,134.98
2024-11-21 10:00:00,29937.71,44590.96,127.33
2024-11-21 11:00:00,29531.92,46436.92,115.47
2024-11-21 12:00:00,28816.23,46056.19,113.57
2024-11-21 13:00:00,30093.06,40798.14,120.83
2024-11-21 14:00:00,31047.18,33908.22,141.62
2024-11-21 15:00:00,31984.16,26893.54,154.85
2024-11-21 16:00:00,33096.47,23969.08,174.97
2024-11-21 17:00:00,33841.63,22843.14,182.26
2024-11-21 18:00:00,32904.54,21516.64,161.34
2024-11-21 19:00:00,32355.58,20259.74,154.05
2024-11-21 20:00:00,31460.03,18667.09,131.33
2024-11-21 21:00:00,31010.27,17305.92,123.05
2024-11-21 22:00:00,29969.86,16793.88,122.9
2024-11-21 23:00:00,26852.5,17304.39,107.46
2024-11-22 00:00:00,24843.96,18994.05,116.12
2024-11-22 01:00:00,24270.66,21273.54,106.21
2024-11-22 02:00:00,23956.32,24491.93,97.85
2024-11-22 03:00:00,23608.25,26286.48,91.37
2024-11-22 04:00:00,23694.42,28350.13,88.65
2024-11-22 05:00:00,24165.1,29529.34,92.16
2024-11-22 06:00:00,25694.42,31827.35,117.06
2024-11-22 07:00:00,26639.11,33358.53,135.3
2024-11-22 08:00:00,26787.79,37087.82,144.08
2024-11-22 09:00:00,26537,40448.44,141.58
2024-11-22 10:00:00,26246.46,44222.72,135.75
2024-11-22 11:00:00,25373.79,48235.79,116.84
2024-11-22 12:00:00,25204.17,50525.54,105.14
2024-11-22 13:00:00,25016.03,49720.64,95.23
2024-11-22 14:00:00,25159.31,49981.88,96.18
2024-11-22 15:00:00,25412.44,48584.07,106.24
2024-11-22 16:00:00,25776.66,47496.42,111.21
2024-11-22 17:00:00,26663.48,48743.5,128.44
2024-11-22 18:00:00,26916.3,48273.48,134.28
2024-11-22 19:00:00,26601.11,46310.49,128.8
2024-11-22 20:00:00,26013.7,43649.23,106.21
2024-11-22 21:00:00,25075.43,40934.41,106.35
2024-11-22 22:00:00,22917.95,40246.92,93.25
2024-11-22 23:00:00,20250.58,39218.72,77
2024-11-23 00:00:00,18347.55,37322.96,80
2024-11-23 01:00:00,17966.49,36266.37,76.87
2024-11-23 02:00:00,17722.01,36120.79,77.88
2024-11-23 03:00:00,17199.94,34697.81,79.04
2024-11-23 04:00:00,17343.5,34116.12,79.35
2024-11-23 05:00:00,16891.88,33718.68,82.54
2024-11-23 06:00:00,16761.86,33776.57,82.05
2024-11-23 07:00:00,16765.13,32976.32,89.27
2024-11-23 08:00:00,16744.26,34534.02,97.48
2024-11-23 09:00:00,16215.43,39523,85.62
2024-11-23 10:00:00,15276.75,43443.66,78.54
2024-11-23 11:00:00,14517.82,45548.05,73.5
2024-11-23 12:00:00,14485.98,44871.77,71.2
2024-11-23 13:00:00,15617.76,42391.7,75.85
2024-11-23 14:00:00,16645.24,38744.69,85.68
2024-11-23 15:00:00,17893.38,36204.44,104.55
2024-11-23 16:00:00,16722.27,37934.43,87.31
2024-11-23 17:00:00,16650.49,41470.89,95.56
2024-11-23 18:00:00,16486.61,45701.87,86.08
2024-11-23 19:00:00,15880.37,47833.49,71
2024-11-23 20:00:00,14502.49,48775.04,59.55
2024-11-23 21:00:00,13053.84,49181.78,48.03
2024-11-23 22:00:00,13051.4,48119.23,39.1
2024-11-23 23:00:00,12777.93,46390.67,18.46
2024-11-24 00:00:00,11595.44,47650.16,1.01
2024-11-24 01:00:00,10746.9,48304.99,0
2024-11-24 02:00:00,9790.39,48410.69,0
2024-11-24 03:00:00,9703.3,46836.78,-0.01
2024-11-24 04:00:00,9746.97,45845.26,-0.02
2024-11-24 05:00:00,9770.85,45503.15,-0.03
2024-11-24 06:00:00,9835.94,45224.14,-0.05
2024-11-24 07:00:00,9711.41,46136.29,-0.03
2024-11-24 08:00:00,9445.69,50445.9,1.37
2024-11-24 09:00:00,9351.12,53673.07,3.75
2024-11-24 10:00:00,9263.96,56941.58,2.07
2024-11-24 11:00:00,9066.85,59475.17,2.53
2024-11-24 12:00:00,9102.54,60419.22,1.01
2024-11-24 13:00:00,9093.25,58386.61,1.01
2024-11-24 14:00:00,9138.88,54450.74,3.11
2024-11-24 15:00:00,9599.68,50772.05,6.61
2024-11-24 16:00:00,10460.1,50300.66,13.99
2024-11-24 17:00:00,11220.99,50323.51,15.52
2024-11-24 18:00:00,11902.87,51202.53,16.18
2024-11-24 19:00:00,11828.17,51335.27,12.02
2024-11-24 20:00:00,11572.67,49805.34,7.4
2024-11-24 21:00:00,11357.76,48459.87,4.5
2024-11-24 22:00:00,11112.54,47256.7,3.27
2024-11-24 23:00:00,10779.78,46906.62,0.01
