Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2021-07-12 00:00:00,19351.33,13554.39,83.4
2021-07-12 01:00:00,18870.51,13270.97,76.04
2021-07-12 02:00:00,18362.15,13244.46,74
2021-07-12 03:00:00,18510.57,12888.56,72.92
2021-07-12 04:00:00,19103.62,12731.32,73.06
2021-07-12 05:00:00,19627.52,12735.27,76.12
2021-07-12 06:00:00,21065.46,14189.05,94.83
2021-07-12 07:00:00,22124.01,17366.28,105.62
2021-07-12 08:00:00,22644.82,21995.14,106.01
2021-07-12 09:00:00,22792.5,27984.1,101.8
2021-07-12 10:00:00,22358.97,33518.02,95.94
2021-07-12 11:00:00,22023.75,37105.51,94.99
2021-07-12 12:00:00,22012.68,38636.01,91.16
2021-07-12 13:00:00,21415.89,38965.9,87
2021-07-12 14:00:00,21543.76,37202.1,86.47
2021-07-12 15:00:00,21786.72,34325.45,88.89
2021-07-12 16:00:00,22202.91,30463.56,91.7
2021-07-12 17:00:00,22507.14,25746.04,99.93
2021-07-12 18:00:00,22906.3,20955.73,108.45
2021-07-12 19:00:00,23049.92,16799.55,120.49
2021-07-12 20:00:00,23125.13,14055.26,112.41
2021-07-12 21:00:00,23165.42,13248.3,103.9
2021-07-12 22:00:00,23058.99,13162.24,102.26
2021-07-12 23:00:00,21879.36,12808.71,95.44
2021-07-13 00:00:00,20942.09,12030.68,88.61
2021-07-13 01:00:00,20327.46,11289.17,83.4
2021-07-13 02:00:00,19877.08,10547.81,81.02
2021-07-13 03:00:00,19983.09,9910.44,76.96
2021-07-13 04:00:00,20403.24,9343.37,76.95
2021-07-13 05:00:00,21207.87,9968.75,84.47
2021-07-13 06:00:00,23390.15,11614.48,98.01
2021-07-13 07:00:00,24279.87,14754.7,104.03
2021-07-13 08:00:00,24556.6,18056.34,109.88
2021-07-13 09:00:00,24588.26,21960.81,106
2021-07-13 10:00:00,24558.3,25129.27,102.51
2021-07-13 11:00:00,24630.14,27341.52,104.31
2021-07-13 12:00:00,24519.64,28033.97,99.39
2021-07-13 13:00:00,24522.29,27285.79,97.96
2021-07-13 14:00:00,24273.05,26277.16,95.28
2021-07-13 15:00:00,24203.86,25850.02,92.17
2021-07-13 16:00:00,23791.54,23755.53,91.92
2021-07-13 17:00:00,24086.42,21806.38,98.79
2021-07-13 18:00:00,24018.16,18852.95,103.76
2021-07-13 19:00:00,24405.13,16472.09,105
2021-07-13 20:00:00,24138.94,15128.46,100.29
2021-07-13 21:00:00,24065.08,15237.94,98.52
2021-07-13 22:00:00,23300.35,15487.46,95.03
2021-07-13 23:00:00,21393.95,15181.23,86.1
2021-07-14 00:00:00,20365.76,14176.18,78
2021-07-14 01:00:00,20135.59,13764.14,75.2
2021-07-14 02:00:00,19329.09,13272.9,72.86
2021-07-14 03:00:00,19419.62,13014.75,72.67
2021-07-14 04:00:00,19985.81,13026.17,74.38
2021-07-14 05:00:00,20723.91,13565.66,78.85
2021-07-14 06:00:00,22870.54,14457.47,95.34
2021-07-14 07:00:00,23874.45,16311.39,104.98
2021-07-14 08:00:00,24040.23,18138.93,111.11
