Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-06-17 00:00:00,12806.7,16013.14,76.62
2024-06-17 01:00:00,13016.33,15732.34,66.73
2024-06-17 02:00:00,13392.36,15124.62,68.81
2024-06-17 03:00:00,13937.87,14897.42,71.81
2024-06-17 04:00:00,14331.1,14792.42,73.56
2024-06-17 05:00:00,15433.65,15521.02,90.02
2024-06-17 06:00:00,15833.96,17686.36,119.13
2024-06-17 07:00:00,16124.28,20931.99,132.68
2024-06-17 08:00:00,16252.24,25575.43,116.23
2024-06-17 09:00:00,14858.94,32431.62,84.73
2024-06-17 10:00:00,11189.13,39323.47,62.11
2024-06-17 11:00:00,9610.17,43832.25,55.01
2024-06-17 12:00:00,9200.52,45945.26,41.86
2024-06-17 13:00:00,9118.01,46781.01,39.45
2024-06-17 14:00:00,9113.76,45719.94,46.62
2024-06-17 15:00:00,9555.66,42532.47,54.54
2024-06-17 16:00:00,12032.9,37874.95,64.21
2024-06-17 17:00:00,15498.9,31918.04,88.58
2024-06-17 18:00:00,19413.83,24765.16,114.16
2024-06-17 19:00:00,21469.26,18131.27,157.37
2024-06-17 20:00:00,22000.61,13833.67,210.16
2024-06-17 21:00:00,22312.92,11279.99,200.01
2024-06-17 22:00:00,21792.78,10558.54,128.15
2024-06-17 23:00:00,21243.44,10044.36,101.55
2024-06-18 00:00:00,20786.81,9905.61,96.92
2024-06-18 01:00:00,20596.5,9696.6,90.29
2024-06-18 02:00:00,20349.15,9662.71,87.53
2024-06-18 03:00:00,20425.78,9741.16,89.29
2024-06-18 04:00:00,20165.07,9683.31,90.29
2024-06-18 05:00:00,20413.65,10432.26,95.94
2024-06-18 06:00:00,20828.54,13734.27,134.49
2024-06-18 07:00:00,20752.83,19289.8,130.17
2024-06-18 08:00:00,19412.57,27417.98,95.96
2024-06-18 09:00:00,15548.94,35208.24,80.9
2024-06-18 10:00:00,13191.92,40620.95,69.91
2024-06-18 11:00:00,12748.97,42653.23,54.81
2024-06-18 12:00:00,14414.7,42548.92,51.16
2024-06-18 13:00:00,14636.47,40629.19,51.03
2024-06-18 14:00:00,15365.47,38169.85,57.04
2024-06-18 15:00:00,16092.28,35549.64,73.12
2024-06-18 16:00:00,17144.98,31517.31,76.24
2024-06-18 17:00:00,19280.06,25977.14,90.06
2024-06-18 18:00:00,20918.49,21407.22,133.25
2024-06-18 19:00:00,21610.56,17505.3,158.19
2024-06-18 20:00:00,21791.87,15361.11,171.87
2024-06-18 21:00:00,21980.47,14577.75,134.47
2024-06-18 22:00:00,21915.09,14137.73,104.2
2024-06-18 23:00:00,21063.11,13474.75,91.63
2024-06-19 00:00:00,20260.63,13611.97,99.95
2024-06-19 01:00:00,19256.57,13495,91.43
2024-06-19 02:00:00,18617.38,13700.27,86.85
2024-06-19 03:00:00,17866.05,14064.64,85.78
2024-06-19 04:00:00,17789.78,13714.7,83.47
2024-06-19 05:00:00,18659.6,13889.11,86.41
2024-06-19 06:00:00,19125.14,15868.24,112.55
2024-06-19 07:00:00,19357.57,19027.37,116.83
2024-06-19 08:00:00,19276.22,23851.07,107.33
2024-06-19 09:00:00,17636.01,28606.85,86.31
2024-06-19 10:00:00,16437.42,32872.4,75.1
2024-06-19 11:00:00,14937.07,35773.7,66.23
2024-06-19 12:00:00,13613.33,37891.48,58.03
2024-06-19 13:00:00,12971.73,39255.71,39.84
2024-06-19 14:00:00,11576.95,39946.53,22.41
2024-06-19 15:00:00,12236.63,38593.28,23.56
2024-06-19 16:00:00,14821.03,36400.45,59.9
2024-06-19 17:00:00,16727.31,33656.89,70
2024-06-19 18:00:00,17985.2,28857.35,88.44
2024-06-19 19:00:00,19560.61,22940.36,102.9
2024-06-19 20:00:00,19957.54,18204.33,143.66
2024-06-19 21:00:00,19969.81,15193.71,115.08
2024-06-19 22:00:00,19808.97,14788.84,108.26
2024-06-19 23:00:00,18810.78,15105.29,93.21
2024-06-20 00:00:00,17092.82,14962.89,85.89
2024-06-20 01:00:00,16452.02,14555.25,78.62
2024-06-20 02:00:00,16097.94,13929.14,78.88
2024-06-20 03:00:00,16247.07,13115.91,78.82
2024-06-20 04:00:00,16466.04,12873.58,78.62
2024-06-20 05:00:00,17528.21,13226.56,86.55
2024-06-20 06:00:00,18215.79,16022.14,114.11
2024-06-20 07:00:00,18552.75,20894.37,112.84
2024-06-20 08:00:00,18421.28,26301.02,102.99
2024-06-20 09:00:00,17439.24,32326.28,80.69
2024-06-20 10:00:00,15349.08,37700.89,69.13
2024-06-20 11:00:00,12717.13,42074.12,58.77
2024-06-20 12:00:00,12084.91,42570.75,55.46
2024-06-20 13:00:00,12920.9,39603.49,53.81
2024-06-20 14:00:00,14571.76,35941.21,57.18
2024-06-20 15:00:00,15826.51,32229.85,68.58
2024-06-20 16:00:00,17372.67,28855.21,80
