Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-04-11 00:00:00,26193.3,17793.34,182.38
2022-04-11 01:00:00,26281.65,16621.54,184.98
2022-04-11 02:00:00,26482.79,16343.47,184.6
2022-04-11 03:00:00,26678.12,15748.28,185.68
2022-04-11 04:00:00,27316.63,15299.81,195.55
2022-04-11 05:00:00,28139.64,14856.2,220.56
2022-04-11 06:00:00,29137.28,14993.63,264.91
2022-04-11 07:00:00,29519.06,17183.71,299.93
2022-04-11 08:00:00,29821.8,23122.7,285.03
2022-04-11 09:00:00,29368.14,30447.78,255
2022-04-11 10:00:00,27648.12,37872.51,214.92
2022-04-11 11:00:00,27080.03,42970.25,190.71
2022-04-11 12:00:00,26549.26,45376.9,187.85
2022-04-11 13:00:00,25758.85,45312.74,181.84
2022-04-11 14:00:00,25611.3,43740.26,179.98
2022-04-11 15:00:00,25662.13,40135.25,179.77
2022-04-11 16:00:00,25999.56,34227.17,182.86
2022-04-11 17:00:00,27352.98,26525.17,219.39
2022-04-11 18:00:00,28989.17,18135.84,263.32
2022-04-11 19:00:00,29456.44,13343,296.99
2022-04-11 20:00:00,29661.36,14337.76,290.37
2022-04-11 21:00:00,29501.14,17036.83,267.81
2022-04-11 22:00:00,28364.07,18938.73,247.99
2022-04-11 23:00:00,27326.62,20460.86,204.4
2022-04-12 00:00:00,25407.84,21810.22,192.9
2022-04-12 01:00:00,25097.58,23588.24,188.71
2022-04-12 02:00:00,24987.82,24649.38,184.13
2022-04-12 03:00:00,24996.75,25173.63,183
2022-04-12 04:00:00,25121.41,25323.98,185.55
2022-04-12 05:00:00,26024.43,24923.53,191.53
2022-04-12 06:00:00,26856.06,25704.72,229.54
2022-04-12 07:00:00,27136.1,29020.51,268.78
2022-04-12 08:00:00,27122,34357.67,260.33
2022-04-12 09:00:00,26038.09,39055.76,219.02
2022-04-12 10:00:00,24336.68,45334.98,182.51
2022-04-12 11:00:00,23036.64,51557.89,172.32
2022-04-12 12:00:00,20452.93,56049.55,136.12
2022-04-12 13:00:00,19322.72,57639.14,110.02
