Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2020-11-09 00:00:00,27540.55,12042.72,32.5
2020-11-09 01:00:00,26947.04,11648.66,32.08
2020-11-09 02:00:00,26663.63,11433.36,31.95
2020-11-09 03:00:00,26293.51,11332.03,31.1
2020-11-09 04:00:00,27628.08,11249.46,31
2020-11-09 05:00:00,31613.19,11378.88,33.15
2020-11-09 06:00:00,37165.99,11542.16,44.37
2020-11-09 07:00:00,40160.2,11651.63,48.88
2020-11-09 08:00:00,41602.07,13424.57,49.95
2020-11-09 09:00:00,41823.51,15989.08,48
2020-11-09 10:00:00,41817.23,18245.74,46.64
2020-11-09 11:00:00,41707.25,19786.04,46.26
2020-11-09 12:00:00,41288.86,20185.35,46.02
2020-11-09 13:00:00,41465.85,19038.29,46.42
2020-11-09 14:00:00,41456.5,16514.9,47.59
2020-11-09 15:00:00,42028.2,13503.22,49.67
2020-11-09 16:00:00,42179.95,11661.45,50.99
2020-11-09 17:00:00,42930.27,12278.56,71.92
2020-11-09 18:00:00,43584.23,12898.7,61.61
2020-11-09 19:00:00,43477.32,12981.56,55.96
2020-11-09 20:00:00,41786.79,12738.14,48.04
2020-11-09 21:00:00,39450.36,13097.15,44.54
2020-11-09 22:00:00,37960.28,13149.08,42.04
2020-11-09 23:00:00,35657.92,12798.38,36.45
2020-11-10 00:00:00,33513.51,12506.96,33.67
2020-11-10 01:00:00,32303.54,12326.54,33.6
2020-11-10 02:00:00,31505.7,11842.74,32.77
2020-11-10 03:00:00,31551.3,11409.57,32
2020-11-10 04:00:00,32785.07,11320.65,32.8
2020-11-10 05:00:00,36050.02,11418.4,35.46
2020-11-10 06:00:00,40844.03,11453.86,45.46
2020-11-10 07:00:00,43477.13,11633.29,50.23
2020-11-10 08:00:00,44179.69,12971.72,54.18
2020-11-10 09:00:00,43974.85,14825.42,52.8
2020-11-10 10:00:00,44065.88,16205.59,52.97
2020-11-10 11:00:00,43794.22,16833.01,52.39
2020-11-10 12:00:00,43717.73,16943.72,50.82
2020-11-10 13:00:00,43666.65,15903.74,50
2020-11-10 14:00:00,43779.09,14088.21,51.21
2020-11-10 15:00:00,44473.71,11919.82,57.16
2020-11-10 16:00:00,44917.07,11076.52,57.47
2020-11-10 17:00:00,44968.9,11269.07,79.72
2020-11-10 18:00:00,44344.44,11423.29,68.33
2020-11-10 19:00:00,43836.11,11186.19,57.85
2020-11-10 20:00:00,42675.25,10718.69,50
2020-11-10 21:00:00,41106.31,10349.49,44.78
2020-11-10 22:00:00,39590.35,10139.36,42.89
2020-11-10 23:00:00,37176.45,9636.73,37.03
2020-11-11 00:00:00,34849.56,9273.5,40.07
2020-11-11 01:00:00,34109.35,8984.89,37.9
2020-11-11 02:00:00,33320.2,8812.25,34.27
2020-11-11 03:00:00,33078.09,8631.9,34.04
2020-11-11 04:00:00,33476.37,8706.84,33.73
