Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-04-18 00:00:00,19045.83,21483.04,95.9
2022-04-18 01:00:00,17325.77,20944.43,81
2022-04-18 02:00:00,16735.93,20315.71,84
2022-04-18 03:00:00,16714.7,19149.98,81
2022-04-18 04:00:00,17534.99,17390.45,85.25
2022-04-18 05:00:00,18731.16,15917.29,92.31
2022-04-18 06:00:00,18785.04,15591.7,95.23
2022-04-18 07:00:00,18764.99,18952.89,105
2022-04-18 08:00:00,18511.04,25637.42,108.65
2022-04-18 09:00:00,17773.9,32863.26,101.18
2022-04-18 10:00:00,16241.23,39641.48,95.51
2022-04-18 11:00:00,14399.34,44208.73,82.92
2022-04-18 12:00:00,13622.81,46596.41,75.98
2022-04-18 13:00:00,13229.85,45892.03,61.17
2022-04-18 14:00:00,13060.41,43684.12,45
2022-04-18 15:00:00,13302.84,40160.4,60.58
2022-04-18 16:00:00,15681.11,34693.33,82.92
2022-04-18 17:00:00,19270.94,26798.22,121.25
2022-04-18 18:00:00,21098.72,18789.5,189.84
2022-04-18 19:00:00,22611.87,13296.68,240.3
2022-04-18 20:00:00,23087.76,12643.41,250.73
2022-04-18 21:00:00,23235.89,13493.04,226.6
2022-04-18 22:00:00,23229.19,13795.56,221.23
2022-04-18 23:00:00,22870.69,13950.86,202
2022-04-19 00:00:00,22706.99,13926.14,205
2022-04-19 01:00:00,21965.29,13488.51,192.98
2022-04-19 02:00:00,22007.26,12593.73,191.14
2022-04-19 03:00:00,22227.1,12143.75,190.95
2022-04-19 04:00:00,22684.59,12709.1,190
2022-04-19 05:00:00,23994.76,13124.72,200.61
2022-04-19 06:00:00,25719.61,14212.85,251.27
2022-04-19 07:00:00,26306.69,17576.35,291.43
2022-04-19 08:00:00,25996.87,23356.62,295.43
2022-04-19 09:00:00,25249.77,31261.67,255.71
2022-04-19 10:00:00,23173.27,39293.07,232.54
2022-04-19 11:00:00,21406.04,45669.99,207.71
2022-04-19 12:00:00,20905.75,48913.07,193.56
2022-04-19 13:00:00,20437.45,49173.11,187.06
2022-04-19 14:00:00,20483.96,48275.02,176.57
2022-04-19 15:00:00,20661.74,45246.5,176.11
2022-04-19 16:00:00,21995.12,40932.45,168.94
2022-04-19 17:00:00,24014.18,35432.39,193.33
2022-04-19 18:00:00,25234.91,28707.03,224.93
2022-04-19 19:00:00,26255.17,22939.93,239.03
2022-04-19 20:00:00,26271.93,22068.74,240.01
2022-04-19 21:00:00,25471.68,23038.58,223.6
2022-04-19 22:00:00,25178.3,22106.66,200
2022-04-19 23:00:00,24297.35,20731.57,184.2
2022-04-20 00:00:00,22598.11,18958.21,191
2022-04-20 01:00:00,22147.43,18036.85,189.55
2022-04-20 02:00:00,21675.69,17079.4,183.1
2022-04-20 03:00:00,21924.48,16520.15,183.28
2022-04-20 04:00:00,22174.85,16111.34,183.38
2022-04-20 05:00:00,23295.72,16032.57,197.96
2022-04-20 06:00:00,24631.05,16426.05,227.24
2022-04-20 07:00:00,25204.9,18890.57,249.92
2022-04-20 08:00:00,25337.82,23669.72,249.9
2022-04-20 09:00:00,25178.45,30788.49,209.96
2022-04-20 10:00:00,23660.61,38317.49,193.5
2022-04-20 11:00:00,22225.72,43948.7,188.91
2022-04-20 12:00:00,21152,46279.47,175.87
2022-04-20 13:00:00,20863.06,45939.18,168.37
2022-04-20 14:00:00,20577.13,44547.38,158.9
2022-04-20 15:00:00,20617.79,42144.81,171.95
2022-04-20 16:00:00,21142.74,37799.35,175.85
2022-04-20 17:00:00,22646.63,32360.95,196.15
2022-04-20 18:00:00,24374.57,25381.9,222.95
2022-04-20 19:00:00,24966.92,19702.6,249
2022-04-20 20:00:00,24791.93,18145.72,250
2022-04-20 21:00:00,24690.39,19098.82,239.18
2022-04-20 22:00:00,24405.76,19273.79,220.1
2022-04-20 23:00:00,23852.84,19092.36,201.97
2022-04-21 00:00:00,23634.65,18580.91,188.55
2022-04-21 01:00:00,23143.77,17899.29,179.92
2022-04-21 02:00:00,23185.39,17166.4,181.08
2022-04-21 03:00:00,23196.14,16652.89,178.92
2022-04-21 04:00:00,23505.07,16420.55,180.5
2022-04-21 05:00:00,24463.14,16352.69,199.92
2022-04-21 06:00:00,25235.37,16250.06,229.76
2022-04-21 07:00:00,25700.99,17585.36,256.02
2022-04-21 08:00:00,25513.07,20620.4,256.25
2022-04-21 09:00:00,25468.66,25976.84,232.26
2022-04-21 10:00:00,24714.63,32290.85,207.93
2022-04-21 11:00:00,24129.41,37155.46,197.01
2022-04-21 12:00:00,23269.55,39071.49,185.06
2022-04-21 13:00:00,22261.54,39087.63,176.25
2022-04-21 14:00:00,22136.97,37717.69,167.93
2022-04-21 15:00:00,22400.5,34993.98,168.05
2022-04-21 16:00:00,22814.64,32573.77,173.4
2022-04-21 17:00:00,23211.04,29920.89,185.34
2022-04-21 18:00:00,23471.82,26348.12,204.96
2022-04-21 19:00:00,24105.62,23407.83,220.62
2022-04-21 20:00:00,24405.62,23268.19,223.61
2022-04-21 21:00:00,24595.15,24433.5,220.44
2022-04-21 22:00:00,23975.31,24842.23,199.71
2022-04-21 23:00:00,22955.22,25528.37,174.62
2022-04-22 00:00:00,21766.59,25689.29,191.07
2022-04-22 01:00:00,21269.6,25290.16,183.93
2022-04-22 02:00:00,21521.1,24301.89,187.01
2022-04-22 03:00:00,21343.82,24287.6,179.41
2022-04-22 04:00:00,21600.81,24688.12,176.09
2022-04-22 05:00:00,22574.3,25030.8,189.58
2022-04-22 06:00:00,23799.22,25399.56,218.07
2022-04-22 07:00:00,23884.92,27193.67,239.95
2022-04-22 08:00:00,23858.54,31631.28,244.1
2022-04-22 09:00:00,23535.69,36937.2,221.05
2022-04-22 10:00:00,22652.58,43463.65,196.56
2022-04-22 11:00:00,20762.41,49395.05,156.71
2022-04-22 12:00:00,19500.96,53545.75,122.43
2022-04-22 13:00:00,18097.68,55575.14,98.52
2022-04-22 14:00:00,16586.11,55432.14,86.77
2022-04-22 15:00:00,17153.59,52233.08,86.77
2022-04-22 16:00:00,19022.75,48704.16,102.34
2022-04-22 17:00:00,19976.27,45077.63,137
2022-04-22 18:00:00,20119.51,40053.87,180.26
2022-04-22 19:00:00,20670.17,35097.96,209.61
2022-04-22 20:00:00,21375.29,32743.51,209.97
2022-04-22 21:00:00,21104.71,32663.96,185
2022-04-22 22:00:00,20598,31994.17,190.17
2022-04-22 23:00:00,19953.56,31600.01,147.32
2022-04-23 00:00:00,19813.33,30862.38,130.46
2022-04-23 01:00:00,19353.12,29974.31,116.44
2022-04-23 02:00:00,19421.2,29548.78,108.65
2022-04-23 03:00:00,19370.24,28723.42,119.04
2022-04-23 04:00:00,19410.66,28221.71,119.4
2022-04-23 05:00:00,19262.16,28244.48,122.32
2022-04-23 06:00:00,18971.13,29006.49,128.32
2022-04-23 07:00:00,18650.91,30512.09,143.64
2022-04-23 08:00:00,18158.29,34296.04,141.5
2022-04-23 09:00:00,17037.84,41547.46,82.69
2022-04-23 10:00:00,13605.83,49084.12,55.43
2022-04-23 11:00:00,11728.64,53421.86,15.92
2022-04-23 12:00:00,11484.34,54721.59,2.43
2022-04-23 13:00:00,11352.37,53055.33,0.01
2022-04-23 14:00:00,11328.48,51376.72,0.08
2022-04-23 15:00:00,11409.35,49852.76,5.07
2022-04-23 16:00:00,12397.29,47546.06,20.45
2022-04-23 17:00:00,16633.76,43645.51,94.85
2022-04-23 18:00:00,17869.63,38436.88,138.87
2022-04-23 19:00:00,18393.63,32526.78,168.19
2022-04-23 20:00:00,18665.01,30769.69,171.36
2022-04-23 21:00:00,18507.25,32750.85,138.05
2022-04-23 22:00:00,18687.24,33797.57,118.23
2022-04-23 23:00:00,18220.18,34135.99,97.95
2022-04-24 00:00:00,17142.33,33733.38,100.58
2022-04-24 01:00:00,15645.44,33228.57,93.14
2022-04-24 02:00:00,15198.78,32454.1,91.92
2022-04-24 03:00:00,14915,31238.01,87.88
2022-04-24 04:00:00,15081.93,30639.19,84.06
2022-04-24 05:00:00,15162.85,29309,87.84
2022-04-24 06:00:00,15646.36,28419.77,87.81
2022-04-24 07:00:00,16722.55,28895.71,95.1
