Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2024-02-05 00:00:00,11334.9,50827.16,0
2024-02-05 01:00:00,11290.05,50724.78,-0.03
2024-02-05 02:00:00,11281.99,49544.47,-0.07
2024-02-05 03:00:00,11380.3,49623.46,-0.13
2024-02-05 04:00:00,11422.3,50408.63,-0.05
2024-02-05 05:00:00,12049.65,52935.09,0.42
2024-02-05 06:00:00,13131.49,53580.4,38.97
2024-02-05 07:00:00,14737.93,54055.13,58.91
2024-02-05 08:00:00,15588.85,54543.72,62.32
2024-02-05 09:00:00,14964.48,57848.82,56.86
2024-02-05 10:00:00,14557.26,61909.1,52.93
2024-02-05 11:00:00,14041.13,66545.58,40.15
2024-02-05 12:00:00,13475.98,70417.65,7.05
2024-02-05 13:00:00,13155.02,71088.12,1.09
2024-02-05 14:00:00,13368.2,68621.84,5.01
2024-02-05 15:00:00,13766.75,62971.95,53.1
2024-02-05 16:00:00,15090.86,56231.32,60.72
2024-02-05 17:00:00,16230.68,53545.26,68.47
2024-02-05 18:00:00,16735.25,53823.77,68.78
2024-02-05 19:00:00,16427.23,54282.22,61.84
2024-02-05 20:00:00,15514.1,54166.19,60.48
2024-02-05 21:00:00,14308.04,54387.9,59.65
2024-02-05 22:00:00,13758.87,53681.32,56.3
2024-02-05 23:00:00,13427.92,53163.09,47.41
2024-02-06 00:00:00,12333.18,53591.6,35.04
2024-02-06 01:00:00,11896.43,53937.02,27.65
2024-02-06 02:00:00,11756.87,53567.18,7.08
2024-02-06 03:00:00,11689.5,53614.54,3.07
2024-02-06 04:00:00,11856.04,53041.74,1.94
2024-02-06 05:00:00,12682.02,52772.33,19.38
2024-02-06 06:00:00,14526.72,52713.31,50
2024-02-06 07:00:00,16225.41,53718.43,68.16
2024-02-06 08:00:00,16540.16,55457.34,62
2024-02-06 09:00:00,15921.19,58941.99,61.35
2024-02-06 10:00:00,15291.15,61544.18,56.56
2024-02-06 11:00:00,14786.51,63019.61,51.7
2024-02-06 12:00:00,14186.28,64064.55,43.47
2024-02-06 13:00:00,13747.56,63995.7,42.54
2024-02-06 14:00:00,13611.13,62649.43,40.11
2024-02-06 15:00:00,13324.21,61590.67,49.91
2024-02-06 16:00:00,13797.97,59691.16,56.52
2024-02-06 17:00:00,15309.32,58612.57,62.97
