Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2021-03-08 00:00:00,28161.37,14538.88,47.3
2021-03-08 01:00:00,27430.54,13181.71,45.5
2021-03-08 02:00:00,27943.33,12197.31,44.48
2021-03-08 03:00:00,28514.33,11641.68,43.02
2021-03-08 04:00:00,29929.72,11065.48,45
2021-03-08 05:00:00,31624.2,10749.03,50.06
2021-03-08 06:00:00,34566.83,10386.58,63.92
2021-03-08 07:00:00,36278.08,12227.42,79.27
2021-03-08 08:00:00,36956.47,17448.15,86.66
2021-03-08 09:00:00,36560.48,22903.22,67.9
2021-03-08 10:00:00,36028.17,27769.04,59.34
2021-03-08 11:00:00,35587.87,31184.5,57.73
2021-03-08 12:00:00,35298.43,31903.42,55.77
2021-03-08 13:00:00,35261.28,30445.2,54.48
2021-03-08 14:00:00,35556.16,26667.92,54.15
2021-03-08 15:00:00,35905.96,21386.83,55.41
2021-03-08 16:00:00,36571.08,15681.39,58.64
2021-03-08 17:00:00,38318.26,11221.65,70
2021-03-08 18:00:00,39446.25,10537.25,100.87
2021-03-08 19:00:00,39455.81,11965.38,103.71
2021-03-08 20:00:00,38180.56,12900.91,66.18
2021-03-08 21:00:00,36822.27,13481.61,59.16
2021-03-08 22:00:00,35386.83,13756.43,56.87
2021-03-08 23:00:00,34334.05,13792.18,53.14
2021-03-09 00:00:00,33587.97,13909.39,47.52
2021-03-09 01:00:00,32347.4,14232.19,46.66
2021-03-09 02:00:00,31476.4,14243.81,43.77
2021-03-09 03:00:00,31664.74,13477.44,43.09
2021-03-09 04:00:00,33142.25,12988.21,43.59
2021-03-09 05:00:00,35381.01,12754.31,48.26
2021-03-09 06:00:00,38173.41,13164.57,61.7
2021-03-09 07:00:00,39751.86,14896.78,73.4
2021-03-09 08:00:00,39801.14,18544.65,81.35
2021-03-09 09:00:00,38969.15,22643.82,72.55
2021-03-09 10:00:00,38495.03,26000.43,63.02
2021-03-09 11:00:00,38116.63,27966.59,59.7
2021-03-09 12:00:00,37842.01,27776.19,57.94
2021-03-09 13:00:00,37608.64,25593.55,56.47
2021-03-09 14:00:00,37221.22,21934.02,56.49
2021-03-09 15:00:00,38158.84,17796.85,57.39
2021-03-09 16:00:00,38940.71,13523.55,57.05
2021-03-09 17:00:00,39763.15,10262.75,65
2021-03-09 18:00:00,40514.25,9652.78,90.16
2021-03-09 19:00:00,40689.82,9864.1,93.3
2021-03-09 20:00:00,40334.38,10117.5,70
2021-03-09 21:00:00,39248.18,10037.33,61.7
2021-03-09 22:00:00,38013.61,9835.48,58.3
2021-03-09 23:00:00,36391.63,9824.87,53.57
2021-03-10 00:00:00,33936.74,10119.75,55.57
2021-03-10 01:00:00,33254.72,10138.47,53.05
2021-03-10 02:00:00,33144.09,10142.65,50.03
2021-03-10 03:00:00,33148.88,10429.73,49.04
2021-03-10 04:00:00,33271.16,11082.03,49
2021-03-10 05:00:00,34050.3,11973.9,53.08
2021-03-10 06:00:00,34663.66,13012.53,58.9
2021-03-10 07:00:00,34862.84,15730.46,69.9
2021-03-10 08:00:00,34711.82,19554.75,68.08
2021-03-10 09:00:00,34416.24,24167.94,58.48
2021-03-10 10:00:00,33877.92,28204.65,50.95
2021-03-10 11:00:00,32086.01,31912.35,50.39
2021-03-10 12:00:00,29827.75,34297.35,47.26
2021-03-10 13:00:00,27652.1,35371.44,45.98
2021-03-10 14:00:00,25915.58,34762.67,45.77
2021-03-10 15:00:00,26507.86,32338.74,47.1
2021-03-10 16:00:00,27530.72,28760.87,49.03
2021-03-10 17:00:00,28221.09,27328.08,55.1
2021-03-10 18:00:00,28383.43,29755.17,58.51
2021-03-10 19:00:00,27522.56,34000.21,56.88
2021-03-10 20:00:00,23737.5,37943.25,45.04
2021-03-10 21:00:00,20276.34,40934.72,41.36
2021-03-10 22:00:00,17417.97,41768.72,37.11
2021-03-10 23:00:00,15979.52,43149.53,24.12
2021-03-11 00:00:00,12078.51,43883.95,17.8
2021-03-11 01:00:00,11753.25,45037.46,0.1
2021-03-11 02:00:00,11715.8,45724.22,0.01
2021-03-11 03:00:00,11632.81,46418.41,0
2021-03-11 04:00:00,11703.71,47089.87,0.03
2021-03-11 05:00:00,11985.87,48696.9,14.95
2021-03-11 06:00:00,12537.05,50797.43,24.97
2021-03-11 07:00:00,13867.77,50649.88,37.9
2021-03-11 08:00:00,13929.28,51281.42,39.83
2021-03-11 09:00:00,13775.44,52863.34,38.28
2021-03-11 10:00:00,13825.4,55569.69,35.84
2021-03-11 11:00:00,13637.71,58759.68,35.76
2021-03-11 12:00:00,13446.15,61377.72,37.88
2021-03-11 13:00:00,13302.99,61466.37,30.27
2021-03-11 14:00:00,13323.47,60147.92,26.21
2021-03-11 15:00:00,13424.15,58724.66,30.77
2021-03-11 16:00:00,13522.14,55945.39,34.09
2021-03-11 17:00:00,14238.42,51460.64,38.97
2021-03-11 18:00:00,15395.05,50273.78,48.33
2021-03-11 19:00:00,14971.47,49201.38,55.93
2021-03-11 20:00:00,14251.04,47175.96,39.98
2021-03-11 21:00:00,12981.11,46296.61,31.23
2021-03-11 22:00:00,12251.85,45439.74,27.08
2021-03-11 23:00:00,11590.53,46443.06,12.13
2021-03-12 00:00:00,10522.01,46789.43,17.61
2021-03-12 01:00:00,10500.93,46905.13,15.8
2021-03-12 02:00:00,10460.72,47049.38,4.59
2021-03-12 03:00:00,10480.46,47642.92,4.58
2021-03-12 04:00:00,10476.75,47698.13,10.71
2021-03-12 05:00:00,10980.36,48025.13,21.02
2021-03-12 06:00:00,12388.56,48983,32.63
2021-03-12 07:00:00,13117.97,49680.35,39.95
2021-03-12 08:00:00,12857.02,54713.45,36.33
2021-03-12 09:00:00,11911.29,60838.36,24.12
2021-03-12 10:00:00,11310.79,64672.07,0.07
2021-03-12 11:00:00,10796.3,66451.24,0.01
2021-03-12 12:00:00,10754.95,66704.77,-5.09
2021-03-12 13:00:00,10771.51,65346.52,-1.14
2021-03-12 14:00:00,10833.42,62176.5,0.09
2021-03-12 15:00:00,11322.43,58212.4,25.35
