Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2021-02-01 00:00:00,24892.94,20212.9,41.18
2021-02-01 01:00:00,24309.75,20592.26,40
2021-02-01 02:00:00,23983.72,21081.62,40
2021-02-01 03:00:00,24054.81,21678.47,38.51
2021-02-01 04:00:00,25281.94,22517.28,36.48
2021-02-01 05:00:00,28023.72,23196.41,39.99
2021-02-01 06:00:00,32517.33,23842.59,53.94
2021-02-01 07:00:00,37107.52,24265,63.39
2021-02-01 08:00:00,38338.12,24190.1,64.81
2021-02-01 09:00:00,38754.85,24004.18,65.1
2021-02-01 10:00:00,38742.13,23377.89,64.66
2021-02-01 11:00:00,38842.98,22826.78,65.57
2021-02-01 12:00:00,39333.62,21573.47,64.46
2021-02-01 13:00:00,39380.97,19790.63,64.76
2021-02-01 14:00:00,39433.34,17703.33,64
2021-02-01 15:00:00,39327.56,16083.71,63.3
2021-02-01 16:00:00,39264.82,14757.2,64.26
2021-02-01 17:00:00,39435.49,14382.6,70.17
2021-02-01 18:00:00,39469.06,13990.78,81.58
2021-02-01 19:00:00,38780.91,13409.62,69.9
2021-02-01 20:00:00,38295.68,12964.7,62.29
2021-02-01 21:00:00,37866.63,12785.04,56.36
2021-02-01 22:00:00,36558.89,12758.55,55.25
2021-02-01 23:00:00,33503.9,12913.5,49.4
2021-02-02 00:00:00,32141.33,13252.02,46.13
2021-02-02 01:00:00,30345.17,13727.48,45.05
2021-02-02 02:00:00,29186.12,13823.91,43.59
2021-02-02 03:00:00,29152.35,13644.45,42.08
2021-02-02 04:00:00,30116.18,13770.61,43.98
2021-02-02 05:00:00,32820.58,13325.53,46.09
2021-02-02 06:00:00,36234.27,13064.46,58.17
2021-02-02 07:00:00,38608.23,12972.14,63.34
2021-02-02 08:00:00,39012.25,13782.46,78.13
2021-02-02 09:00:00,38958.63,15114.39,69.46
2021-02-02 10:00:00,39103.22,16639.61,66.28
2021-02-02 11:00:00,39169.89,17996.29,65.17
2021-02-02 12:00:00,38768.82,18858.38,61.47
2021-02-02 13:00:00,38557.55,19016.52,61.04
2021-02-02 14:00:00,38382.04,19232.73,59.47
2021-02-02 15:00:00,38533.58,19254.08,54.45
2021-02-02 16:00:00,38720.26,19267.7,47.97
2021-02-02 17:00:00,38947.63,20846.8,58.14
2021-02-02 18:00:00,38851.28,22450.11,58.18
2021-02-02 19:00:00,38105.83,23329.43,58.06
2021-02-02 20:00:00,34232.27,24582.03,49.96
2021-02-02 21:00:00,29617.17,25242.64,47.47
2021-02-02 22:00:00,27417.47,26429.72,46.54
2021-02-02 23:00:00,24556.48,26811.75,40.62
2021-02-03 00:00:00,21123.06,27600.55,35.58
2021-02-03 01:00:00,19230.71,27928.34,31.41
2021-02-03 02:00:00,18777.43,28148.81,30.78
2021-02-03 03:00:00,18757.17,28668.89,29.99
2021-02-03 04:00:00,19906.21,29211.83,31.76
2021-02-03 05:00:00,21955.58,30133.76,37.91
2021-02-03 06:00:00,26580.78,30514.49,41.2
2021-02-03 07:00:00,31795.67,30665.67,55.91
2021-02-03 08:00:00,32617.92,29654.24,56.08
2021-02-03 09:00:00,32927.8,29617.67,56.08
2021-02-03 10:00:00,32916.8,29684.17,54.03
2021-02-03 11:00:00,33065.14,29132.86,56.97
2021-02-03 12:00:00,32885.51,29110.98,54.31
2021-02-03 13:00:00,32496.06,30178.47,51.79
2021-02-03 14:00:00,31465.92,32152.8,45.92
2021-02-03 15:00:00,30598.99,32872.87,43.62
2021-02-03 16:00:00,30871.69,33638.09,42.01
2021-02-03 17:00:00,31676.07,34421.62,48.01
2021-02-03 18:00:00,32076.17,35968.59,53.25
2021-02-03 19:00:00,30767.96,36659,50.86
2021-02-03 20:00:00,27681.13,37131.58,43.71
2021-02-03 21:00:00,24382.32,37879.01,41.79
2021-02-03 22:00:00,22548.12,37478.06,40.15
2021-02-03 23:00:00,21126.59,36831.04,35.51
2021-02-04 00:00:00,19851.37,36101.85,33.87
2021-02-04 01:00:00,19159.96,35690.37,33.39
2021-02-04 02:00:00,18658.06,34912.57,32.89
2021-02-04 03:00:00,18709.42,33577.59,31.99
2021-02-04 04:00:00,20047.33,32423.79,35.2
2021-02-04 05:00:00,22697.71,31703.47,39.37
2021-02-04 06:00:00,28167.68,30775.46,48.32
2021-02-04 07:00:00,32619.76,28911.97,57.15
2021-02-04 08:00:00,34722.32,28040.84,59.19
2021-02-04 09:00:00,34553.76,29091.89,57.7
2021-02-04 10:00:00,34583.56,30646.38,54.94
2021-02-04 11:00:00,35511.64,31216.21,56.43
2021-02-04 12:00:00,35758.43,30263.51,56.09
2021-02-04 13:00:00,35893.46,27633.71,55.69
2021-02-04 14:00:00,36040.56,23492.34,56.56
2021-02-04 15:00:00,36703.67,18793.78,58.19
2021-02-04 16:00:00,36869.22,14896.31,59.42
2021-02-04 17:00:00,37652.7,14236.66,71.5
2021-02-04 18:00:00,37971.85,15447.95,71.5
2021-02-04 19:00:00,37468.98,16287.62,67.51
2021-02-04 20:00:00,36763.72,16588.02,59.39
2021-02-04 21:00:00,35182.77,17118.08,53.78
2021-02-04 22:00:00,32643.87,17413.89,52.7
2021-02-04 23:00:00,30157.77,18222.15,46.22
2021-02-05 00:00:00,28081.77,19124.59,45.57
2021-02-05 01:00:00,26284.36,19712.53,44.01
2021-02-05 02:00:00,25322.79,20027.54,42.24
2021-02-05 03:00:00,25119.35,20274.08,41.2
2021-02-05 04:00:00,25508.3,20822.51,40.52
2021-02-05 05:00:00,26609.09,21627.36,43.36
2021-02-05 06:00:00,31222.15,22616.59,50.43
2021-02-05 07:00:00,32779.37,23985.4,58.65
2021-02-05 08:00:00,33079.07,25535.38,62.02
2021-02-05 09:00:00,33198.16,27597.28,61.03
2021-02-05 10:00:00,32922.88,29303.97,59.54
2021-02-05 11:00:00,32446.98,30289.41,58.54
2021-02-05 12:00:00,32270.71,30838.26,57.9
2021-02-05 13:00:00,31737.05,30489.46,54.51
2021-02-05 14:00:00,31105.5,28950.67,50
2021-02-05 15:00:00,31616.6,27406.01,48
2021-02-05 16:00:00,31615.89,26462.03,49.69
2021-02-05 17:00:00,31819.06,26823.46,56.92
2021-02-05 18:00:00,31992.66,27121.14,58.63
2021-02-05 19:00:00,32262.79,27174.99,57.46
2021-02-05 20:00:00,31348.74,27388.81,51.1
2021-02-05 21:00:00,28824.55,27189.35,49.89
2021-02-05 22:00:00,26151.1,26939.26,48.49
2021-02-05 23:00:00,22719.48,27685.8,43.58
2021-02-06 00:00:00,19370.23,27897.18,40.68
2021-02-06 01:00:00,17321.78,28166.61,39
2021-02-06 02:00:00,16021.98,28609.02,38.33
2021-02-06 03:00:00,15643.1,28968.4,35.08
2021-02-06 04:00:00,15733.17,29498.12,34.9
2021-02-06 05:00:00,15761.87,30141.66,35.07
2021-02-06 06:00:00,15897.54,31631.14,35.2
2021-02-06 07:00:00,16521.26,33048.41,36.93
2021-02-06 08:00:00,18284.01,34280.55,41.89
2021-02-06 09:00:00,18512.72,36312.78,43.15
2021-02-06 10:00:00,18603.17,38467.02,43.5
2021-02-06 11:00:00,19125.86,40418.64,43.47
2021-02-06 12:00:00,18979.9,40870.79,41.14
2021-02-06 13:00:00,18700.87,40637.22,35.46
2021-02-06 14:00:00,18193.3,40319.52,35.37
2021-02-06 15:00:00,18149.73,40449.71,33.13
2021-02-06 16:00:00,18154.99,41225.53,30.92
2021-02-06 17:00:00,17607.82,43312.78,39.44
2021-02-06 18:00:00,17622.11,45042.78,43.95
2021-02-06 19:00:00,17137.7,45374.17,42.98
2021-02-06 20:00:00,16148.29,44599.55,35.31
2021-02-06 21:00:00,15543.57,44390.57,30.29
2021-02-06 22:00:00,15157.94,43220.11,26.03
2021-02-06 23:00:00,14728.96,43589.14,11.94
2021-02-07 00:00:00,14195.14,40513.68,-1.24
2021-02-07 01:00:00,14183.25,40468.84,-1.59
2021-02-07 02:00:00,14209.11,40514.97,-0.02
2021-02-07 03:00:00,14095.45,39592.75,-0.04
2021-02-07 04:00:00,14187.9,39569.21,-2.01
2021-02-07 05:00:00,14267.77,39607.46,-0.09
2021-02-07 06:00:00,14394.15,39839.26,-3.84
2021-02-07 07:00:00,14474.61,40065.02,-0.09
2021-02-07 08:00:00,14901.49,39993.5,-2.38
