Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2020-02-17 00:00:00,10270.56,45607.3,-25.04
2020-02-17 01:00:00,10253.81,44529.77,-27.53
2020-02-17 02:00:00,10235.81,43501.46,-21.99
2020-02-17 03:00:00,10291.19,43497.11,-12.05
2020-02-17 04:00:00,10499.24,42824.1,-4.95
2020-02-17 05:00:00,11356.34,44987.51,-0.08
2020-02-17 06:00:00,13796.08,46148.18,22.91
2020-02-17 07:00:00,17109.63,43518.61,30.06
2020-02-17 08:00:00,18025.36,42178.68,36.44
2020-02-17 09:00:00,18261.27,43337.98,33.57
2020-02-17 10:00:00,18413.31,45919.76,29.8
2020-02-17 11:00:00,17856.26,48349.04,29.8
2020-02-17 12:00:00,17344.85,49083.6,29.76
2020-02-17 13:00:00,17415.28,48715.47,27.35
2020-02-17 14:00:00,17511.94,46828.53,27.69
2020-02-17 15:00:00,17779.15,44075.24,32.38
2020-02-17 16:00:00,17966.92,41988.33,34.01
2020-02-17 17:00:00,17948.61,42015.8,36.7
2020-02-17 18:00:00,18053.51,42664.77,36.79
2020-02-17 19:00:00,17862.65,43733.58,36.95
2020-02-17 20:00:00,16869.7,44732.88,32.27
2020-02-17 21:00:00,15320.6,45321.32,24.86
2020-02-17 22:00:00,14349.3,44800.37,18.44
2020-02-17 23:00:00,13203.56,44923.59,9.78
2020-02-18 00:00:00,12549.15,45020.67,20.64
2020-02-18 01:00:00,12380.43,45916.71,13.11
2020-02-18 02:00:00,11780.91,46059.05,9
2020-02-18 03:00:00,11839.64,46076.56,8.58
2020-02-18 04:00:00,11950.15,46352.67,8.94
2020-02-18 05:00:00,13224.96,45970.31,15.44
2020-02-18 06:00:00,16197.53,46835.14,26.14
2020-02-18 07:00:00,17872.21,47624.23,35.93
2020-02-18 08:00:00,17468.16,49965.46,34.55
2020-02-18 09:00:00,16180.51,53397.85,26.62
2020-02-18 10:00:00,14778.33,57058.93,11.73
