Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-06-27 00:00:00,22309.79,14202.99,295.62
2022-06-27 01:00:00,22322.91,13762.32,263.7
2022-06-27 02:00:00,22351.48,13203.78,258.07
2022-06-27 03:00:00,22484.96,13658.89,256.14
2022-06-27 04:00:00,22833.47,12762.39,254.55
2022-06-27 05:00:00,23543.38,12736.67,268.87
2022-06-27 06:00:00,24257.12,14439.36,330.91
2022-06-27 07:00:00,24670.06,17051.42,357.94
2022-06-27 08:00:00,25008.15,21701.09,371.07
2022-06-27 09:00:00,25111.05,25977.27,348.38
2022-06-27 10:00:00,25171.97,30322.11,332.54
2022-06-27 11:00:00,25051.56,33426.47,293.5
2022-06-27 12:00:00,24907,34765.82,268
2022-06-27 13:00:00,24883.1,34779.24,250.91
2022-06-27 14:00:00,24980.67,34059.48,251.87
2022-06-27 15:00:00,24951.81,33322.06,259.91
2022-06-27 16:00:00,24891.79,32453.15,288.57
2022-06-27 17:00:00,24907.37,28840.48,340.91
2022-06-27 18:00:00,25903.8,23882.56,378.59
2022-06-27 19:00:00,26211.59,20075.76,443.5
2022-06-27 20:00:00,25985.57,17967.67,390.37
2022-06-27 21:00:00,26051.14,15940.99,375.64
2022-06-27 22:00:00,25942.61,15873.08,372.17
2022-06-27 23:00:00,25048.26,15246.45,347.81
2022-06-28 00:00:00,24992.77,13975.21,266.05
2022-06-28 01:00:00,24701.23,12739.61,272.47
2022-06-28 02:00:00,24416.03,12215.51,254.91
2022-06-28 03:00:00,24477.55,12228.4,256.31
2022-06-28 04:00:00,24693.69,12244.86,267.66
2022-06-28 05:00:00,24892.78,12691.68,282.41
2022-06-28 06:00:00,25635.88,14847.5,359.1
2022-06-28 07:00:00,25428.41,18751.76,381.88
2022-06-28 08:00:00,25412.7,24261.43,400.93
2022-06-28 09:00:00,24787.48,30505.27,372.62
2022-06-28 10:00:00,24073.97,35623.41,313.99
2022-06-28 11:00:00,23447.96,38440.87,270.09
2022-06-28 12:00:00,23680.31,39169.84,250.41
2022-06-28 13:00:00,23426.9,38709.88,259.7
2022-06-28 14:00:00,23614.05,37049.02,252.43
