Datum (MESZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2022-06-20 00:00:00,20468.86,11752.32,240.22
2022-06-20 01:00:00,20425.85,11364.7,220.39
2022-06-20 02:00:00,20510.48,11372.15,218.9
2022-06-20 03:00:00,20408.22,11840.98,220.1
2022-06-20 04:00:00,20774.5,11782.08,213.2
2022-06-20 05:00:00,21381.31,12681.64,263.27
2022-06-20 06:00:00,21805.91,14799.6,301.67
2022-06-20 07:00:00,22221.99,16524.95,370.14
2022-06-20 08:00:00,22778.71,20252.04,500
2022-06-20 09:00:00,22852.76,24384.9,348.28
2022-06-20 10:00:00,22579.97,29128.39,310.28
2022-06-20 11:00:00,22380.16,34048.69,305.97
2022-06-20 12:00:00,21488.14,37337.34,263.54
2022-06-20 13:00:00,21372.94,39227.22,213.87
2022-06-20 14:00:00,20889.67,40706.57,193.09
2022-06-20 15:00:00,20910.93,39798.27,183.58
2022-06-20 16:00:00,21189.05,37369.91,180.44
2022-06-20 17:00:00,21641.38,35621.61,198.2
2022-06-20 18:00:00,22562.08,32086.71,209.23
2022-06-20 19:00:00,23191.25,26573.53,291.19
2022-06-20 20:00:00,23296.82,21996.15,316.32
2022-06-20 21:00:00,23549.4,19099.94,316.32
2022-06-20 22:00:00,23596,18791.73,288.71
2022-06-20 23:00:00,23127.65,19051.96,250.01
2022-06-21 00:00:00,22849.81,19106.12,264.91
2022-06-21 01:00:00,22490.34,19026.36,242.42
2022-06-21 02:00:00,22079.76,18879.67,232.91
2022-06-21 03:00:00,22449.11,18125.05,219.95
2022-06-21 04:00:00,23153.77,17403.74,217.17
2022-06-21 05:00:00,23842.97,17080.01,228.91
2022-06-21 06:00:00,24949.34,18215.5,297.61
2022-06-21 07:00:00,25177.03,22220.5,338.9
2022-06-21 08:00:00,25208.34,27788.35,332.02
2022-06-21 09:00:00,24905.14,34630.06,279.45
2022-06-21 10:00:00,24013.68,39927.93,237.03
2022-06-21 11:00:00,23532.44,43454.71,225.21
2022-06-21 12:00:00,23279.89,45180.29,219.86
2022-06-21 13:00:00,23748.43,44333.37,212.61
2022-06-21 14:00:00,23663.51,42539.04,210.81
2022-06-21 15:00:00,24270.69,39626.54,230.74
2022-06-21 16:00:00,24772.25,35266.27,239.93
2022-06-21 17:00:00,25939.98,29016.11,304.48
2022-06-21 18:00:00,26361.32,21560.17,373.93
2022-06-21 19:00:00,26691.81,15123.73,450.25
2022-06-21 20:00:00,26932.89,11745.5,458.04
2022-06-21 21:00:00,27059.54,10810.14,410.35
2022-06-21 22:00:00,27064.64,11140.78,373.25
2022-06-21 23:00:00,26492.34,11257.28,325.51
2022-06-22 00:00:00,25613.99,10677.17,272.45
2022-06-22 01:00:00,25511.97,10044.51,268.49
2022-06-22 02:00:00,25542.12,9463.32,268.9
2022-06-22 03:00:00,25630.08,9273.91,248.5
2022-06-22 04:00:00,25855.14,9237.48,255.02
2022-06-22 05:00:00,26014.71,9887.64,284.29
2022-06-22 06:00:00,26651.03,12485.86,348.49
2022-06-22 07:00:00,26963.13,16955.55,429.95
2022-06-22 08:00:00,26774.33,22038.59,387.88
2022-06-22 09:00:00,26319.49,27927.82,339.79
2022-06-22 10:00:00,25803.68,31642.34,301.49
2022-06-22 11:00:00,25855.14,33347.36,292.44
2022-06-22 12:00:00,25251.45,33892.74,268.9
2022-06-22 13:00:00,24657.1,33339.83,249.7
2022-06-22 14:00:00,24666.69,32709.49,244.46
2022-06-22 15:00:00,24916.82,31172.31,258.12
2022-06-22 16:00:00,25591.53,28148.21,284.1
2022-06-22 17:00:00,26384.55,24045.48,331.47
2022-06-22 18:00:00,26510.79,19220.03,398.36
2022-06-22 19:00:00,26322.91,14944.59,491.04
2022-06-22 20:00:00,26327.8,12364.88,462.91
2022-06-22 21:00:00,26370.44,11877.04,399.3
2022-06-22 22:00:00,26306.6,12534.68,374.55
2022-06-22 23:00:00,26042.49,12738.61,299.58
2022-06-23 00:00:00,26575.09,11951.41,288.59
2022-06-23 01:00:00,26573.64,11424.59,257.91
2022-06-23 02:00:00,26296.24,10789.99,250.11
2022-06-23 03:00:00,26254.89,10448.56,245.82
2022-06-23 04:00:00,26473.2,10550.9,255.08
