Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2023-01-09 00:00:00,13508.26,32137.97,75.13
2023-01-09 01:00:00,12052.93,32153.66,64.38
2023-01-09 02:00:00,11906.63,32110.12,60.28
2023-01-09 03:00:00,12419.46,31574.6,39.41
2023-01-09 04:00:00,13808.08,30772.51,47.25
2023-01-09 05:00:00,16059.15,30238.69,69.07
2023-01-09 06:00:00,20290.25,30349.07,107.13
2023-01-09 07:00:00,24153.87,31648.82,160
2023-01-09 08:00:00,25256.57,32608.69,180
2023-01-09 09:00:00,26385.51,33400.12,177.14
2023-01-09 10:00:00,27009.22,34680.76,159.07
2023-01-09 11:00:00,27234.46,35540.7,160.57
2023-01-09 12:00:00,27274.12,33651.89,140.56
2023-01-09 13:00:00,28013.16,30663.39,137.67
2023-01-09 14:00:00,28509.61,27315,143.57
2023-01-09 15:00:00,28662.89,24013.27,151.02
2023-01-09 16:00:00,28578.17,22709.05,161.96
2023-01-09 17:00:00,28574.31,23185.5,176.07
2023-01-09 18:00:00,28796.53,24402.41,182.18
2023-01-09 19:00:00,28948.96,25243.96,170.79
2023-01-09 20:00:00,28628.02,26025.22,160.51
2023-01-09 21:00:00,27842.49,26751.73,138.93
2023-01-09 22:00:00,26454.15,27178.67,132
2023-01-09 23:00:00,24476.55,27094.38,108.31
2023-01-10 00:00:00,23250.92,26859.98,106.02
2023-01-10 01:00:00,21988.48,26895.29,96.71
2023-01-10 02:00:00,21387.04,26949.3,95.14
2023-01-10 03:00:00,21436.96,26730.67,90.36
2023-01-10 04:00:00,21987,27220.96,95.61
2023-01-10 05:00:00,23971.59,26939.54,108.6
2023-01-10 06:00:00,27326.64,26815.69,138.13
2023-01-10 07:00:00,28344.06,26458,154.73
2023-01-10 08:00:00,29251.7,25805.84,165.33
2023-01-10 09:00:00,29450.16,28012.87,160.42
2023-01-10 10:00:00,29127.72,30880.56,154.73
2023-01-10 11:00:00,29095.42,33010.7,146.45
2023-01-10 12:00:00,29110.93,33771.63,141.22
2023-01-10 13:00:00,29265.4,33580.19,141.68
2023-01-10 14:00:00,29362.63,31570.09,145.41
2023-01-10 15:00:00,29829.42,30002.19,145.92
2023-01-10 16:00:00,29370.64,31057.8,140.5
2023-01-10 17:00:00,29543.47,34072.39,146.34
2023-01-10 18:00:00,28905.06,37416.52,140.45
2023-01-10 19:00:00,27474.2,38623.31,124.44
2023-01-10 20:00:00,24725.49,41222.16,106.15
2023-01-10 21:00:00,21478.65,42482.24,86.53
2023-01-10 22:00:00,19295.41,42512.06,81.3
2023-01-10 23:00:00,16951.41,42863.17,42.96
2023-01-11 00:00:00,15746.63,40873,5
2023-01-11 01:00:00,14526.95,40391.87,0.16
2023-01-11 02:00:00,14404.57,41007.56,0.08
2023-01-11 03:00:00,14173.14,39885.67,0.01
2023-01-11 04:00:00,14182.65,40689.56,0.04
2023-01-11 05:00:00,14504.76,43555.72,2.75
2023-01-11 06:00:00,16508.76,44669.81,57.88
2023-01-11 07:00:00,21921.52,41953.16,91.11
2023-01-11 08:00:00,25455.33,38595.77,127.44
2023-01-11 09:00:00,25979.28,37416.01,129.74
2023-01-11 10:00:00,26199.31,37029.4,131.71
2023-01-11 11:00:00,26497.11,36475.82,130.02
2023-01-11 12:00:00,26315.66,36497.13,117.47
2023-01-11 13:00:00,25647.53,37057.55,110.54
2023-01-11 14:00:00,25753.7,36518.48,115.74
2023-01-11 15:00:00,25893.72,35249.57,117.7
2023-01-11 16:00:00,26165.66,35046.97,119.2
2023-01-11 17:00:00,25820.64,36722.38,132.39
2023-01-11 18:00:00,25585.01,39014.68,132.88
2023-01-11 19:00:00,24377.39,41183.39,127.8
2023-01-11 20:00:00,21690.08,42030.18,114.56
2023-01-11 21:00:00,18364.93,43239,93.47
2023-01-11 22:00:00,16153.27,44437.18,91.71
2023-01-11 23:00:00,14188.77,45983.56,68.54
2023-01-12 00:00:00,13084.95,47866.87,19.88
2023-01-12 01:00:00,12682.47,46916.1,5.55
2023-01-12 02:00:00,13042.87,45300.86,4.69
2023-01-12 03:00:00,12615.62,45304.31,0.1
2023-01-12 04:00:00,12501.25,45187.21,2.03
2023-01-12 05:00:00,12669.02,47625.99,24.94
2023-01-12 06:00:00,13874.18,49625.33,85.72
2023-01-12 07:00:00,16059.07,50911.85,111.55
2023-01-12 08:00:00,16807.2,52040.66,106.83
2023-01-12 09:00:00,16578.78,53761.95,97.83
2023-01-12 10:00:00,16374.6,55513.42,84.74
2023-01-12 11:00:00,16721.65,56374.12,87.38
2023-01-12 12:00:00,16350.41,55923.58,75.88
2023-01-12 13:00:00,15997.03,55317.19,81.84
2023-01-12 14:00:00,16278.05,53466.21,88.2
2023-01-12 15:00:00,16913.19,49848.72,95.18
2023-01-12 16:00:00,17034.22,46920.59,99.08
2023-01-12 17:00:00,18041.34,46648.78,112.01
2023-01-12 18:00:00,18206.62,48007.62,119.49
2023-01-12 19:00:00,17440.34,49480.56,100.79
2023-01-12 20:00:00,16083.38,50332.44,99.35
2023-01-12 21:00:00,14885.33,51105,84.77
2023-01-12 22:00:00,13520.69,50267.45,70.43
2023-01-12 23:00:00,12467.66,50226.69,39.57
2023-01-13 00:00:00,12065.93,49504.49,32.64
2023-01-13 01:00:00,11624.55,49076.75,16.99
2023-01-13 02:00:00,11287.35,48012.7,9
2023-01-13 03:00:00,11070.16,47775.32,2.02
2023-01-13 04:00:00,10957.07,46073.97,2.61
2023-01-13 05:00:00,11444.37,46521.63,25.26
2023-01-13 06:00:00,12092.98,46749.32,54.74
2023-01-13 07:00:00,13301.42,46511.18,87.88
2023-01-13 08:00:00,14435.86,46541.8,105.95
2023-01-13 09:00:00,14720.61,47569.63,100.64
2023-01-13 10:00:00,15408.92,50753.38,94.85
2023-01-13 11:00:00,14773.59,54429.4,84.93
2023-01-13 12:00:00,13951.78,56958.41,76.53
2023-01-13 13:00:00,14029.36,57084.72,70.24
2023-01-13 14:00:00,13717.29,55208.32,73.55
2023-01-13 15:00:00,14724.74,52565.87,79.85
2023-01-13 16:00:00,15561.93,50614.33,85.31
2023-01-13 17:00:00,16497.95,50217.77,96.9
2023-01-13 18:00:00,16687.85,51010.27,96.97
2023-01-13 19:00:00,17336.81,49986.64,95.91
2023-01-13 20:00:00,16754.32,48854.44,84.94
2023-01-13 21:00:00,15947.29,47938.65,76.89
2023-01-13 22:00:00,14763.46,46543.81,76.51
2023-01-13 23:00:00,13646.29,45501,68.3
2023-01-14 00:00:00,12302.21,45552.82,25.68
2023-01-14 01:00:00,11741.43,44308.73,34.62
2023-01-14 02:00:00,10983.56,43736,44.7
2023-01-14 03:00:00,10409.18,42699.76,41.23
2023-01-14 04:00:00,10467.45,40903.3,40.7
2023-01-14 05:00:00,10585.15,38797.91,40.68
2023-01-14 06:00:00,10687.18,37160.56,45.1
2023-01-14 07:00:00,10744.56,37302.72,53.14
2023-01-14 08:00:00,10707.01,39562.52,52.34
2023-01-14 09:00:00,10675.57,43295.56,54.16
2023-01-14 10:00:00,10718.34,47213.37,50.47
2023-01-14 11:00:00,10742.45,49729.82,55.01
2023-01-14 12:00:00,10899.87,51218.51,48.91
2023-01-14 13:00:00,10548.2,51834.88,25.25
2023-01-14 14:00:00,10410.2,52151.25,13.42
2023-01-14 15:00:00,10720.12,52721.36,9.05
2023-01-14 16:00:00,11106.22,53347.82,9.04
2023-01-14 17:00:00,11713.46,53579.06,11.04
2023-01-14 18:00:00,11687.71,54552.42,13.69
2023-01-14 19:00:00,11591.52,54594.6,6.84
2023-01-14 20:00:00,11578.77,53084.46,9.03
2023-01-14 21:00:00,11401.74,51810.03,9.07
2023-01-14 22:00:00,11202.85,49739.91,5.9
2023-01-14 23:00:00,10941.59,47940.85,5.19
