Datum (MEZ),Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh)
2020-11-16 00:00:00,11676.62,39182.34,-0.55
2020-11-16 01:00:00,11584.19,38188.15,0.04
2020-11-16 02:00:00,11310.58,37485.25,-1.95
2020-11-16 03:00:00,11145.14,37471.93,-5.29
2020-11-16 04:00:00,11617.52,37740.17,-1.52
2020-11-16 05:00:00,13188.97,38856.56,0.59
2020-11-16 06:00:00,17283.05,40395.32,25.11
2020-11-16 07:00:00,20656.09,40348.7,41.43
2020-11-16 08:00:00,23347.84,40563.82,42.83
2020-11-16 09:00:00,23783.8,41964.11,41.04
2020-11-16 10:00:00,23514.48,44359.44,35.05
2020-11-16 11:00:00,23353.18,46103.03,30.85
2020-11-16 12:00:00,23433.64,45495.62,29.38
2020-11-16 13:00:00,24455.81,42633.55,35.03
2020-11-16 14:00:00,25515.98,38633.16,41.28
2020-11-16 15:00:00,26699.07,34388.4,42.89
2020-11-16 16:00:00,27529.36,32453.05,44.87
2020-11-16 17:00:00,28465.7,32364.44,46.61
2020-11-16 18:00:00,28695.29,32297.47,50.99
2020-11-16 19:00:00,28612.58,32312.12,47.63
2020-11-16 20:00:00,27499.36,32144.49,38.17
2020-11-16 21:00:00,26468.7,32324.83,35.59
2020-11-16 22:00:00,25328.36,31699.04,32.76
2020-11-16 23:00:00,23312.76,30779.74,30.94
2020-11-17 00:00:00,21716.68,30093.96,32.05
2020-11-17 01:00:00,21356.11,30067.03,32.03
2020-11-17 02:00:00,20137.01,29591.26,28.88
2020-11-17 03:00:00,19961.13,28515.16,25.27
2020-11-17 04:00:00,20758.66,28344.06,25.42
2020-11-17 05:00:00,23749.69,28912.26,30.3
2020-11-17 06:00:00,26925.67,30849.63,37.09
2020-11-17 07:00:00,28652.77,32202.97,42.2
2020-11-17 08:00:00,29496.91,34134.24,45.43
2020-11-17 09:00:00,29944.19,36960.85,44.7
2020-11-17 10:00:00,29766.96,40066.7,41.29
2020-11-17 11:00:00,29368.38,41689.06,41.63
2020-11-17 12:00:00,28936.1,41445.28,40.85
2020-11-17 13:00:00,29774.43,40446.55,40.02
2020-11-17 14:00:00,29803.27,38246.62,42.34
2020-11-17 15:00:00,29969.88,35122.2,43.28
2020-11-17 16:00:00,30409.71,33956.97,43.8
2020-11-17 17:00:00,31030.41,33908.45,47.25
2020-11-17 18:00:00,31214.74,33694.29,50
2020-11-17 19:00:00,30901.36,33422.36,47.51
2020-11-17 20:00:00,30085.99,33341.49,43.83
2020-11-17 21:00:00,28907.42,32296.59,36.6
2020-11-17 22:00:00,28616.87,30493.31,37.2
2020-11-17 23:00:00,26833.79,29163.96,34.36
2020-11-18 00:00:00,23794.55,28069.58,32.77
2020-11-18 01:00:00,22867.39,27069.36,31.68
2020-11-18 02:00:00,22430.72,26286.27,30.89
2020-11-18 03:00:00,22190.43,25800.61,29.53
2020-11-18 04:00:00,22051.58,25497.52,28.93
2020-11-18 05:00:00,24297.13,25000.94,32.68
2020-11-18 06:00:00,28336.28,25192.67,39.03
2020-11-18 07:00:00,30054.12,25760.47,46.07
2020-11-18 08:00:00,29757.76,27913.89,48.39
2020-11-18 09:00:00,29287.42,31480.95,45.98
2020-11-18 10:00:00,28699.17,34615.03,43.86
2020-11-18 11:00:00,27984.67,37788.57,42.12
2020-11-18 12:00:00,26659.17,38533.54,36.75
2020-11-18 13:00:00,27137.58,36433.83,39.95
2020-11-18 14:00:00,27844.6,32858.16,42.55
2020-11-18 15:00:00,28552.31,28739.21,43.16
2020-11-18 16:00:00,29098.1,29112.07,44.75
2020-11-18 17:00:00,29759.74,33196.93,46.94
2020-11-18 18:00:00,29948.58,36726.25,44.9
2020-11-18 19:00:00,28629.89,38954.77,40.46
2020-11-18 20:00:00,25447.8,40235.63,32.37
2020-11-18 21:00:00,21437.59,40986.51,22.47
2020-11-18 22:00:00,19401.54,40493.96,25.8
2020-11-18 23:00:00,17663.85,40980.1,0.49
2020-11-19 00:00:00,15443.78,41046.9,3.03
