,Datum,Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh),temperature_2m_max,temperature_2m_min,temperature_2m_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max
0,2020-01-01,468837.03,441093.57,34.964166666666664,2.4919999,-6.008,-1.8871669,29737.658,23955.645,0.0,0.0,0.0,9.028754,18.0
1,2020-01-02,505002.46,605620.76,38.869166666666665,5.492,-3.358,1.7107501,29806.922,21600.0,0.3,0.3,0.0,21.566975,43.92
2,2020-01-03,427798.33,968577.88,26.11125,5.192,2.5419998,3.3940837,29881.408,2552.6797,3.4,3.2,0.14,27.397867,56.519997
3,2020-01-04,411321.39999999997,987041.46,20.322916666666668,2.842,-0.45799997,1.1232499,29960.994,22577.332,0.2,0.2,0.0,20.929594,45.36
4,2020-01-05,508187.8,514534.0,35.5525,3.192,-3.5080001,-0.32050005,30045.52,24541.53,0.0,0.0,0.0,10.163227,21.96
5,2020-01-06,642899.08,603746.09,38.134166666666665,2.142,-3.558,-0.018416548,30134.854,0.0,0.4,0.4,0.0,11.928989,24.119999
6,2020-01-07,744675.06,678045.61,40.52375,2.9919999,-0.8579999,1.21075,30228.84,0.0,1.3,1.3,0.0,9.449572,20.16
7,2020-01-08,744989.3,758546.49,33.581250000000004,6.542,2.592,4.3045,30327.334,5210.62,1.6000001,1.6000001,0.0,12.303366,24.48
8,2020-01-09,677095.1,727855.02,36.248333333333335,8.992001,2.942,6.2128334,30430.186,19675.104,1.4000001,1.4000001,0.0,15.328561,30.960001
9,2020-01-10,657416.93,815878.37,34.79958333333333,5.342,-0.80799997,2.875333,30537.254,11127.82,1.4000001,1.4000001,0.0,17.811815,37.44
10,2020-01-11,572021.32,727147.7,31.855833333333333,4.292,-3.0080001,-0.3975834,30648.395,20029.615,0.0,0.0,0.0,10.233123,23.4
11,2020-01-12,412241.19,982066.01,22.6375,2.392,-0.55799997,1.2024165,30763.459,0.0,0.2,0.2,0.0,10.703569,21.96
12,2020-01-13,691466.79,653957.79,37.68,5.3919997,-1.808,1.03575,30882.506,21575.455,0.0,0.0,0.0,14.241629,31.319998
13,2020-01-14,481688.37,1118377.74,23.355416666666667,5.292,-1.058,1.1836667,31006.871,26273.613,0.0,0.0,0.0,14.458382,28.44
14,2020-01-15,479511.53,1077928.6,24.959999999999997,6.1419997,-1.308,2.2378333,31136.562,20261.395,0.2,0.2,0.0,10.44,19.8
15,2020-01-16,679178.75,694046.9,38.17,3.4919999,-2.5080001,0.11908326,31271.307,25607.344,0.3,0.3,0.0,10.30883,24.84
16,2020-01-17,664758.83,797974.43,36.895,4.692,0.041999996,2.5336664,31410.826,8195.466,0.8000001,0.8000001,0.0,12.6462,27.0
17,2020-01-18,589456.65,721567.68,31.847916666666666,2.842,-1.208,0.18575002,31554.863,8706.287,0.4,0.0,0.28,10.30883,22.68
18,2020-01-19,621767.71,481595.16,33.8925,4.342,-3.7080002,-0.026750067,31703.14,25751.621,0.0,0.0,0.0,9.028754,19.44
19,2020-01-20,951282.54,434619.63,44.53375,3.0419998,-4.808,-2.124667,31855.39,27233.918,0.0,0.0,0.0,7.729527,12.959999
20,2020-01-21,954013.55,603469.44,41.597500000000004,1.092,-5.758,-2.1205003,32011.37,21891.113,0.0,0.0,0.0,8.39657,19.08
21,2020-01-22,1039493.22,439948.36,45.90208333333334,3.442,-5.158,-1.1934166,32170.818,24427.785,0.0,0.0,0.0,9.0,20.519999
22,2020-01-23,1085335.81,308342.3,51.5375,1.592,-4.958,-2.085084,32333.48,19454.076,0.0,0.0,0.0,7.9036193,18.72
23,2020-01-24,1062287.93,419899.31,50.244166666666665,3.0419998,-3.558,-0.12466669,32499.13,9402.3545,0.0,0.0,0.0,6.9527545,14.04
24,2020-01-25,888754.52,375213.69,40.35,2.5419998,-1.058,0.2045,32667.518,0.0,0.70000005,0.70000005,0.0,9.904906,22.319998
25,2020-01-26,661723.62,436550.23,33.889583333333334,7.192,-1.158,1.9024166,32838.418,15287.904,0.3,0.3,0.0,12.287555,26.28
26,2020-01-27,686986.67,761511.18,37.48833333333334,5.342,0.842,3.5440834,33011.594,10235.713,7.6000004,7.0,0.42000002,32.44996,77.76
27,2020-01-28,492391.39,1005785.8300000001,31.61,3.942,-0.258,1.5086665,33186.832,13033.4,2.6,0.39999998,1.5400001,26.28986,56.519997
28,2020-01-29,501450.89,1048630.44,33.22416666666667,7.3919997,0.09200001,3.7357502,33363.918,17274.314,0.8,0.70000005,0.07,21.2522,57.6
29,2020-01-30,477082.84,1047873.42,32.82041666666667,11.292001,5.692,9.698251,33542.633,1620.7651,4.5,4.5,0.0,25.277023,52.92
30,2020-01-31,398293.03,1097995.93,22.483333333333334,14.042001,8.042,10.267001,33722.77,19831.105,8.200001,8.200001,0.0,26.299719,58.679996
31,2020-02-01,274378.08,1114299.07,6.835,11.342,4.942,8.292,33904.133,992.1434,9.099999,9.099999,0.0,31.810638,66.24
32,2020-02-02,326095.73,775360.26,16.987916666666667,9.742001,6.192,7.7920003,34086.81,14260.454,9.500003,9.500003,0.0,28.47643,59.039997
33,2020-02-03,445085.94,865936.14,27.657916666666665,9.942,0.792,3.6378329,34272.598,27283.863,15.599999,14.800001,0.56,33.847656,70.56
34,2020-02-04,501414.16000000003,910102.36,27.875416666666666,3.5419998,-2.908,1.1149164,34461.65,16692.896,0.6,0.0,0.42000002,27.333935,57.239998
35,2020-02-05,742586.86,653154.75,36.19916666666666,3.142,-2.7580001,-0.16008341,34653.703,18111.04,0.0,0.0,0.0,11.304229,25.919998
36,2020-02-06,877473.15,552469.55,36.919583333333335,3.342,-1.8579999,0.31491667,34848.52,12798.761,0.0,0.0,0.0,9.346143,20.880001
37,2020-02-07,826639.15,488522.61,36.68666666666667,4.8919997,-2.7080002,-0.020500064,35045.86,30951.543,0.0,0.0,0.0,11.113451,28.44
38,2020-02-08,479135.15,705660.46,28.050416666666667,10.442,-1.9580001,3.92325,35245.477,29991.25,0.0,0.0,0.0,25.045238,51.48
39,2020-02-09,275924.43,1079053.75,1.5662500000000001,12.392,2.7919998,8.041999,35447.16,25850.809,9.799999,9.4,0.28,45.09063,119.88
40,2020-02-10,342716.96,1183461.39,7.881666666666667,5.242,2.292,3.6774168,35650.676,30290.291,7.2,4.3,2.03,34.471764,90.0
41,2020-02-11,351153.81,1257586.2,11.62,3.892,0.542,2.0815833,35855.812,21761.479,3.0,0.6,1.6800001,31.328272,78.479996
42,2020-02-12,394610.42,1175724.1400000001,19.46125,6.8919997,-1.258,2.3482502,36062.355,13102.957,5.8999996,5.0,0.63,20.858265,56.16
43,2020-02-13,559676.12,819684.8,37.58875,6.092,2.392,4.3711667,36270.094,7468.028,4.6,4.6,0.0,23.491207,50.76
44,2020-02-14,663006.5,491969.78,36.03458333333334,8.942,0.742,4.046167,36478.836,28652.502,0.0,0.0,0.0,12.768586,28.08
45,2020-02-15,322473.71,952264.62,20.436249999999998,13.442,2.4919999,7.821167,36688.38,14003.176,0.1,0.1,0.0,16.343367,36.36
46,2020-02-16,252739.69,1152357.76,-8.274166666666668,13.092,6.092,8.96075,36898.535,4867.24,8.900001,8.900001,0.0,20.633371,45.0
47,2020-02-17,367994.93,1073282.98,18.246666666666666,6.992,2.292,4.8753333,37109.113,29185.44,0.6,0.6,0.0,27.804028,59.399998
48,2020-02-18,367162.22,1170720.08,21.86708333333333,5.092,0.592,3.0378335,37319.934,14438.764,2.3999999,2.0,0.28,23.598541,52.56
49,2020-02-19,420966.41,1039017.51,30.910833333333333,6.6419997,0.342,3.089917,37530.81,861.8113,0.9000001,0.5,0.28,11.885453,26.28
50,2020-02-20,423317.83,960903.82,28.677083333333332,5.942,1.942,3.9253333,37741.57,18000.0,2.1000001,2.1000001,0.0,36.102455,75.24
51,2020-02-21,344205.9,1129982.15,24.327916666666667,12.042001,1.042,6.889916,37952.035,32421.809,0.5,0.5,0.0,22.461807,46.079998
52,2020-02-22,243166.11,1236952.5,-1.50875,12.292001,7.1419997,9.300334,38162.316,0.0,7.4,7.4,0.0,38.60234,82.439995
53,2020-02-23,238573.42,1063868.87,6.952500000000001,8.692,2.642,4.7274165,38374.17,0.0,3.3000004,3.3000004,0.0,27.971327,66.6
54,2020-02-24,391664.02,874209.13,28.485833333333332,9.092,4.992,7.383667,38587.805,4544.8833,6.1,6.1,0.0,20.858265,45.36
55,2020-02-25,421191.46,1085359.56,24.10166666666667,4.292,0.742,2.5086665,38803.043,30077.418,5.3999996,1.3000001,2.8700001,29.59235,66.6
56,2020-02-26,565027.42,693951.09,31.67125,5.092,0.14199999,1.6440834,39019.7,2379.8032,15.299999,0.6999999,10.22,22.545315,47.16
57,2020-02-27,686191.91,552006.51,38.442083333333336,3.592,-1.058,1.4086666,39237.61,15059.861,2.2,0.0,1.5400001,29.024128,60.839996
58,2020-02-28,551907.2,894168.9,31.040000000000003,9.342,0.542,4.881583,39456.61,19157.672,6.4999995,5.9999995,0.35,21.67786,48.6
59,2020-02-29,283030.01,1109969.4,8.910416666666666,10.192,4.192,6.6815834,39676.527,32919.94,0.5,0.5,0.0,23.424908,53.28
60,2020-03-01,296020.32,1012990.35,7.140416666666667,10.092,0.89199996,6.0607505,39897.2,28127.035,2.4999998,2.4999998,0.0,22.870626,49.32
61,2020-03-02,675190.08,563391.58,33.17916666666667,6.292,0.592,3.850333,40118.48,3508.5598,3.3999999,3.3999999,0.0,25.537172,55.44
62,2020-03-03,808372.4,528377.96,36.24916666666667,5.6419997,-2.4580002,1.0711666,40340.2,23147.893,1.5000001,1.3000001,0.14,18.0036,39.6
63,2020-03-04,836681.8,490111.48,39.61083333333333,6.592,-2.908,2.47325,40562.21,9374.747,7.4,7.4,0.0,16.071491,33.12
64,2020-03-05,732841.86,580726.98,36.071666666666665,7.192,2.9919999,5.1565833,40784.355,10301.156,3.1999998,3.1999998,0.0,22.38378,52.56
65,2020-03-06,581543.39,772137.36,30.477500000000003,5.542,0.89199996,3.0545003,41006.492,22169.666,1.6000001,1.6000001,0.0,20.780453,44.639996
66,2020-03-07,488329.85,650416.31,29.08875,8.792001,-0.55799997,4.064917,41228.465,30559.934,0.0,0.0,0.0,14.021525,33.839996
67,2020-03-08,318036.28,883351.4,17.106666666666666,8.892,2.142,4.9128337,41450.13,16194.733,1.3000001,1.3000001,0.0,16.071491,36.0
68,2020-03-09,600054.52,590890.23,37.11333333333334,8.442,1.242,4.0107503,41671.336,0.0,13.199999,13.199999,0.0,24.379204,49.68
69,2020-03-10,417567.25,1129297.7,23.249583333333334,13.142,8.892,10.881584,41891.94,0.0,4.1999993,4.1999993,0.0,31.569351,64.799995
70,2020-03-11,385509.32,1013950.98,22.6875,15.492001,7.542,10.775333,42111.793,25200.0,1.0,1.0,0.0,31.883888,68.03999
71,2020-03-12,336082.95,1211373.53,12.23625,8.792001,2.942,5.856583,42330.75,38619.3,0.9,0.9,0.0,31.780067,68.76
72,2020-03-13,372641.64,1092172.64,16.537499999999998,7.992,-1.258,3.8378336,42548.914,27988.816,0.1,0.1,0.0,10.028439,20.880001
73,2020-03-14,393557.3,562961.42,30.267083333333332,10.442,-0.358,4.3940835,42767.9,38820.938,0.0,0.0,0.0,16.375053,37.8
74,2020-03-15,297794.65,966167.08,4.648333333333333,16.292,-0.007999986,7.5836663,42987.895,38916.05,0.0,0.0,0.0,10.365251,24.48
75,2020-03-16,598054.61,568842.86,31.190833333333334,13.892,4.592,8.412834,43208.785,16291.353,2.0,2.0,0.0,11.304229,28.8
76,2020-03-17,623198.66,586541.67,28.182916666666667,15.892,2.592,9.339917,43430.426,32935.027,0.0,0.0,0.0,9.0645685,21.96
77,2020-03-18,536347.98,719845.16,26.41875,17.192,3.342,10.106585,43652.68,39240.375,0.0,0.0,0.0,9.3876505,18.72
78,2020-03-19,646936.66,383653.16,28.690833333333334,16.442,4.492,9.8045,43875.43,37257.79,1.4000001,1.4000001,0.0,14.773164,29.88
79,2020-03-20,543355.08,527855.23,25.135416666666668,6.242,0.89199996,3.6503332,44098.527,0.0,5.999999,5.999999,0.0,24.490585,50.399998
80,2020-03-21,266777.93,944361.54,10.736666666666666,3.592,-2.858,0.10658338,44321.848,37096.848,0.0,0.0,0.0,20.345573,46.8
81,2020-03-22,260187.93,969434.27,-0.9470833333333335,4.192,-5.008,-0.63091666,44545.258,40696.934,0.0,0.0,0.0,16.394829,39.6
82,2020-03-23,348488.5,893104.81,16.982916666666664,5.8919997,-4.808,0.11491678,44768.625,41002.812,0.0,0.0,0.0,17.298738,39.6
83,2020-03-24,423642.77999999997,827900.17,20.451666666666664,6.742,-3.908,1.1524167,44991.812,41133.78,0.0,0.0,0.0,23.78453,54.719997
84,2020-03-25,455915.48,828957.22,23.06125,8.542001,-2.2580001,3.3336668,45214.688,41125.83,0.0,0.0,0.0,25.14852,55.079998
85,2020-03-26,434197.56,816459.27,22.229166666666668,16.192,3.5419998,9.1545,45437.113,41307.242,0.0,0.0,0.0,20.06334,45.0
86,2020-03-27,420507.38,780961.57,21.548333333333332,16.741999,3.442,9.412834,45658.957,40580.004,0.0,0.0,0.0,15.39184,34.2
87,2020-03-28,303909.21,766408.38,14.241666666666667,8.792001,1.592,4.5169997,45880.074,27949.688,0.0,0.0,0.0,19.05281,40.32
88,2020-03-29,246757.5,872634.41,4.222608695652174,5.242,-3.658,0.792,46100.33,41880.33,0.0,0.0,0.0,18.899143,39.96
89,2020-03-30,449685.0,644529.65,23.320000000000004,4.842,-3.308,0.6024167,46319.58,34921.477,0.2,0.0,0.14,12.904882,31.68
90,2020-03-31,526652.46,494009.02,25.17,7.842,-4.258,1.2274166,46537.676,42282.527,0.0,0.0,0.0,11.043261,19.08
91,2020-04-01,458109.62,679186.91,23.360833333333332,11.892,-3.408,3.6565835,46754.473,42497.637,0.0,0.0,0.0,10.446206,24.119999
92,2020-04-02,399346.83,826079.8,19.951666666666664,9.942,-0.55799997,4.5836663,46970.06,26691.316,0.0,0.0,0.0,13.53236,31.319998
93,2020-04-03,379615.81,764406.05,22.532916666666665,12.642,-0.10800001,7.3128324,47185.938,34268.914,0.0,0.0,0.0,10.685391,20.880001
94,2020-04-04,346684.73,539686.11,20.145416666666666,15.192,2.392,9.069083,47402.324,43194.008,0.0,0.0,0.0,17.208603,39.96
95,2020-04-05,221848.79,896473.16,2.6816666666666666,18.741999,2.4919999,10.762834,47619.09,43442.87,0.0,0.0,0.0,11.269782,27.359999
96,2020-04-06,288114.68,808755.9,17.335416666666667,21.042,2.892,12.437833,47836.094,43699.22,0.0,0.0,0.0,12.904882,28.8
97,2020-04-07,399758.91,555851.95,23.539583333333336,20.792,6.242,13.454498,48053.215,44074.484,0.0,0.0,0.0,11.212135,20.880001
98,2020-04-08,412692.22,549345.55,26.512083333333333,20.692,4.492,13.439916,48270.312,40989.297,0.0,0.0,0.0,11.923557,28.08
99,2020-04-09,418792.68,542420.09,23.510416666666668,20.241999,8.642,13.946166,48487.258,43659.13,0.0,0.0,0.0,14.182355,30.960001
100,2020-04-10,296009.94,493433.82,23.13875,18.792,5.1419997,12.169083,48703.918,44867.582,0.0,0.0,0.0,10.495713,19.8
101,2020-04-11,278387.22,490347.46,20.855833333333333,21.741999,4.692,13.602416,48920.14,44388.543,0.0,0.0,0.0,13.779114,28.44
102,2020-04-12,249053.32,550164.77,12.450000000000001,18.491999,2.842,10.452417,49135.797,30237.248,6.9,6.9,0.0,19.486609,51.48
103,2020-04-13,204282.71,875000.49,-15.96625,6.8919997,-0.70799994,3.2774165,49350.727,38137.117,0.0,0.0,0.0,16.904673,41.760002
104,2020-04-14,276643.31,705582.19,19.900000000000002,14.692,-2.5080001,6.908667,49564.79,45242.484,0.0,0.0,0.0,9.793059,18.0
105,2020-04-15,283233.69,729619.73,20.170833333333334,21.092,1.292,11.685749,49777.83,45329.785,0.0,0.0,0.0,13.276144,31.319998
106,2020-04-16,359550.17,564126.03,25.316666666666666,22.241999,7.292,14.975331,49989.69,45458.312,0.0,0.0,0.0,12.324414,34.56
107,2020-04-17,384315.01,489051.45,27.77,20.592,8.492001,14.716999,50200.22,39728.117,0.0,0.0,0.0,9.726665,25.199999
108,2020-04-18,287425.02,584597.32,20.234583333333333,15.742001,8.642,11.952418,50409.23,40997.492,1.5999999,1.5999999,0.0,20.456745,45.36
109,2020-04-19,249926.27,794927.46,7.410833333333334,15.592,4.942,10.275333,50616.582,46152.79,0.0,0.0,0.0,26.552288,58.679996
110,2020-04-20,236063.02,1053472.23,2.4416666666666664,17.192,5.742,11.512833,50822.08,46358.227,0.0,0.0,0.0,27.77838,61.920002
111,2020-04-21,218578.73,1151305.34,-16.149583333333336,18.491999,6.242,12.423251,51025.555,46784.586,0.0,0.0,0.0,22.91026,51.839996
112,2020-04-22,235970.0,1001110.1,7.87625,19.292,6.342,12.7024145,51227.055,46906.465,0.0,0.0,0.0,14.764389,35.64
113,2020-04-23,361605.48,586362.51,27.756249999999998,20.542,4.742,13.369083,51428.055,42174.676,0.0,0.0,0.0,20.780453,45.719997
114,2020-04-24,307238.54,723863.87,20.65041666666667,15.792001,6.742,11.558667,51628.74,47138.465,0.0,0.0,0.0,14.386494,33.12
115,2020-04-25,264666.58,596835.21,16.862083333333334,17.892,2.2419999,10.93575,51828.957,47763.37,0.0,0.0,0.0,8.089993,21.24
116,2020-04-26,300177.36,452979.25,18.889166666666664,20.192,4.142,12.552418,52028.56,46556.008,1.6,1.6,0.0,14.003029,37.8
117,2020-04-27,425528.43,487146.71,25.499583333333334,19.592,8.242001,14.014915,52227.387,30358.13,0.2,0.2,0.0,13.698934,33.12
118,2020-04-28,478238.35,447452.25,25.060000000000002,15.692,8.942,11.948251,52425.29,21902.914,2.7999997,2.7999997,0.0,18.556595,40.68
119,2020-04-29,457451.36,492526.17,23.052916666666665,16.642,6.592,11.402416,52622.09,18838.312,2.4,2.4,0.0,19.95972,51.12
120,2020-04-30,309166.84,737659.17,20.004166666666666,15.742001,7.042,10.752418,52817.633,39760.31,2.1,2.1,0.0,18.39878,46.44
121,2020-05-01,228457.36000000002,724489.47,6.53125,14.042001,5.8919997,9.300334,53011.746,44182.97,0.7,0.7,0.0,26.302181,59.399998
122,2020-05-02,228017.21,662955.08,12.47375,14.442,4.942,9.960752,53204.242,41568.695,0.6,0.6,0.0,15.111424,36.36
123,2020-05-03,254071.47999999998,495521.98,14.055416666666666,17.692,6.3919997,10.864918,53394.95,31095.623,3.2000003,3.2000003,0.0,15.463246,39.6
124,2020-05-04,414582.01,485496.96,26.37708333333333,13.742001,3.842,8.63575,53583.67,43371.113,0.0,0.0,0.0,17.399586,38.88
125,2020-05-05,394821.2,612635.73,21.71875,12.592,0.392,7.7503343,53770.23,31201.15,0.0,0.0,0.0,11.620809,29.88
126,2020-05-06,379336.59,677053.15,21.486666666666665,19.042,4.042,11.829499,53954.418,49592.47,0.0,0.0,0.0,12.10157,30.599998
127,2020-05-07,405584.15,571245.88,23.830416666666665,23.792,6.592,15.489918,54136.035,42407.285,0.0,0.0,0.0,10.739832,25.199999
128,2020-05-08,416549.17,497537.2,23.782916666666665,23.092,10.942,16.527414,54314.87,33598.04,0.2,0.2,0.0,10.538843,23.4
129,2020-05-09,334696.89,449108.49,21.98375,20.692,10.942,16.267,54490.723,32440.865,2.8000002,2.8000002,0.0,11.298495,30.599998
130,2020-05-10,250810.11,586035.4,12.579583333333334,17.542,2.7419999,9.346168,54663.363,8644.251,22.400002,21.000002,0.97999996,27.345785,60.839996
131,2020-05-11,267711.22000000003,898727.42,14.069166666666668,11.192,-0.908,6.242,54832.566,48063.402,0.0,0.0,0.0,15.941944,33.48
132,2020-05-12,367182.04,693669.04,22.273750000000003,13.742001,0.69200003,7.9795003,54998.33,29509.71,3.3000002,3.3000002,0.0,11.177405,21.24
133,2020-05-13,474045.7,507312.87,29.758333333333336,13.142,6.592,9.858667,55161.97,22089.39,2.8999996,2.8999996,0.0,16.135872,33.12
134,2020-05-14,440338.13,567760.09,22.78625,13.792001,6.792,10.619084,55323.633,18084.49,0.0,0.0,0.0,17.87718,39.6
135,2020-05-15,374312.57,666961.98,21.08375,17.642,4.242,11.606583,55483.152,50009.855,0.0,0.0,0.0,11.928989,27.72
136,2020-05-16,276683.77,717373.08,16.955833333333334,18.241999,4.342,12.414917,55640.363,49509.17,0.0,0.0,0.0,13.53236,32.760002
137,2020-05-17,247741.13,749384.35,9.462916666666667,21.342,4.742,14.214917,55795.105,50613.145,0.0,0.0,0.0,10.587918,25.919998
138,2020-05-18,341323.81,705410.56,19.7425,23.842,8.892,17.056583,55947.2,43884.57,0.0,0.0,0.0,15.941944,37.079998
139,2020-05-19,392333.03,598178.6,23.687083333333334,18.442,10.342,14.860749,56096.477,28437.871,0.0,0.0,0.0,13.202726,30.239998
140,2020-05-20,463952.3,403736.97,32.05166666666667,22.342,9.342,16.089918,56242.75,49047.96,0.0,0.0,0.0,11.966954,28.08
141,2020-05-21,289624.77,508790.92,19.579583333333332,23.292,9.642,17.087833,56385.848,28050.275,2.4,2.4,0.0,11.183201,29.88
142,2020-05-22,266622.23,649187.58,18.8325,18.241999,8.842,14.183667,56525.58,9832.799,10.7,10.7,0.0,19.95972,42.839996
143,2020-05-23,223836.43,722238.05,10.264999999999999,15.492001,7.942,11.977418,56661.76,42847.934,0.90000004,0.90000004,0.0,26.33911,57.239998
144,2020-05-24,205203.09,858451.6,-26.13083333333333,15.842,9.292001,12.398251,56794.188,38234.812,1.3000001,1.3000001,0.0,24.967497,55.44
145,2020-05-25,325513.56,742776.91,18.630416666666665,16.741999,6.592,12.306584,56922.668,50186.664,0.1,0.1,0.0,14.654254,33.48
146,2020-05-26,461889.52,451698.27999999997,27.425,19.392,6.942,14.277417,57047.023,45625.96,0.0,0.0,0.0,10.365251,27.359999
147,2020-05-27,389431.75,562615.71,22.89708333333333,17.991999,9.192,13.244084,57167.043,28987.336,1.8,1.8,0.0,20.65848,46.079998
148,2020-05-28,352235.85,676761.1,20.41208333333333,17.991999,5.3919997,12.421166,57282.52,46618.023,0.5,0.5,0.0,15.30741,35.64
149,2020-05-29,352187.14,566424.66,22.692083333333333,16.892,7.042,12.431583,57393.25,35450.555,0.1,0.1,0.0,18.59845,42.839996
150,2020-05-30,220504.13,642300.56,12.536666666666667,16.892,6.592,12.750335,57499.043,40884.883,0.0,0.0,0.0,17.533146,40.32
151,2020-05-31,212432.84,706469.13,1.6612500000000006,24.542,9.442,16.958666,57599.684,52033.477,0.0,0.0,0.0,16.641972,47.16
152,2020-06-01,225643.11,710056.51,6.070416666666667,24.142,10.442,17.76075,57695.1,52249.055,0.0,0.0,0.0,11.090103,25.919998
153,2020-06-02,378362.58,546615.16,28.341250000000002,25.392,10.492001,18.235748,57786.086,51006.42,0.8,0.8,0.0,11.91812,36.0
154,2020-06-03,423399.57,566994.22,28.839583333333334,17.692,11.592,14.7836685,57872.734,5907.3115,6.0,6.0,0.0,15.9134655,41.760002
155,2020-06-04,440432.82,506902.49,26.5525,16.142,10.692,12.802417,57954.95,23166.098,3.2,3.2,0.0,21.166653,46.079998
156,2020-06-05,316327.77,753770.59,24.3,16.942,10.142,12.983668,58032.633,13180.16,2.8,2.8,0.0,16.965895,38.16
157,2020-06-06,198378.74,852282.63,6.685,13.392,8.542001,11.5982485,58105.707,0.0,16.500002,16.500002,0.0,11.212135,29.88
158,2020-06-07,237662.29,563076.86,17.643333333333334,17.292,8.242001,12.948249,58174.08,42333.742,0.2,0.2,0.0,11.165805,25.919998
159,2020-06-08,451739.79,403374.3,31.36916666666667,14.392,11.742001,12.992,58237.66,0.0,9.300001,9.300001,0.0,13.202726,28.44
160,2020-06-09,567396.55,388084.11,36.67666666666667,15.442,11.942,13.239917,58296.355,0.0,11.700001,11.700001,0.0,15.815435,34.56
161,2020-06-10,543427.38,417810.62,31.364583333333332,19.491999,11.692,15.562833,58350.113,48397.953,4.5999994,4.5999994,0.0,8.825508,24.48
162,2020-06-11,383579.37,529056.0,24.063333333333333,25.592,10.492001,19.077415,58398.816,53020.37,0.0,0.0,0.0,14.764389,34.92
163,2020-06-12,310302.79,696359.08,20.722083333333334,27.491999,15.992001,21.725332,58442.418,52138.17,0.0,0.0,0.0,11.183201,24.48
164,2020-06-13,251870.53,688028.75,19.844166666666666,20.241999,15.242001,17.667002,58480.82,16816.03,38.400005,38.400005,0.0,20.008356,45.0
165,2020-06-14,261288.86000000002,539432.52,18.506666666666668,18.642,14.392,15.7545,58513.96,289.08804,11.600001,11.600001,0.0,17.651016,36.36
166,2020-06-15,535593.09,462308.35,31.05333333333333,21.092,14.292001,17.379501,58541.77,29758.68,3.3999999,3.3999999,0.0,9.107359,22.68
167,2020-06-16,601239.3200000001,362495.43,34.12,23.241999,13.392,18.86075,58564.18,51015.24,0.4,0.4,0.0,12.849528,29.88
168,2020-06-17,620766.78,443124.28,37.235,17.842,11.392,14.979499,58581.12,6886.8223,5.3,5.3,0.0,17.873554,38.88
169,2020-06-18,595649.4,501792.04000000004,31.80333333333333,20.692,10.342,16.192,58592.555,41426.586,3.0,3.0,0.0,17.447933,41.760002
170,2020-06-19,540437.39,478437.76,29.853333333333335,18.642,13.542001,15.987831,58598.395,19380.293,3.5,3.5,0.0,18.775303,40.32
171,2020-06-20,327465.97,601485.6,24.08458333333333,22.292,12.892,17.606583,58598.62,51840.953,0.0,0.0,0.0,16.135872,37.079998
172,2020-06-21,283044.02,519397.15,19.499583333333334,23.142,13.592,18.450333,58593.15,51862.03,0.90000004,0.90000004,0.0,14.168641,40.32
173,2020-06-22,461871.44,548179.79,29.58,24.542,14.842,19.087831,58581.895,52030.68,0.0,0.0,0.0,13.207634,31.68
174,2020-06-23,521795.88,534696.38,32.74166666666667,23.442,11.892,17.71283,58564.887,43328.234,0.2,0.2,0.0,17.462782,39.6
175,2020-06-24,560345.2,581640.84,35.57041666666667,22.192,12.142,17.373247,58542.223,48963.65,0.5,0.5,0.0,13.324863,30.239998
176,2020-06-25,557037.5,654362.38,34.45041666666666,25.542,12.442,19.296167,58513.992,53152.816,0.0,0.0,0.0,10.829958,27.72
177,2020-06-26,543301.43,611739.61,34.803333333333335,27.592,16.542,21.59825,58480.266,47870.92,0.8,0.8,0.0,16.923828,37.44
178,2020-06-27,393366.3,571220.03,26.830833333333334,24.642,16.392,20.535753,58441.16,46800.0,2.7999997,2.7999997,0.0,14.707222,44.28
179,2020-06-28,286911.66,644353.67,17.107083333333332,20.491999,13.942,16.964916,58396.77,30429.44,4.7999997,4.7999997,0.0,15.119999,42.48
180,2020-06-29,399138.43,697335.93,27.480833333333333,21.842,12.792001,17.631584,58347.18,46843.824,0.2,0.2,0.0,21.862406,48.96
181,2020-06-30,347664.65,929893.04,18.354166666666668,27.892,13.342,21.277414,58292.504,52722.242,0.2,0.2,0.0,14.113652,42.839996
182,2020-07-01,457966.71,706301.16,32.385,23.292,17.142,19.72325,58232.84,40550.004,2.8,2.8,0.0,15.034041,41.760002
183,2020-07-02,502090.91,536581.4,38.91375,21.342,13.842,17.756582,58168.3,53034.32,0.0,0.0,0.0,14.84318,34.92
184,2020-07-03,450210.89,621112.02,34.93125,23.491999,11.742001,18.606583,58098.992,46831.547,0.0,0.0,0.0,16.58346,37.44
185,2020-07-04,203823.09,981242.08,15.403333333333334,24.692,16.592,21.169085,58025.02,41038.043,0.0,0.0,0.0,20.870687,46.44
186,2020-07-05,188708.17,976626.02,-15.337083333333332,20.692,12.792001,17.904501,57946.49,31583.992,3.5,3.5,0.0,22.768396,49.68
187,2020-07-06,272329.86,1055874.19,14.282499999999999,18.892,9.192,14.608666,57863.543,42844.832,0.0,0.0,0.0,12.768586,31.68
