,Datum,Leistung nicht erneuerbar (MW),Leistung erneuerbar (MW),Day Ahead Auktion Preis (EUR/MWh),temperature_2m_max,temperature_2m_min,temperature_2m_mean,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max
950,2022-08-08,555634.38,511243.25,359.54791666666665,27.592,13.542001,20.79825,53137.21,48717.516,0.0,0.0,0.0,17.208603,38.88
951,2022-08-09,569099.23,557030.45,344.87208333333336,26.241999,14.492001,20.969084,52950.758,46878.516,0.0,0.0,0.0,18.486622,41.760002
952,2022-08-10,568299.09,568907.26,335.08,27.142,14.642,21.287832,52763.387,48533.863,0.0,0.0,0.0,17.935081,40.68
953,2022-08-11,538070.37,587290.72,368.1458333333333,25.842,14.442,19.717,52573.664,48114.22,1.5,1.5,0.0,15.978486,43.199997
954,2022-08-12,507847.7,611392.6,436.79833333333335,27.741999,13.892,21.108665,52381.48,45682.887,0.0,0.0,0.0,14.33234,34.92
955,2022-08-13,457289.45999999996,538872.12,377.74499999999995,28.042,15.692,22.289919,52187.023,47256.77,0.0,0.0,0.0,13.627795,35.64
956,2022-08-14,435257.68,600976.35,330.4558333333333,28.342,16.242,22.533663,51990.48,42213.66,0.0,0.0,0.0,13.684735,33.12
957,2022-08-15,526509.53,519131.15,426.6045833333333,27.692,15.942,22.23783,51792.03,43430.48,0.0,0.0,0.0,11.304229,27.0
958,2022-08-16,601820.69,486158.0,490.7929166666666,30.792,15.192,24.108667,51591.86,46804.926,0.1,0.1,0.0,9.793059,23.759998
959,2022-08-17,591769.87,444836.75,551.9525,30.092,18.892,23.312836,51390.137,29272.1,9.3,9.3,0.0,20.957443,40.32
960,2022-08-18,606329.15,444883.81,563.76,23.592,17.392,19.846167,51187.023,22214.73,6.9,6.9,0.0,13.493999,27.0
961,2022-08-19,592557.95,369794.82,515.0970833333333,21.392,16.242,17.804499,50982.69,1825.3214,9.900001,9.900001,0.0,12.738099,29.16
962,2022-08-20,526805.12,403405.65,457.97375000000005,23.692,14.942,18.942,50777.293,33868.945,0.5,0.5,0.0,10.948973,24.48
963,2022-08-21,490991.29000000004,508277.56,364.13208333333336,23.692,12.142,18.137835,50571.0,29876.14,0.0,0.0,0.0,12.88981,28.44
964,2022-08-22,658618.09,447916.47,563.81375,25.892,11.092,18.352415,50363.945,45910.227,0.0,0.0,0.0,12.599998,29.16
965,2022-08-23,646265.73,539447.22,605.1279166666667,25.342,13.092,19.525331,50156.28,43992.695,0.4,0.4,0.0,11.440979,25.56
966,2022-08-24,647317.03,529187.66,624.3416666666667,27.342,15.692,21.616999,49948.16,40098.676,0.0,0.0,0.0,12.324414,29.519999
967,2022-08-25,635899.9,602055.87,599.8304166666667,26.241999,16.592,20.362833,49739.71,32937.027,2.7999997,2.7999997,0.0,7.386582,16.919998
968,2022-08-26,640735.36,493492.08,699.4416666666666,23.592,16.692,19.614916,49531.086,30036.006,4.899999,4.899999,0.0,12.819235,26.28
969,2022-08-27,558638.63,467118.79,607.8391666666666,22.542,16.741999,19.108665,49322.414,34755.758,0.6,0.6,0.0,11.966954,27.0
970,2022-08-28,476248.8,640669.94,401.0329166666667,24.642,13.092,19.071169,49113.824,44796.086,0.0,0.0,0.0,9.659814,16.56
971,2022-08-29,608436.21,521058.57,658.4104166666667,25.842,12.792001,19.246168,48905.445,44116.93,0.0,0.0,0.0,13.479583,29.88
972,2022-08-30,649566.22,534761.58,660.23625,20.192,14.442,16.306583,48697.195,461.1282,12.5,12.5,0.0,14.512064,32.039997
973,2022-08-31,766330.52,518661.76,604.4908333333334,20.792,12.092,16.535751,48487.63,43838.285,0.4,0.4,0.0,13.1041975,30.239998
974,2022-09-01,645652.77,554716.0599999999,571.1979166666666,20.542,9.942,15.600334,48276.6,44208.32,0.0,0.0,0.0,16.263872,37.079998
975,2022-09-02,607050.55,722727.5,422.2525,20.741999,10.042001,15.737832,48064.25,36723.355,3.1000001,3.1000001,0.0,9.673221,26.28
976,2022-09-03,436509.61,759989.28,287.75124999999997,23.192,12.342,17.633665,47850.72,40659.71,0.2,0.2,0.0,9.885262,18.72
977,2022-09-04,468127.94,640876.5,242.71208333333334,24.792,12.892,19.008665,47636.156,43098.93,0.0,0.0,0.0,9.826088,19.44
978,2022-09-05,599170.42,713071.58,357.45374999999996,25.092,13.742001,19.52325,47420.69,41564.99,0.0,0.0,0.0,11.090103,24.48
979,2022-09-06,613177.12,703781.7,417.26875,26.741999,14.642,19.983665,47204.465,40287.117,1.7,1.7,0.0,11.440978,28.8
980,2022-09-07,659778.11,506199.67,462.47166666666664,20.892,13.642,17.260752,46987.61,18506.127,9.9,9.9,0.0,19.602652,41.760002
981,2022-09-08,650490.96,530832.9400000001,443.51708333333335,21.342,11.292001,15.0545,46770.25,41406.38,10.1,10.1,0.0,14.84318,36.719997
982,2022-09-09,614447.47,547042.2,345.7,17.642,10.392,13.53575,46552.523,18968.0,4.7999997,4.7999997,0.0,15.034041,36.36
983,2022-09-10,551203.14,444464.42,404.31791666666663,18.792,12.042001,14.981582,46334.55,35521.18,1.7000002,1.7000002,0.0,13.854155,33.12
984,2022-09-11,552548.43,363247.74,391.4891666666667,20.542,9.492001,14.756583,46116.457,26832.025,0.0,0.0,0.0,7.928178,14.04
985,2022-09-12,604860.52,481135.67,408.0308333333333,21.792,9.892,16.319082,45898.367,34476.492,0.2,0.2,0.0,12.599998,28.8
986,2022-09-13,615259.96,625384.21,392.36999999999995,22.442,15.592,17.523249,45680.402,4956.311,21.5,21.5,0.0,19.839235,39.239998
987,2022-09-14,645701.36,424369.37,455.81375,17.042,11.042001,15.329501,45462.688,2663.28,10.800001,10.800001,0.0,21.325253,42.48
988,2022-09-15,591175.99,683284.54,369.36583333333334,14.392,8.842,12.185752,45245.332,21121.637,1.5000001,1.5000001,0.0,17.731598,37.8
989,2022-09-16,459204.83,905911.59,201.1966666666667,12.142,7.542,9.102416,45028.465,15638.709,7.0999994,7.0999994,0.0,21.758419,48.6
990,2022-09-17,310940.92,917101.47,68.76666666666667,10.342,7.092,8.687833,44812.203,4325.323,14.5,14.5,0.0,24.122683,51.839996
991,2022-09-18,303377.33,894039.44,77.93208333333332,12.442,6.092,9.121167,44596.668,27429.871,3.4999998,3.4999998,0.0,24.079666,51.12
992,2022-09-19,497384.73,783042.09,261.68375,12.642,5.592,9.077416,44381.75,20910.09,2.3999996,2.3999996,0.0,16.363178,36.0
993,2022-09-20,674637.25,489172.04,363.425,14.142,1.8920001,8.196166,44165.99,39611.113,0.0,0.0,0.0,8.209263,18.72
994,2022-09-21,715179.43,409306.07,379.94041666666664,15.142,1.292,8.844084,43949.203,39269.133,0.0,0.0,0.0,9.422101,17.28
995,2022-09-22,710980.57,442033.82,387.8904166666666,15.842,2.692,9.477418,43731.527,40021.016,0.0,0.0,0.0,9.659814,24.48
996,2022-09-23,713982.66,475285.28,368.3316666666667,16.342,5.942,10.998252,43513.1,33316.266,1.3000001,1.3000001,0.0,8.759178,21.24
997,2022-09-24,610009.84,391400.54,351.1145833333333,16.042,8.242001,11.037835,43294.047,14039.133,5.6000004,5.6000004,0.0,11.592895,27.359999
998,2022-09-25,566875.58,383088.63,276.50416666666666,14.742001,9.292001,11.581585,43074.5,37617.234,0.8,0.8,0.0,14.512064,32.399998
999,2022-09-26,512806.33,810246.85,245.92499999999998,11.192,7.292,9.519084,42854.594,19237.004,5.899999,5.899999,0.0,22.881956,52.92
1000,2022-09-27,595851.99,626253.25,310.2083333333333,11.842,4.842,8.017,42634.453,17289.11,5.9,5.9,0.0,18.806337,41.039997
1001,2022-09-28,695595.42,369312.64,386.1991666666667,12.842,2.5419998,7.9482512,42414.215,23146.273,0.3,0.3,0.0,9.0645685,21.96
1002,2022-09-29,701047.32,365897.57,417.13708333333335,14.692,3.842,9.454499,42194.008,30299.812,0.0,0.0,0.0,7.8954163,18.72
1003,2022-09-30,622108.88,528021.39,315.48625,12.442,4.992,9.150334,41973.965,4441.755,7.1,7.1,0.0,23.4,47.16
1004,2022-10-01,299598.81,952872.44,82.82041666666667,12.692,10.092,11.112834,41754.215,0.0,10.3,10.3,0.0,16.700275,33.839996
1005,2022-10-02,330976.94,853770.0,114.74583333333334,13.042001,7.092,9.946167,41534.89,16970.24,0.3,0.3,0.0,16.489416,35.64
1006,2022-10-03,447002.98,671379.26,209.34916666666666,15.292001,3.942,9.369083,41316.133,29135.883,0.0,0.0,0.0,9.178235,21.24
1007,2022-10-04,556979.42,635641.7,246.30624999999998,19.092,5.742,11.958667,41098.07,34791.516,0.0,0.0,0.0,11.165805,23.759998
1008,2022-10-05,422437.83,954190.54,103.19,17.042,7.742,13.279499,40880.848,31016.855,0.2,0.2,0.0,16.203999,33.839996
1009,2022-10-06,476428.7,875510.86,100.79875,18.042,5.692,11.829498,40664.598,36046.703,0.0,0.0,0.0,9.793059,14.759999
1010,2022-10-07,551411.23,724576.06,163.89000000000001,16.741999,7.592,12.28575,40449.46,23319.117,0.3,0.3,0.0,18.844202,39.96
1011,2022-10-08,499228.69,735507.0700000001,145.33791666666667,14.942,3.2419999,9.239917,40235.59,36000.0,0.5,0.5,0.0,14.408997,32.399998
1012,2022-10-09,458869.08,601059.33,146.72458333333333,17.092,7.192,11.34825,40022.88,33327.938,3.6999998,3.6999998,0.0,9.339208,23.4
1013,2022-10-10,567715.89,734837.23,162.09,14.992001,8.442,11.6545,39809.715,708.5818,0.4,0.4,0.0,10.948973,21.599998
1014,2022-10-11,677439.95,486059.26,259.87375000000003,16.942,7.6419997,12.037833,39595.902,29236.041,0.2,0.2,0.0,7.7043357,18.72
1015,2022-10-12,707606.44,401749.01,282.5358333333333,15.092,6.6419997,10.894082,39381.6,3289.1707,2.6000001,2.6000001,0.0,11.542478,25.199999
1016,2022-10-13,722295.95,424974.47,257.4558333333334,16.292,8.592,12.483666,39166.96,28356.574,2.3999999,2.3999999,0.0,12.144331,28.08
1017,2022-10-14,695618.42,394621.15,260.6458333333333,17.342,12.442,14.187833,38952.13,10222.359,7.2,7.2,0.0,13.441071,31.319998
1018,2022-10-15,490775.11,558029.54,156.63458333333332,20.991999,12.042001,15.610748,38737.273,33376.07,0.5,0.5,0.0,9.693296,28.8
1019,2022-10-16,426307.44,659909.18,95.86083333333333,21.342,9.692,15.117001,38522.543,34660.848,0.0,0.0,0.0,9.339208,21.96
1020,2022-10-17,582641.64,658852.65,152.60625000000002,20.592,9.092,13.708668,38308.105,20645.379,0.8,0.8,0.0,18.057508,43.199997
1021,2022-10-18,662223.18,464259.71,183.17541666666668,14.492001,7.3919997,10.837834,38094.125,30966.742,0.0,0.0,0.0,13.084402,24.48
1022,2022-10-19,621154.7,447096.8,168.45374999999999,15.392,4.192,9.706585,37880.766,27192.393,0.0,0.0,0.0,12.397806,28.08
1023,2022-10-20,511213.67,800548.99,140.21791666666667,15.292001,8.642,11.350334,37668.207,10255.207,3.8999999,3.8999999,0.0,14.168641,26.64
1024,2022-10-21,597797.74,475390.75,163.45000000000002,17.442,8.592,12.57325,37456.617,27351.416,2.0,2.0,0.0,15.745627,34.2
1025,2022-10-22,446789.94,520560.26,139.86708333333334,16.392,8.442,12.169084,37246.176,23897.926,0.1,0.1,0.0,13.479583,27.72
1026,2022-10-23,393428.53,577113.67,95.75041666666668,17.991999,11.292001,13.433666,37037.062,4726.9707,1.9000001,1.9000001,0.0,14.118243,29.16
1027,2022-10-24,402698.01,926427.8200000001,80.61541666666666,15.842,7.542,12.100333,36829.473,31815.734,2.1,2.1,0.0,16.946787,35.28
1028,2022-10-25,493839.95,716344.8,105.39708333333334,17.592,6.3919997,11.594083,36623.586,22231.178,0.70000005,0.70000005,0.0,10.948973,28.44
1029,2022-10-26,574638.17,529020.35,121.39583333333333,17.142,7.792,11.696166,36419.61,19410.191,0.0,0.0,0.0,9.983106,23.039999
1030,2022-10-27,516147.29,650160.57,124.68625000000002,18.192,8.742001,12.9795,36217.734,31795.58,0.0,0.0,0.0,11.792404,26.64
1031,2022-10-28,490246.28,693353.35,105.5175,19.192,8.942,13.596166,36018.18,29118.129,0.0,0.0,0.0,9.885262,19.44
1032,2022-10-29,443519.15,438473.3,101.06291666666668,19.692,9.442,13.84825,35820.863,29740.219,0.0,0.0,0.0,10.137692,19.08
1033,2022-10-30,450820.56,466770.18,116.5448,18.342,6.742,11.450334,35624.023,28328.93,0.0,0.0,0.0,8.287822,12.599999
1034,2022-10-31,533287.25,441255.38,145.2225,17.042,7.742,11.317001,35427.457,7200.0,0.2,0.2,0.0,15.459054,38.519997
1035,2022-11-01,368655.62,828171.89,68.855,13.842,3.692,9.017,35231.348,29595.867,0.0,0.0,0.0,19.803272,41.399998
1036,2022-11-02,417485.41,920949.0,71.97166666666666,11.992001,1.792,6.8649173,35035.887,23214.652,0.0,0.0,0.0,11.269782,25.56
1037,2022-11-03,491474.96,841831.68,103.00625000000001,9.492001,6.042,8.146167,34841.277,0.0,3.2999997,3.2999997,0.0,15.517629,30.960001
1038,2022-11-04,630126.46,583497.95,178.53708333333336,9.942,2.342,6.1045,34647.715,16257.595,0.3,0.3,0.0,9.178235,21.96
1039,2022-11-05,492447.3,593707.5,132.28708333333333,8.342,2.942,5.3107505,34455.406,16311.98,0.1,0.1,0.0,15.277749,30.599998
1040,2022-11-06,321755.4,853358.06,51.09375,13.392,6.492,9.610751,34264.562,25329.46,0.5,0.5,0.0,16.42247,35.28
1041,2022-11-07,445130.7,910796.38,76.09541666666667,12.492001,3.592,7.5815845,34075.406,29150.75,0.0,0.0,0.0,11.113451,24.119999
1042,2022-11-08,473080.74,889783.71,95.15458333333333,13.192,5.592,8.985751,33888.156,17468.258,5.7999997,5.7999997,0.0,12.43434,24.48
1043,2022-11-09,503361.2,871852.43,126.71875,12.142,3.892,9.062834,33703.04,14164.833,2.3,2.3,0.0,13.679999,28.8
1044,2022-11-10,524753.96,839509.14,137.25083333333333,10.092,1.192,4.6711664,33520.29,22441.354,0.0,0.0,0.0,8.049845,16.199999
1045,2022-11-11,561565.8,732560.09,125.37583333333333,10.442,1.692,5.006583,33340.15,23905.514,0.0,0.0,0.0,8.209263,11.5199995
1046,2022-11-12,631264.5,365261.62,162.25416666666666,10.442,-0.508,4.93575,33162.863,28675.914,0.0,0.0,0.0,13.708391,26.64
1047,2022-11-13,609542.28,522914.21,144.88333333333333,11.392,2.4919999,5.733667,32988.676,28531.078,0.0,0.0,0.0,13.397612,26.28
1048,2022-11-14,706083.22,680617.16,160.79666666666665,11.992001,1.492,5.5503335,32817.855,28437.498,0.0,0.0,0.0,10.495713,18.359999
1049,2022-11-15,708653.46,615936.63,177.28875000000002,7.1419997,2.7419999,4.183667,32650.65,101.35025,5.0000005,5.0000005,0.0,10.195057,19.44
1050,2022-11-16,649334.11,730265.08,143.75666666666666,9.392,3.4919999,6.375334,32487.342,4114.828,5.0,5.0,0.0,15.1884165,30.239998
1051,2022-11-17,555603.4,919276.05,99.89708333333334,7.792,2.142,5.7669997,32328.197,0.0,16.599998,16.599998,0.0,12.24,30.239998
1052,2022-11-18,731065.5700000001,623675.2,171.03333333333333,1.8920001,-2.908,-0.7413333,32173.229,3600.0,4.0,0.0,2.7999997,10.30883,21.24
1053,2022-11-19,738543.65,409388.77,198.6208333333333,4.592,-2.808,1.7940831,32020.78,0.0,2.8,1.9,0.63,17.447933,35.28
1054,2022-11-20,715338.79,354207.34,210.28291666666667,5.742,-0.258,3.2044995,31870.668,18442.148,4.9999995,2.9999998,1.4,22.077717,46.079998
1055,2022-11-21,774510.55,464381.78,253.81916666666666,6.592,0.041999996,2.9211664,31723.092,2993.8464,0.3,0.3,0.0,11.726277,24.48
1056,2022-11-22,717271.98,695399.46,203.87875,6.742,0.492,2.9586666,31578.258,26808.918,0.5,0.5,0.0,11.119281,21.24
1057,2022-11-23,737783.51,690174.74,177.98041666666666,7.1419997,0.992,5.0649166,31436.348,5303.1523,3.3999996,3.3999996,0.0,17.057314,38.16
1058,2022-11-24,759594.9,558696.93,237.4625,7.042,-1.6079999,2.925333,31297.59,19368.037,0.5,0.5,0.0,12.413476,24.48
1059,2022-11-25,782468.86,524073.11,257.9266666666667,7.1419997,1.6420001,4.6544995,31162.182,2979.3684,0.0,0.0,0.0,12.303366,26.64
1060,2022-11-26,772116.79,407373.11,239.17333333333332,3.092,-1.458,0.9003334,31030.348,0.0,0.0,0.0,0.0,11.090103,23.759998
1061,2022-11-27,625013.81,617821.1,146.64916666666667,3.342,0.392,1.8295001,30902.295,0.0,0.5,0.5,0.0,10.691453,20.880001
1062,2022-11-28,819705.16,553744.55,291.63666666666666,4.492,1.792,3.0294998,30778.256,0.0,5.0999994,5.0999994,0.0,9.422101,19.44
1063,2022-11-29,944570.97,276475.98,371.6425,2.942,0.742,2.1399167,30658.443,667.3792,0.4,0.4,0.0,8.825508,19.8
1064,2022-11-30,993846.43,272784.85,393.70208333333335,4.992,-0.45799997,1.9419999,30543.084,24830.355,0.3,0.3,0.0,9.83268,20.519999
1065,2022-12-01,1007189.3300000001,279179.49,394.355,2.042,0.292,0.82949996,30432.404,0.0,6.4,0.6,4.0600004,9.904906,22.319998
1066,2022-12-02,933185.33,463246.18,339.20166666666665,2.692,-0.8579999,0.47325003,30326.639,13528.608,0.0,0.0,0.0,11.183201,23.4
1067,2022-12-03,836929.99,448977.56,281.92041666666665,6.192,0.392,2.9274166,30226.018,17276.89,0.1,0.1,0.0,13.044722,27.359999
1068,2022-12-04,782196.58,460213.55,268.505,3.892,2.642,3.1669996,30130.77,0.0,1.4000001,1.4000001,0.0,8.78872,18.359999
1069,2022-12-05,930161.33,402470.06,341.25916666666666,3.5419998,1.192,2.1649168,30041.125,0.0,0.70000005,0.70000005,0.0,14.512064,31.68
1070,2022-12-06,970685.7,324810.06,386.44416666666666,2.7919998,0.09200001,1.3545002,29957.32,1568.9657,0.70000005,0.3,0.28,16.919998,35.28
1071,2022-12-07,917456.05,570465.91,324.8254166666667,2.592,-3.408,0.35033333,29879.586,371.07376,0.0,0.0,0.0,12.229406,25.56
1072,2022-12-08,980977.16,367074.0,387.5275,2.392,-4.258,-1.568417,29808.002,14400.0,0.0,0.0,0.0,10.587917,21.96
1073,2022-12-09,961492.39,291031.36,411.0420833333333,1.742,-3.658,-0.9788332,29741.69,5956.6196,0.0,0.0,0.0,10.464798,20.519999
1074,2022-12-10,910652.6,256425.84,354.6425,-1.458,-4.058,-2.8871667,29680.533,281.56107,0.4,0.0,0.28,13.339445,25.919998
1075,2022-12-11,900436.9,253180.25,326.7654166666667,-1.158,-8.108,-4.220501,29624.586,24167.617,0.2,0.0,0.14,15.1884165,35.28
1076,2022-12-12,1009725.17,298999.87,433.93333333333334,-1.6579999,-9.507999,-6.412165,29573.922,24768.902,0.0,0.0,0.0,10.365251,18.72
1077,2022-12-13,1009222.83,414644.4,444.4766666666667,-2.2580001,-6.058,-3.9267502,29528.604,48.37681,3.2999997,0.0,2.31,10.829958,25.199999
1078,2022-12-14,1003634.74,407679.71,443.87583333333333,-0.10800001,-5.708,-3.358,29488.688,20722.213,0.0,0.0,0.0,12.10157,22.68
1079,2022-12-15,953475.29,430190.22,396.96250000000003,-0.55799997,-3.908,-2.3121667,29454.232,218.24603,3.5999994,0.0,2.52,13.276144,27.0
1080,2022-12-16,960270.37,290073.56,411.31375,-1.208,-8.108,-4.66425,29425.297,19994.975,0.0,0.0,0.0,9.255571,17.28
1081,2022-12-17,860404.65,368124.6,268.9691666666667,-4.008,-10.558,-7.712166,29401.916,19980.09,0.0,0.0,0.0,10.009036,21.599998
1082,2022-12-18,725633.95,606841.52,189.75958333333335,-0.8579999,-6.808,-3.1350832,29384.156,7667.8037,0.0,0.0,0.0,13.37825,29.88
1083,2022-12-19,653079.4400000001,867027.42,191.9275,2.192,-3.358,-0.8975835,29372.05,11759.387,0.0,0.0,0.0,13.1041975,26.28
1084,2022-12-20,610717.54,856214.0,185.8216666666667,5.1419997,-0.80799997,1.837833,29365.64,1754.7155,5.8999996,5.8999996,0.0,12.682018,24.48
1085,2022-12-21,669995.65,620575.89,214.60041666666666,9.742001,1.542,6.5253334,29364.96,3600.0,9.500001,9.500001,0.0,27.466372,58.679996
1086,2022-12-22,615517.73,692166.72,192.63708333333332,10.792001,5.842,7.7107506,29370.047,0.0,15.999999,15.999999,0.0,26.67889,56.519997
1087,2022-12-23,628111.27,500837.85,185.88875,9.542001,4.942,7.6253333,29380.926,7040.9854,0.3,0.3,0.0,23.411074,46.079998
1088,2022-12-24,477666.01,634955.61,111.86666666666667,8.942,3.692,6.1503334,29397.621,21306.371,0.1,0.1,0.0,12.074766,24.119999
1089,2022-12-25,362176.44,580137.85,106.01125,9.692,5.242,8.327416,29420.154,0.0,7.0999994,7.0999994,0.0,24.248613,51.48
1090,2022-12-26,307673.46,880105.3099999999,40.5325,6.742,-1.8579999,2.487833,29448.533,12511.951,0.6,0.6,0.0,23.469128,49.68
1091,2022-12-27,365960.07,911387.99,91.73416666666667,6.792,-1.8579999,2.9586666,29482.79,10800.0,0.0,0.0,0.0,14.205182,28.08
1092,2022-12-28,288659.62,1020728.28,45.897083333333335,11.242001,3.442,7.7982497,29522.982,18663.264,0.4,0.4,0.0,18.875126,42.12
1093,2022-12-29,300034.98,1023018.47,13.57875,8.492001,3.392,6.0503325,29569.545,17391.898,7.3,7.3,0.0,18.681883,37.8
1094,2022-12-30,284350.02,979582.01,14.625416666666666,16.342,9.142,11.94825,29622.412,22561.166,0.70000005,0.70000005,0.0,19.134262,39.6
1095,2022-12-31,230450.27,953465.27,-0.7920833333333333,15.592,5.792,10.771167,29681.42,24325.482,0.0,0.0,0.0,14.658676,28.8
1096,2023-01-01,217439.32,836132.03,14.913333333333334,12.992001,4.442,8.567,29746.393,24673.975,0.1,0.1,0.0,16.75064,33.12
1097,2023-01-02,422820.82,825013.11,123.82,8.592,0.09200001,5.6670003,29817.148,7360.7686,0.0,0.0,0.0,15.542662,33.12
1098,2023-01-03,587351.06,616717.61,145.95458333333332,8.892,-0.20799997,5.014917,29893.518,0.0,2.0,2.0,0.0,26.415268,52.92
1099,2023-01-04,325506.66,1207254.75,58.94166666666666,9.792001,6.692,8.5545,29975.314,22008.027,1.4000001,1.4000001,0.0,29.957968,60.479996
1100,2023-01-05,480085.88,844631.49,107.45541666666666,9.792001,6.1419997,8.256583,30062.36,3566.164,0.3,0.3,0.0,15.745627,34.56
1101,2023-01-06,465942.38,812102.0,117.47333333333334,9.292001,2.392,5.4128337,30154.473,15675.104,0.0,0.0,0.0,13.627795,28.44
1102,2023-01-07,316138.38,764092.93,88.80874999999999,6.1419997,0.742,2.7524166,30251.469,3600.0,1.2,1.2,0.0,12.10157,24.119999
1103,2023-01-08,305254.95,778054.26,68.94166666666668,6.442,2.192,4.287833,30353.176,2361.1514,2.5000002,2.4000003,0.07,22.314192,44.639996
1104,2023-01-09,564843.35,705450.18,129.29166666666666,4.842,0.342,3.0794995,30459.406,13369.042,0.9000001,0.9000001,0.0,20.172853,41.760002
1105,2023-01-10,621930.4,771753.15,123.13041666666668,8.092,0.242,5.0315833,30569.98,0.0,5.3,5.3,0.0,18.03237,36.719997
1106,2023-01-11,506056.37,955523.42,84.08083333333333,8.442,4.842,6.6711655,30684.715,0.0,0.90000004,0.90000004,0.0,22.218153,47.88
1107,2023-01-12,366229.92,1203973.5,70.74291666666666,8.942,4.592,7.150333,30803.443,3926.5884,3.7,3.7,0.0,21.407139,48.96
1108,2023-01-13,336801.88,1192003.8,66.64208333333333,6.942,3.942,5.4690833,30925.982,3600.0,3.0,3.0,0.0,19.855558,39.96
1109,2023-01-14,264566.34,1136838.22,29.344166666666666,9.192,0.342,5.637833,31052.152,0.0,9.8,9.8,0.0,24.863466,48.96
1110,2023-01-15,274599.32,1135946.44,9.259166666666667,5.592,-1.758,1.7920002,31181.795,19466.682,0.2,0.2,0.0,22.183128,44.28
1111,2023-01-16,589478.05,867999.53,128.74875,3.942,-0.80799997,1.3357501,31314.729,25452.008,0.6,0.10000001,0.35000002,22.288042,45.0
1112,2023-01-17,724377.32,755649.63,133.56666666666666,1.442,-1.408,0.14825003,31451.025,1157.9915,0.6,0.0,0.42,14.618837,29.88
1113,2023-01-18,829843.3,552535.2,143.75625,0.592,-4.1080003,-1.5163335,31592.172,18.802914,0.1,0.0,0.07,12.682018,28.44
1114,2023-01-19,829050.02,694368.8200000001,148.21375,1.542,-3.6080003,-1.0705001,31738.219,6957.36,1.7000002,0.0,1.19,11.966953,26.28
1115,2023-01-20,934825.76,302208.26,180.65958333333333,0.392,-3.8580003,-1.47675,31888.871,168.96149,0.9000001,0.0,0.63,19.829433,41.039997
1116,2023-01-21,819217.3,503327.98,144.39166666666668,1.292,-2.658,-0.7184167,32043.861,3528.9048,2.0,0.0,1.4000001,9.085988,19.8
1117,2023-01-22,831529.23,427236.85,151.15083333333334,3.692,-0.80799997,0.7524166,32202.908,5319.908,0.1,0.0,0.07,18.440998,40.68
1118,2023-01-23,974106.53,306689.22,202.73416666666665,3.092,0.592,1.4253334,32365.754,401.78284,0.0,0.0,0.0,14.021525,29.16
1119,2023-01-24,983581.73,273532.82,202.69291666666666,1.242,-0.658,0.342,32532.121,151.51222,0.0,0.0,0.0,10.041354,20.880001
1120,2023-01-25,1012862.58,288934.14,181.7420833333333,0.242,-1.408,-0.7121668,32701.76,0.0,0.1,0.0,0.07,6.989936,16.56
1121,2023-01-26,986892.4299999999,331374.31,167.66875000000002,1.042,-1.758,-0.79550004,32874.418,3092.1465,2.0000002,0.0,1.4000001,11.525623,22.68
1122,2023-01-27,949732.91,390327.21,168.76125,0.742,-3.9580002,-0.66008335,33049.844,0.0,0.1,0.0,0.07,11.966953,25.199999
1123,2023-01-28,882599.27,308295.27,144.69875,-0.70799994,-6.708,-3.6892502,33227.8,28223.031,0.0,0.0,0.0,9.605998,18.0
1124,2023-01-29,564602.63,678664.44,123.58791666666667,1.942,-3.6080003,0.20866664,33408.047,0.0,2.4999995,0.5,1.47,27.36947,55.44
1125,2023-01-30,505237.51,1010227.02,74.21375,2.392,1.042,1.8399166,33590.363,5300.077,1.9000001,1.0000001,0.63,25.171696,50.76
1126,2023-01-31,526035.22,996891.51,117.32166666666667,5.042,1.542,3.0211666,33774.51,11650.434,7.1,4.7,1.6800001,30.978832,62.639996
1127,2023-02-01,476028.67,1143870.83,93.07791666666667,3.692,1.042,1.971167,33960.285,0.0,33.199997,12.199999,14.7,27.757376,62.279995
1128,2023-02-02,660790.38,830674.75,136.14666666666668,5.442,3.7919998,4.752417,34147.465,0.0,11.599999,11.599999,0.0,33.636406,71.64
1129,2023-02-03,539836.58,1127100.21,102.61083333333333,4.692,-3.358,1.8565832,34335.84,18563.383,0.3,0.3,0.0,26.42753,54.0
1130,2023-02-04,666312.05,433327.82,146.01125,1.942,-4.808,-2.2100832,34525.21,20078.742,0.0,0.0,0.0,8.891344,18.359999
1131,2023-02-05,611330.15,467167.14,131.36666666666667,1.092,-5.908,-2.968417,34715.375,17300.781,1.5999999,0.0,1.12,11.720751,21.96
1132,2023-02-06,885601.23,325818.66,172.96333333333334,2.442,-6.3580003,-3.262167,34906.43,30799.352,0.0,0.0,0.0,12.313894,22.68
1133,2023-02-07,908226.35,426850.6,172.9225,1.842,-7.208,-3.6267498,35100.203,31010.8,0.0,0.0,0.0,14.917212,33.12
1134,2023-02-08,865191.28,581690.23,152.10458333333335,1.742,-6.808,-3.5663345,35296.85,31224.934,0.0,0.0,0.0,11.269782,26.28
1135,2023-02-09,796486.65,735669.96,132.54458333333335,2.092,-7.458,-2.4538333,35496.145,15046.254,0.0,0.0,0.0,9.387651,17.28
1136,2023-02-10,749462.17,763625.85,125.92291666666667,3.592,-2.658,0.9774166,35697.844,8113.527,0.1,0.0,0.07,12.641076,25.56
